,khipu_id,name,cluster_sum,is_top_cluster,is_duplicate_cluster,left_cluster_id,left_cluster_position,left_num_cluster_cords,left_cluster_sum_string,right_cluster_id,right_cluster_position,right_num_cluster_cords,right_cluster_sum_string,cluster_distance,cord_count_distance
50,1000422,HP003,273,False,False,1014746,0,7,"W@[1, 1]:83 + W%MB@[1, 2]:54 + RM@[1, 3]:34 + W%AB@[1, 4]:0 + W:MB@[1, 5]:100 + KB@[1, 6]:0 + <span style=""color:#F80000;"">W-AB@[1, 3, 1]:2</span>",1014750,4,7,"W@[5, 1]:88 + W:MB@[5, 2]:72 + RM@[5, 3]:42 + W%AB@[5, 4]:1 + W:MB@[5, 5]:70 + KB@[5, 6]:0 + <span style=""color:#F80000;"">KB@[5, 3, 1]:0</span>",4,0
51,1000449,HP030,5414,False,False,1015139,2,10,"W@[3, 1]:2000 + MB@[3, 2]:223 + W:MB@[3, 3]:372 + W:KB@[3, 4]:250 + MB@[3, 5]:490 + MB@[3, 6]:491 + MB@[3, 7]:551 + W%AB@[3, 8]:768 + MB@[3, 9]:269 + <span style=""color:#F80000;"">AB@[3, 4, 1]:0</span>",1015141,4,10,"MB@[5, 1]:2129 + YB@[5, 2]:166 + W:MB@[5, 3]:315 + W:KB@[5, 4]:180 + MB@[5, 5]:366 + W%AB@[5, 6]:401 + W@[5, 7]:620 + W%AB@[5, 8]:654 + AB@[5, 9]:140 + <span style=""color:#F80000;"">W:MB@[5, 9, 1]:443</span>",2,0
52,1000580,HP050,23,False,True,1018685,3,1,"W:AB@[4, 1]:23",1018687,5,1,"W:AB@[6, 1]:23",2,0
53,1000580,HP050,22,False,True,1018696,14,1,"W:AB@[15, 1]:22",1018698,16,1,"W:AB@[17, 1]:22",2,0
54,1000586,HP056,45,False,False,1018810,4,9,"MB@[5, 1]:1 + MB@[5, 2]:8 + MB@[5, 3]:7 + MB@[5, 4]:4 + MB@[5, 5]:4 + W:MG@[5, 6]:3 + TG@[5, 7]:5 + MB@[5, 8]:5 + MB@[5, 9]:8",1018811,5,9,"W@[6, 1]:2 + W@[6, 2]:2 + W@[6, 3]:3 + W@[6, 4]:4 + W@[6, 5]:2 + W:TG@[6, 6]:6 + W:TG@[6, 7]:7 + W@[6, 8]:3 + W@[6, 9]:16",1,0
55,1000625,JC001,27,False,False,1019615,0,4,"YB@[1, 1]:12 + R0@[1, 2]:10 + NB-DB@[1, 3]:3 + YB@[1, 4]:2",1019621,6,5,"DG@[7, 1]:10 + KB@[7, 2]:10 + NB@[7, 3]:3 + YB@[7, 4]:2 + DB@[7, 5]:2",6,1
56,1000625,JC001,125,False,False,1019616,1,4,"DG@[2, 1]:62 + R0@[2, 2]:60 + PG-RM@[2, 3]:2 + YB@[2, 4]:1",1019622,7,4,"YB-KB@[8, 1]:62 + R0@[8, 2]:60 + DB@[8, 3]:2 + YB@[8, 4]:1",6,0
57,1000634,JC010,41,False,False,1019664,9,11,"AB@[10, 1]:17 + MB@[10, 2]:0 + MB@[10, 3]:0 + AB@[10, 4]:3 + AB@[10, 5]:0 + AB@[10, 6]:1 + NB@[10, 7]:0 + AB-MB@[10, 8]:0 + AB-NB@[10, 9]:0 + W@[10, 10]:10 + AB:MB@[10, 11]:10",1019665,10,11,"W@[11, 1]:14 + MB@[11, 2]:0 + MB@[11, 3]:2 + AB@[11, 4]:3 + AB@[11, 5]:0 + MB@[11, 6]:0 + NB@[11, 7]:0 + NB-MB@[11, 8]:0 + AB-MB@[11, 9]:1 + W@[11, 10]:10 + MB@[11, 11]:11",1,0
58,1000020,UR003,51,False,False,1000847,5,33,"W@[6, 1]:3 + W@[6, 2]:2 + W:MB@[6, 3]:1 + W:KB@[6, 4]:0 + W@[6, 5]:0 + W@[6, 6]:1 + W@[6, 7]:2 + W@[6, 8]:2 + W@[6, 9]:1 + W@[6, 10]:0 + <span style=""color:#F80000;"">KB@[6, 1, 1]:1</span> + <span style=""color:#F80000;"">KB@[6, 1, 2]:3</span> + <span style=""color:#F80000;"">KB@[6, 1, 3]:2</span> + <span style=""color:#F80000;"">RL@[6, 1, 4]:0</span> + <span style=""color:#F80000;"">KB@[6, 1, 4, 1]:1</span> + <span style=""color:#F80000;"">LC@[6, 1, 6]:4</span> + <span style=""color:#F80000;"">MB@[6, 1, 6, 1]:1</span> + <span style=""color:#F80000;"">W:AB@[6, 1, 6, 2]:1</span> + <span style=""color:#F80000;"">KB@[6, 1, 6, 3]:1</span> + <span style=""color:#F80000;"">WMB@[6, 1, 10]:1</span> + <span style=""color:#F80000;"">KB@[6, 1, 11]:1</span> + <span style=""color:#F80000;"">W-KB@[6, 3, 1]:1</span> + <span style=""color:#F80000;"">MB@[6, 5, 1]:1</span> + <span style=""color:#F80000;"">MB@[6, 5, 2]:1</span> + <span style=""color:#F80000;"">AB@[6, 6, 1]:0</span> + <span style=""color:#F80000;"">PK@[6, 6, 1, 1]:1</span> + <span style=""color:#F80000;"">@[6, 6, 1, 1, 1]:0</span> + <span style=""color:#F80000;"">W:KB@[6, 8, 1]:1</span> + <span style=""color:#F80000;"">W:AB@[6, 9, 1]:1</span> + <span style=""color:#F80000;"">W:AB@[6, 9, 2]:1</span> + <span style=""color:#F80000;"">LC@[6, 10, 1]:9</span> + <span style=""color:#F80000;"">MB@[6, 10, 2]:4</span> + <span style=""color:#F80000;"">LC@[6, 10, 3]:3</span>",1014469,10,45,"W:MB@[11, 1]:0 + W@[11, 2]:0 + W@[11, 3]:2 + W@[11, 4]:1 + W@[11, 5]:4 + W@[11, 6]:0 + W@[11, 7]:1 + MB@[11, 8]:1 + @[11, 9]:0 + W:RL@[11, 10]:0 + MB@[11, 11]:0 + MB@[11, 12]:0 + MB@[11, 13]:1 + MB@[11, 14]:0 + MB@[11, 15]:0 + W@[11, 16]:1 + MB@[11, 17]:1 + MB@[11, 18]:1 + <span style=""color:#F80000;"">W-KB@[11, 6, 1]:1</span> + <span style=""color:#F80000;"">GG@[11, 7, 1]:4</span> + <span style=""color:#F80000;"">MB@[11, 7, 2]:4</span> + <span style=""color:#F80000;"">MB:LC@[11, 7, 3]:1</span> + <span style=""color:#F80000;"">W-AB@[11, 8, 1]:0</span> + <span style=""color:#F80000;"">MB:LC@[11, 8, 1, 1]:0</span> + <span style=""color:#F80000;"">W:AB@[11, 8, 3]:0</span> + <span style=""color:#F80000;"">AB@[11, 8, 4]:1</span> + <span style=""color:#F80000;"">RL@[11, 8, 5]:0</span> + <span style=""color:#F80000;"">MB@[11, 8, 6]:7</span> + <span style=""color:#F80000;"">W-AB@[11, 9, 1]:1</span> + <span style=""color:#F80000;"">AB@[11, 10, 1]:3</span> + <span style=""color:#F80000;"">RL@[11, 11, 1]:0</span> + <span style=""color:#F80000;"">MB@[11, 11, 2]:1</span> + <span style=""color:#F80000;"">AB@[11, 11, 3]:0</span> + <span style=""color:#F80000;"">W@[11, 11, 4]:1</span> + <span style=""color:#F80000;"">W:RL@[11, 11, 5]:0</span> + <span style=""color:#F80000;"">W-AB@[11, 12, 1]:1</span> + <span style=""color:#F80000;"">RL@[11, 17, 1]:5</span> + <span style=""color:#F80000;"">MB@[11, 17, 2]:1</span> + <span style=""color:#F80000;"">W@[11, 17, 3]:0</span> + <span style=""color:#F80000;"">GG@[11, 17, 4]:3</span> + <span style=""color:#F80000;"">W@[11, 18, 1]:0</span> + <span style=""color:#F80000;"">W:RL@[11, 18, 2]:1</span> + <span style=""color:#F80000;"">W:RL@[11, 18, 3]:0</span> + <span style=""color:#F80000;"">MB:LC@[11, 18, 3, 1]:2</span> + <span style=""color:#F80000;"">W:AB@[11, 18, 5]:1</span>",5,12
59,1000025,UR006,58,False,False,1001134,5,31,"MB@[6, 1]:0 + AB@[6, 2]:1 + AB:MB@[6, 3]:0 + RB@[6, 4]:0 + MB@[6, 5]:0 + AB@[6, 6]:0 + MB:KB@[6, 7]:0 + RB@[6, 8]:0 + MB@[6, 9]:0 + AB@[6, 10]:0 + AB:MB@[6, 11]:0 + MB@[6, 12]:3 + MB@[6, 13]:1 + AB@[6, 14]:1 + AB:KB@[6, 15]:1 + MB@[6, 16]:0 + KB@[6, 17]:15 + GG@[6, 18]:0 + AB:GG@[6, 19]:3 + KB@[6, 20]:4 + AB:KB@[6, 21]:0 + <span style=""color:#F80000;"">MB@[6, 12, 1]:1</span> + <span style=""color:#F80000;"">MB@[6, 13, 1]:3</span> + <span style=""color:#F80000;"">MB@[6, 13, 2]:2</span> + <span style=""color:#F80000;"">AB@[6, 14, 1]:1</span> + <span style=""color:#F80000;"">AB@[6, 14, 2]:2</span> + <span style=""color:#F80000;"">MB@[6, 16, 1]:12</span> + <span style=""color:#F80000;"">MB@[6, 16, 1, 1]:2</span> + <span style=""color:#F80000;"">KB@[6, 17, 1]:3</span> + <span style=""color:#F80000;"">MB@[6, 19, 1]:2</span> + <span style=""color:#F80000;"">KB@[6, 20, 1]:1</span>",1001146,12,21,"MB@[13, 1]:0 + AB@[13, 2]:1 + MB:RB@[13, 3]:0 + RB@[13, 4]:1 + MB@[13, 5]:2 + AB@[13, 6]:2 + AB:RB@[13, 7]:2 + RB@[13, 8]:7 + MB@[13, 9]:0 + AB@[13, 10]:1 + AB:RB@[13, 11]:1 + RB@[13, 12]:10 + MB@[13, 13]:3 + AB@[13, 14]:7 + AB:RB@[13, 15]:3 + RB@[13, 16]:2 + KB@[13, 17]:2 + GG@[13, 18]:0 + AB:GG@[13, 19]:0 + KB@[13, 20]:0 + AB:KB@[13, 21]:14",7,10
60,1000025,UR006,52,False,False,1001144,10,27,"MB@[11, 1]:0 + AB@[11, 2]:0 + MB:KB@[11, 3]:0 + MB@[11, 4]:1 + MB@[11, 5]:0 + AB@[11, 6]:1 + AB:MB@[11, 7]:0 + MB@[11, 8]:1 + MB@[11, 9]:0 + AB@[11, 10]:6 + AB:MB@[11, 11]:0 + MB@[11, 12]:2 + MB@[11, 13]:0 + MB@[11, 14]:1 + MB:KB@[11, 15]:0 + MB@[11, 16]:3 + MB@[11, 17]:9 + GG@[11, 18]:0 + AB:GG@[11, 19]:5 + KB@[11, 20]:9 + AB:KB@[11, 21]:2 + <span style=""color:#F80000;"">AB@[11, 10, 1]:1</span> + <span style=""color:#F80000;"">MB@[11, 12, 1]:1</span> + <span style=""color:#F80000;"">MB@[11, 16, 1]:4</span> + <span style=""color:#F80000;"">KB@[11, 17, 1]:2</span> + <span style=""color:#F80000;"">MB@[11, 19, 1]:2</span> + <span style=""color:#F80000;"">GG@[11, 20, 1]:2</span>",1001164,30,24,"VR@[31, 1]:0 + MB@[31, 2]:0 + MB@[31, 3]:2 + MB@[31, 4]:0 + MB@[31, 5]:1 + VR@[31, 6]:0 + MB@[31, 7]:0 + MB@[31, 8]:0 + MB@[31, 9]:0 + MB@[31, 10]:3 + MB@[31, 11]:0 + MB@[31, 12]:2 + MB@[31, 13]:0 + MB@[31, 14]:3 + MB@[31, 15]:0 + MB@[31, 16]:2 + MB@[31, 17]:1 + KB@[31, 18]:0 + KB@[31, 19]:16 + AB:MB@[31, 20]:4 + MB@[31, 21]:2 + AB:GG@[31, 22]:1 + <span style=""color:#F80000;"">MB@[31, 15, 1]:1</span> + <span style=""color:#F80000;"">MB@[31, 18, 1]:14</span>",20,3
61,1000025,UR006,71,False,False,1001158,24,24,"MB@[25, 1]:0 + MB@[25, 2]:2 + MB@[25, 3]:0 + MB@[25, 4]:2 + VR@[25, 5]:0 + MB@[25, 6]:1 + MB@[25, 7]:0 + MB@[25, 8]:1 + MB@[25, 9]:3 + MB@[25, 10]:0 + MB@[25, 11]:3 + MB@[25, 12]:1 + MB@[25, 13]:13 + MB@[25, 14]:0 + MB@[25, 15]:3 + MB@[25, 16]:0 + MB@[25, 17]:0 + MB@[25, 18]:10 + MB@[25, 19]:9 + KB@[25, 20]:10 + AB:GG@[25, 21]:5 + <span style=""color:#F80000;"">MB@[25, 14, 1]:1</span> + <span style=""color:#F80000;"">MB@[25, 15, 1]:4</span> + <span style=""color:#F80000;"">MB@[25, 17, 1]:3</span>",1001160,26,22,"VR@[27, 1]:0 + MB@[27, 2]:0 + AB@[27, 3]:2 + MB@[27, 4]:0 + MB@[27, 5]:1 + VR@[27, 6]:2 + MB@[27, 7]:0 + AB@[27, 8]:2 + MB@[27, 9]:0 + MB@[27, 10]:1 + MB@[27, 11]:2 + AB@[27, 12]:10 + MB@[27, 13]:1 + MB@[27, 14]:7 + MB@[27, 15]:1 + AB@[27, 16]:1 + MB@[27, 17]:0 + MB@[27, 18]:6 + KB@[27, 19]:10 + MB@[27, 20]:5 + MB@[27, 21]:15 + AB:GG@[27, 22]:5",2,2
62,1000025,UR006,26,False,False,1001172,38,22,"VR@[39, 1]:0 + MB@[39, 2]:0 + MB@[39, 3]:1 + MB@[39, 4]:0 + MB@[39, 5]:1 + VR@[39, 6]:0 + MB@[39, 7]:0 + MB@[39, 8]:1 + MB@[39, 9]:1 + MB@[39, 10]:2 + MB@[39, 11]:0 + MB@[39, 12]:2 + MB@[39, 13]:0 + MB@[39, 14]:3 + MB@[39, 15]:2 + MB@[39, 16]:2 + MB@[39, 17]:2 + MB@[39, 18]:5 + MB:KB@[39, 19]:4 + MB@[39, 20]:0 + KB@[39, 21]:0 + AB:GG@[39, 22]:0",1001174,40,25,"VR@[41, 1]:0 + MB@[41, 2]:0 + MB@[41, 3]:0 + MB@[41, 4]:1 + MB@[41, 5]:0 + VR@[41, 6]:0 + MB@[41, 7]:0 + MB@[41, 8]:1 + MB@[41, 9]:0 + MB@[41, 10]:1 + MB@[41, 11]:0 + MB@[41, 12]:1 + MB@[41, 13]:0 + MB@[41, 14]:2 + MB@[41, 15]:1 + MB@[41, 16]:0 + MB@[41, 17]:0 + KB@[41, 18]:2 + KB@[41, 19]:5 + MB@[41, 20]:2 + KB@[41, 21]:5 + AB:GG@[41, 22]:0 + <span style=""color:#F80000;"">MB@[41, 15, 1]:2</span> + <span style=""color:#F80000;"">MB@[41, 16, 1]:1</span> + <span style=""color:#F80000;"">MB@[41, 18, 1]:2</span>",2,3
63,1000004,UR010,126,False,False,1000047,7,5,"W@[8, 1]:15 + W@[8, 2]:21 + W@[8, 3]:60 + AB@[8, 4]:10 + W@[8, 5]:20",1000051,11,11,"AB@[12, 1]:71 + W@[12, 2]:8 + MB@[12, 3]:0 + MB@[12, 4]:24 + AB:MB@[12, 5]:2 + W@[12, 6]:0 + W:AB@[12, 7]:5 + AB:MB@[12, 8]:7 + RL:GG@[12, 9]:3 + <span style=""color:#F80000;"">W@[12, 4, 1]:4</span> + <span style=""color:#F80000;"">W:MB@[12, 9, 1]:2</span>",4,6
64,1000004,UR010,115,False,False,1000048,8,7,"AB@[9, 1]:16 + W-RL@[9, 2]:19 + AB@[9, 3]:25 + AB@[9, 4]:11 + AB@[9, 5]:16 + AB@[9, 6]:11 + AB@[9, 7]:17",1000050,10,9,"W:KB@[11, 1]:14 + W@[11, 2]:16 + GG@[11, 3]:24 + AB@[11, 4]:17 + AB@[11, 5]:15 + W@[11, 6]:11 + MB@[11, 7]:16 + W@[11, 8]:0 + W@[11, 9]:2",2,2
65,1000004,UR010,112,False,False,1000055,15,1,"W@[16, 1]:112",1000056,16,7,"KB@[17, 1]:2 + W@[17, 2]:40 + W@[17, 3]:48 + W@[17, 4]:6 + W@[17, 5]:6 + W@[17, 6]:5 + AB:GG@[17, 7]:5",1,6
66,1000004,UR010,106,False,False,1000058,18,1,"W@[19, 1]:106",1000062,22,9,"W@[23, 1]:6 + KB@[23, 2]:22 + W@[23, 3]:28 + W@[23, 4]:34 + W@[23, 5]:0 + AB:GG@[23, 6]:3 + KB@[23, 7]:3 + AB:KB@[23, 8]:8 + AB@[23, 9]:2",4,8
67,1000004,UR010,92,False,False,1000063,23,6,"W@[24, 1]:7 + W@[24, 2]:12 + AB@[24, 3]:20 + AB@[24, 4]:12 + W@[24, 5]:16 + KB@[24, 6]:25",1000067,27,1,"GG@[28, 1]:92",4,5
68,1000045,UR022,144,False,False,1001937,15,10,"W@[16, 1]:54 + W@[16, 2]:15 + W@[16, 3]:4 + W@[16, 4]:6 + W@[16, 5]:0 + W@[16, 6]:0 + W@[16, 7]:2 + W@[16, 8]:10 + W@[16, 9]:30 + W@[16, 10]:23",1001931,21,9,"W@[22, 1]:61 + W@[22, 2]:40 + W@[22, 3]:0 + W@[22, 4]:0 + W@[22, 5]:10 + AB@[22, 6]:7 + W@[22, 7]:0 + W@[22, 8]:26 + W@[22, 9]:0",6,1
69,1000304,UR028,102,False,False,1008430,0,1,"AB@[1, 1]:102",1008431,1,6,"AB@[2, 1]:29 + AB@[2, 2]:13 + AB@[2, 3]:12 + <span style=""color:#F80000;"">MB@[2, 1, 1]:14</span> + <span style=""color:#F80000;"">MB@[2, 2, 1]:10</span> + <span style=""color:#F80000;"">MB@[2, 3, 1]:24</span>",1,5
70,1000380,UR034,36,False,False,1013700,3,4,"W@[4, 1]:14 + <span style=""color:#F80000;"">AB@[4, 1, 1]:3</span> + <span style=""color:#F80000;"">W@[4, 1, 2]:15</span> + <span style=""color:#F80000;"">AB@[4, 1, 2, 1]:4</span>",1013708,11,3,"W:MB@[12, 1]:10 + LA@[12, 2]:6 + W@[12, 3]:20",8,1
71,1000380,UR034,38,False,False,1013718,21,6,"W@[22, 1]:5 + <span style=""color:#F80000;"">W@[22, 1, 1]:4</span> + <span style=""color:#F80000;"">AB@[22, 1, 1, 1]:5</span> + <span style=""color:#F80000;"">AB@[22, 1, 1, 2]:20</span> + <span style=""color:#F80000;"">RL@[22, 1, 4]:3</span> + <span style=""color:#F80000;"">W@[22, 1, 5]:1</span>",1013722,25,7,"W@[26, 1]:5 + <span style=""color:#F80000;"">W@[26, 1, 1]:4</span> + <span style=""color:#F80000;"">W@[26, 1, 1, 1]:4</span> + <span style=""color:#F80000;"">W:AB@[26, 1, 1, 2]:20</span> + <span style=""color:#F80000;"">RL@[26, 1, 4]:3</span> + <span style=""color:#F80000;"">W:AB@[26, 1, 5]:1</span> + <span style=""color:#F80000;"">W@[26, 1, 6]:1</span>",4,1
72,1000331,UR037,24,False,False,1012402,13,12,"AB@[14, 1]:2 + W@[14, 2]:2 + W@[14, 3]:2 + AB@[14, 4]:4 + AB@[14, 5]:2 + AB@[14, 6]:2 + W@[14, 7]:0 + MB@[14, 8]:2 + AB@[14, 9]:2 + AB@[14, 10]:2 + AB@[14, 11]:2 + BG@[14, 12]:2",1012404,15,9,"W@[16, 1]:4 + W@[16, 2]:2 + AB@[16, 3]:4 + AB@[16, 4]:4 + MB@[16, 5]:2 + AB@[16, 6]:2 + AB@[16, 7]:2 + AB@[16, 8]:2 + BG@[16, 9]:2",2,3
73,1000332,UR045,23,False,False,1012438,20,7,"AB@[21, 1]:2 + AB@[21, 2]:2 + AB@[21, 3]:14 + AB@[21, 4]:1 + <span style=""color:#F80000;"">AB@[21, 1, 1]:1</span> + <span style=""color:#F80000;"">W:AB@[21, 1, 2]:3</span> + <span style=""color:#F80000;"">AB@[21, 1, 3]:0</span>",1012439,21,5,"MB@[22, 1]:7 + MB@[22, 2]:2 + MB@[22, 3]:12 + MB@[22, 4]:1 + <span style=""color:#F80000;"">AB@[22, 1, 1]:1</span>",1,2
74,1000240,UR047,100,False,False,1006434,3,10,"W@[4, 1]:10 + PK@[4, 2]:10 + PK@[4, 3]:10 + PK@[4, 4]:10 + MB@[4, 5]:10 + MB@[4, 6]:10 + W@[4, 7]:10 + MB@[4, 8]:10 + W@[4, 9]:10 + W@[4, 10]:10",1006436,5,10,"W@[6, 1]:10 + W@[6, 2]:10 + W@[6, 3]:10 + W@[6, 4]:10 + W@[6, 5]:10 + W@[6, 6]:10 + W@[6, 7]:10 + W@[6, 8]:10 + W@[6, 9]:10 + W@[6, 10]:10",2,0
75,1000240,UR047,100,True,False,1006437,6,1,"W@[7, 1]:100",1006438,7,10,"W@[8, 1]:10 + W@[8, 2]:10 + W@[8, 3]:10 + W@[8, 4]:10 + W@[8, 5]:10 + W@[8, 6]:10 + W:AB@[8, 7]:10 + W:AB@[8, 8]:10 + W:AB@[8, 9]:10 + W:AB@[8, 10]:10",1,9
76,1000238,UR049,45,False,False,1006325,0,7,"YB@[1, 1]:15 + YB@[1, 2]:10 + YB@[1, 3]:0 + YB@[1, 4]:20 + YB@[1, 5]:0 + YB@[1, 6]:0 + YB@[1, 7]:0",1006344,19,3,"HB@[20, 1]:12 + HB@[20, 2]:13 + HB@[20, 3]:20",19,4
77,1000238,UR049,25,False,False,1006330,5,5,"MB@[6, 1]:10 + MB@[6, 2]:0 + MB@[6, 3]:5 + MB@[6, 4]:0 + MB@[6, 5]:10",1006353,28,1,"MB-KB@[29, 1]:25",23,4
78,1000336,UR086,213,False,False,1012702,0,7,"KB@[1, 1]:0 + AB@[1, 2]:8 + AB@[1, 3]:38 + B@[1, 4]:22 + KB@[1, 5]:0 + W@[1, 6]:80 + AB@[1, 7]:65",1012718,16,8,"W-AB@[17, 1]:2 + AB:MB@[17, 2]:10 + W:MB@[17, 3]:26 + W@[17, 4]:17 + W@[17, 5]:53 + W:AB@[17, 6]:45 + B@[17, 7]:30 + W@[17, 8]:30",16,1
79,1000336,UR086,58,False,False,1012711,9,4,"W:AB@[10, 1]:3 + B@[10, 2]:0 + W@[10, 3]:29 + AB@[10, 4]:26",1012713,11,3,"W:AB@[12, 1]:6 + W@[12, 2]:46 + AB@[12, 3]:6",2,1
80,1000273,UR087,21,True,False,1006822,3,1,"AB@[4, 1]:21",1006829,10,8,"YB@[11, 1]:1 + YB@[11, 2]:1 + YB@[11, 3]:2 + YB@[11, 4]:11 + YB@[11, 5]:1 + YB@[11, 6]:2 + <span style=""color:#F80000;"">LG@[11, 2, 1]:2</span> + <span style=""color:#F80000;"">AB:MB@[11, 3, 1]:1</span>",7,7
81,1000273,UR087,22,True,False,1006831,12,9,"AB@[13, 1]:1 + AB@[13, 2]:1 + AB@[13, 3]:1 + AB@[13, 4]:11 + AB@[13, 5]:2 + AB@[13, 6]:1 + <span style=""color:#F80000;"">LG@[13, 2, 1]:3</span> + <span style=""color:#F80000;"">AB:MB@[13, 3, 1]:1</span> + <span style=""color:#F80000;"">AB:KB@[13, 4, 1]:1</span>",1006832,13,1,"YB@[14, 1]:22",1,8
82,1000273,UR087,27,False,False,1006835,16,8,"AB@[17, 1]:1 + AB@[17, 2]:1 + AB@[17, 3]:1 + AB@[17, 4]:13 + AB@[17, 5]:1 + AB@[17, 6]:7 + <span style=""color:#F80000;"">AB:MB@[17, 3, 1]:1</span> + <span style=""color:#F80000;"">W:KB@[17, 4, 1]:2</span>",1006849,30,7,"AB@[31, 1]:1 + AB@[31, 2]:0 + AB@[31, 3]:1 + AB@[31, 4]:20 + AB@[31, 5]:2 + AB@[31, 6]:2 + <span style=""color:#F80000;"">W:KB@[31, 2, 1]:1</span>",14,1
83,1000273,UR087,22,False,False,1006837,18,9,"RB@[19, 1]:1 + RB@[19, 2]:3 + RB@[19, 3]:1 + RB@[19, 4]:11 + RB@[19, 5]:1 + RB@[19, 6]:1 + <span style=""color:#F80000;"">W:AB@[19, 3, 1]:2</span> + <span style=""color:#F80000;"">W:KB@[19, 4, 1]:1</span> + <span style=""color:#F80000;"">LG:AB@[19, 5, 1]:1</span>",1006848,29,9,"YB@[30, 1]:1 + YB@[30, 2]:0 + YB@[30, 3]:0 + YB@[30, 4]:5 + YB@[30, 5]:2 + YB@[30, 6]:2 + <span style=""color:#F80000;"">W:KB@[30, 2, 1]:1</span> + <span style=""color:#F80000;"">W:AB@[30, 3, 1]:4</span> + <span style=""color:#F80000;"">W:KB@[30, 4, 1]:7</span>",11,0
84,1000273,UR087,21,False,False,1006846,27,7,"YB@[28, 1]:1 + YB@[28, 2]:2 + YB@[28, 3]:1 + YB@[28, 4]:12 + YB@[28, 5]:1 + YB@[28, 6]:1 + <span style=""color:#F80000;"">W:AB@[28, 3, 1]:3</span>",1006862,43,7,"AB@[44, 1]:1 + AB@[44, 2]:3 + AB@[44, 3]:0 + AB@[44, 4]:12 + AB@[44, 5]:1 + AB@[44, 6]:1 + <span style=""color:#F80000;"">W:AB@[44, 3, 1]:3</span>",16,0
85,1000273,UR087,22,False,False,1006858,39,7,"YB@[40, 1]:1 + YB@[40, 2]:3 + YB@[40, 3]:1 + YB@[40, 4]:11 + YB@[40, 5]:1 + YB@[40, 6]:1 + <span style=""color:#F80000;"">W:BY@[40, 3, 1]:4</span>",1006863,44,7,"YB@[45, 1]:1 + YB@[45, 2]:3 + YB@[45, 3]:1 + YB@[45, 4]:12 + YB@[45, 5]:1 + YB@[45, 6]:3 + <span style=""color:#F80000;"">W:KB@[45, 2, 1]:1</span>",5,0
86,1000275,UR089,114,False,False,1006958,0,10,"AB:G0@[1, 1]:4 + AB:G0@[1, 2]:22 + AB:G0@[1, 3]:6 + AB:G0@[1, 4]:60 + AB:G0@[1, 5]:0 + AB:G0@[1, 6]:4 + <span style=""color:#F80000;"">AB@[1, 2, 1]:3</span> + <span style=""color:#F80000;"">W@[1, 3, 1]:0</span> + <span style=""color:#F80000;"">W:AB@[1, 3, 2]:14</span> + <span style=""color:#F80000;"">W:KB@[1, 4, 1]:1</span>",1006961,3,9,"MB@[4, 1]:4 + MB@[4, 2]:22 + MB@[4, 3]:3 + MB@[4, 4]:59 + MB@[4, 5]:5 + MB@[4, 6]:4 + <span style=""color:#F80000;"">W@[4, 3, 1]:0</span> + <span style=""color:#F80000;"">W:AB@[4, 3, 2]:14</span> + <span style=""color:#F80000;"">MB:KB@[4, 4, 1]:3</span>",3,1
