,khipu_id,name,cord_id,cord_name,cord_position,cord_position_index,cord_value,cord_color,num_summands,sum_string,handedness
0,1000180,AS012,3016706,p30,"[2, 8]",8,30,W,5,"[1, 11]:11 +[2, 0]:2 +[2, 1]:1 +[2, 2]:15 +[2, 3]:1 ",-7
1,1000180,AS012,3016697,p21,"[1, 11]",11,11,W,5,"[2, 12]:2 +[2, 13]:1 +[2, 14]:6 +[2, 16]:1 +[2, 17]:1 ",15
2,1000180,AS012,3016700,p24,"[2, 2]",2,15,W,4,"[2, 4]:3 +[2, 5]:5 +[2, 6]:1 +[2, 7]:6 ",3
3,1000184,AS013,3017029,p29,"[3, 6]",6,16,W,3,"[1, 3]:5 +[1, 4]:6 +[1, 5]:5 ",-18
4,1000184,AS013,3017052,p52,"[7, 0]",0,13,W,3,"[1, 2]:2 +[1, 3]:5 +[1, 4]:6 ",-42
5,1000184,AS013,3017055,p55,"[7, 3]",3,13,W,3,"[1, 2]:2 +[1, 3]:5 +[1, 4]:6 ",-45
6,1000184,AS013,3017056,p56,"[7, 4]",4,61,W,13,"[1, 2]:2 +[1, 3]:5 +[1, 4]:6 +[1, 5]:5 +[1, 6]:6 +[1, 7]:4 +[3, 0]:4 +[3, 1]:2 +[3, 2]:4 +[3, 3]:3 +[3, 4]:3 +[3, 5]:1 +[3, 6]:16 ",-37
7,1000192,AS021,3017315,p46,"[6, 0]",0,30,W,3,"[5, 1]:11 +[5, 4]:8 +[5, 5]:11 ",-6
8,1000192,AS021,3017279,p10,"[1, 0]",0,32,W,3,"[1, 1]:11 +[1, 2]:13 +[1, 4]:8 ",2
9,1000197,AS026A,3017410,p50,"[5, 0]",0,12,W,5,"[2, 4]:2 +[2, 8]:1 +[2, 9]:1 +[2, 10]:4 +[2, 12]:4 ",-26
10,1000197,AS026A,3017362,p2,"[0, 1]",1,29,W,7,"[1, 4]:2 +[1, 5]:6 +[1, 7]:5 +[1, 11]:2 +[2, 0]:10 +[2, 3]:2 +[2, 4]:2 ",11
11,1000198,AS026B,3017438,p1,"[0, 0]",0,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",60
12,1000198,AS026B,3017439,p2,"[0, 1]",1,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",59
13,1000198,AS026B,3017440,p3,"[0, 2]",2,12,W,3,"[8, 3]:4 +[8, 4]:4 +[8, 5]:4 ",58
14,1000198,AS026B,3017441,p4,"[0, 3]",3,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",57
15,1000198,AS026B,3017442,p5,"[0, 4]",4,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",56
16,1000198,AS026B,3017443,p6,"[0, 5]",5,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",55
17,1000198,AS026B,3017444,p7,"[0, 6]",6,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",54
18,1000198,AS026B,3017445,p8,"[0, 7]",7,24,W,7,"[8, 1]:4 +[8, 2]:2 +[8, 3]:4 +[8, 4]:4 +[8, 5]:4 +[8, 6]:4 +[8, 7]:2 ",53
19,1000198,AS026B,3017446,p9,"[0, 8]",8,12,W,3,"[8, 3]:4 +[8, 4]:4 +[8, 5]:4 ",52
20,1000198,AS026B,3017447,p10,"[0, 9]",9,12,W,3,"[8, 3]:4 +[8, 4]:4 +[8, 5]:4 ",51
21,1000198,AS026B,3017448,p11,"[1, 0]",0,31,W,4,"[2, 0]:9 +[2, 1]:9 +[2, 2]:4 +[2, 3]:9 ",2
22,1000198,AS026B,3017459,p22,"[3, 0]",0,112,B,19,"[4, 9]:4 +[5, 0]:5 +[5, 1]:2 +[5, 2]:6 +[5, 4]:4 +[7, 0]:8 +[7, 1]:8 +[7, 2]:4 +[7, 3]:9 +[7, 4]:8 +[7, 5]:8 +[7, 6]:6 +[7, 7]:2 +[7, 8]:2 +[9, 0]:8 +[9, 1]:8 +[9, 2]:4 +[9, 3]:8 +[9, 4]:8 ",31
23,1000198,AS026B,3017460,p23,"[3, 1]",1,110,B,20,"[7, 3]:9 +[7, 4]:8 +[7, 5]:8 +[7, 6]:6 +[7, 7]:2 +[7, 8]:2 +[9, 0]:8 +[9, 1]:8 +[9, 2]:4 +[9, 3]:8 +[9, 4]:8 +[9, 5]:8 +[9, 6]:8 +[9, 7]:8 +[9, 8]:4 +[9, 9]:4 +[11, 0]:2 +[11, 1]:2 +[11, 2]:1 +[11, 3]:2 ",46
24,1000198,AS026B,3017461,p24,"[3, 2]",2,12,B,3,"[5, 1]:2 +[5, 2]:6 +[5, 4]:4 ",18
25,1000198,AS026B,3017463,p26,"[3, 4]",4,104,B,17,"[4, 0]:8 +[4, 1]:8 +[4, 2]:4 +[4, 3]:8 +[4, 8]:4 +[4, 9]:4 +[5, 0]:5 +[5, 1]:2 +[5, 2]:6 +[5, 4]:4 +[7, 0]:8 +[7, 1]:8 +[7, 2]:4 +[7, 3]:9 +[7, 4]:8 +[7, 5]:8 +[7, 6]:6 ",17
26,1000200,AS028,3017740,p15,"[2, 5]",5,40,W,4,"[0, 2]:2 +[1, 1]:3 +[1, 4]:1 +[2, 0]:34 ",-8
27,1000200,AS028,3017741,p16,"[2, 6]",6,40,W,4,"[0, 2]:2 +[1, 1]:3 +[1, 4]:1 +[2, 0]:34 ",-9
28,1000200,AS028,3017743,p18,"[2, 8]",8,60,W,5,"[1, 1]:3 +[1, 4]:1 +[2, 0]:34 +[2, 1]:12 +[2, 4]:10 ",-8
29,1000201,AS029,3017844,p63,"[8, 2]",2,600,W,3,"[9, 0]:280 +[9, 7]:110 +[11, 2]:210 ",7
30,1000235,AS036,3018966,p54,"[5, 1]",1,34,W,3,"[2, 9]:20 +[4, 1]:10 +[4, 2]:4 ",-18
31,1000235,AS036,3018919,p7,"[1, 4]",4,80,BB,4,"[2, 6]:20 +[2, 8]:20 +[3, 2]:20 +[3, 6]:20 ",21
32,1000235,AS036,3018920,p8,"[1, 5]",5,88,W,4,"[4, 5]:20 +[5, 0]:26 +[5, 1]:34 +[5, 4]:8 ",44
33,1000236,AS037,3019041,p47,"[4, 1]",1,50,W,3,"[3, 0]:14 +[3, 2]:30 +[3, 10]:6 ",-9
34,1000236,AS037,3019003,p9,"[0, 8]",8,60,W,4,"[2, 1]:10 +[3, 0]:14 +[3, 2]:30 +[3, 10]:6 ",26
35,1000236,AS037,3019009,p15,"[1, 2]",2,50,W,3,"[3, 0]:14 +[3, 2]:30 +[3, 10]:6 ",23
36,1000213,AS039,3018247,p33,"[10, 0]",0,11,B,4,"[1, 2]:1 +[2, 0]:6 +[3, 2]:3 +[4, 2]:1 ",-24
37,1000209,AS041,3018064,p2,"[0, 1]",1,18,MB,3,"[1, 2]:7 +[3, 2]:8 +[4, 2]:3 ",10
38,1000345,AS044,3031324,p14,"[3, 0]",0,40,W:LB,6,"[2, 0]:1 +[2, 1]:8 +[2, 2]:7 +[2, 3]:17 +[2, 4]:4 +[2, 5]:3 ",-3
39,1000345,AS044,3031345,p35,"[9, 0]",0,33,W-B,6,"[8, 0]:1 +[8, 1]:14 +[8, 2]:3 +[8, 3]:12 +[8, 4]:1 +[8, 5]:2 ",-4
40,1000345,AS044,3031347,p37,"[10, 1]",1,65,W:LB,5,"[2, 3]:17 +[2, 4]:4 +[2, 5]:3 +[3, 0]:40 +[6, 0]:1 ",-23
41,1000345,AS044,3031371,p61,"[16, 3]",3,16,W:LB,3,"[2, 0]:1 +[2, 1]:8 +[2, 2]:7 ",-52
42,1000345,AS044,3031374,p64,"[17, 0]",0,48,W:LB,4,"[2, 4]:4 +[2, 5]:3 +[3, 0]:40 +[6, 0]:1 ",-49
43,1000345,AS044,3031381,p71,"[19, 0]",0,49,W,6,"[18, 0]:1 +[18, 1]:11 +[18, 2]:2 +[18, 3]:25 +[18, 4]:5 +[18, 5]:5 ",-4
44,1000345,AS044,3031388,p78,"[21, 0]",0,40,W:B,6,"[20, 0]:1 +[20, 1]:14 +[20, 2]:7 +[20, 3]:14 +[20, 4]:2 +[20, 5]:2 ",-3
45,1000345,AS044,3031402,p92,"[25, 0]",0,76,BL:LB,6,"[24, 0]:2 +[24, 1]:22 +[24, 2]:7 +[24, 3]:29 +[24, 4]:8 +[24, 5]:8 ",-3
46,1000345,AS044,3031312,p2,"[0, 1]",1,83,W:LB,5,"[16, 3]:16 +[16, 4]:7 +[16, 5]:4 +[17, 0]:48 +[22, 3]:8 ",64
47,1000345,AS044,3031313,p3,"[0, 2]",2,43,W:LB,5,"[16, 1]:10 +[16, 2]:6 +[16, 3]:16 +[16, 4]:7 +[16, 5]:4 ",58
48,1000345,AS044,3031317,p7,"[1, 0]",0,30,W:LB,4,"[6, 1]:11 +[6, 2]:2 +[6, 3]:11 +[6, 5]:6 ",18
49,1000345,AS044,3031321,p11,"[2, 3]",3,17,W:LB,3,"[12, 3]:3 +[14, 1]:4 +[14, 2]:10 ",39
50,1000345,AS044,3031328,p18,"[4, 3]",3,20,W,5,"[4, 4]:4 +[4, 5]:2 +[18, 0]:1 +[18, 1]:11 +[18, 2]:2 ",29
51,1000345,AS044,3031338,p28,"[7, 0]",0,34,W:LB,3,"[12, 2]:27 +[12, 3]:3 +[14, 1]:4 ",20
52,1000345,AS044,3031348,p38,"[10, 2]",2,34,W:LB,3,"[12, 2]:27 +[12, 3]:3 +[14, 1]:4 ",10
53,1000345,AS044,3031349,p39,"[10, 3]",3,100,W:LB,8,"[16, 1]:10 +[16, 2]:6 +[16, 3]:16 +[16, 4]:7 +[16, 5]:4 +[17, 0]:48 +[22, 3]:8 +[22, 4]:1 ",28
54,1000345,AS044,3031355,p45,"[12, 2]",2,27,W:LB,3,"[16, 3]:16 +[16, 4]:7 +[16, 5]:4 ",17
55,1000212,AS045,3018178,p17,"[6, 0]",0,20,B,3,"[4, 1]:10 +[4, 4]:5 +[4, 5]:5 ",-6
56,1000229,AS048,3018574,p22,"[4, 1]",1,13,W,4,"[1, 2]:2 +[1, 3]:4 +[2, 1]:6 +[2, 2]:1 ",-9
57,1000229,AS048,3018582,p30,"[6, 1]",1,15,W,3,"[4, 2]:4 +[4, 3]:4 +[5, 1]:7 ",-6
58,1000229,AS048,3018586,p34,"[7, 1]",1,13,W,4,"[1, 2]:2 +[1, 3]:4 +[2, 1]:6 +[2, 2]:1 ",-21
59,1000229,AS048,3018560,p8,"[0, 7]",7,11,W,3,"[1, 3]:4 +[2, 1]:6 +[2, 2]:1 ",6
60,1000229,AS048,3018562,p10,"[1, 1]",1,17,W,3,"[5, 2]:1 +[5, 3]:1 +[6, 1]:15 ",18
61,1000229,AS048,3018570,p18,"[3, 1]",1,16,W,3,"[6, 3]:1 +[7, 1]:13 +[8, 1]:2 ",17
62,1000229,AS048,3018574,p22,"[4, 1]",1,13,W,4,"[4, 3]:4 +[5, 1]:7 +[5, 2]:1 +[5, 3]:1 ",4
63,1000229,AS048,3018582,p30,"[6, 1]",1,15,W,3,"[6, 2]:1 +[6, 3]:1 +[7, 1]:13 ",2
64,1000229,AS048,3018586,p34,"[7, 1]",1,13,W,4,"[8, 1]:2 +[9, 1]:6 +[9, 2]:4 +[9, 3]:1 ",8
65,1000361,AS050,3032429,p297,"[16, 1]",1,190,W-B,3,"[12, 1]:10 +[13, 1]:100 +[14, 1]:80 ",-55
66,1000361,AS050,3032142,p10,"[0, 9]",9,97,B,6,"[2, 5]:1 +[2, 6]:10 +[2, 10]:40 +[2, 18]:10 +[4, 5]:12 +[4, 15]:24 ",53
67,1000361,AS050,3032145,p13,"[0, 12]",12,62,BD,7,"[2, 13]:30 +[4, 12]:1 +[5, 13]:2 +[7, 13]:5 +[8, 13]:12 +[9, 13]:2 +[10, 13]:10 ",122
68,1000361,AS050,3032150,p18,"[0, 17]",17,45,B,5,"[11, 4]:1 +[11, 5]:11 +[11, 15]:20 +[13, 15]:10 +[14, 9]:3 ",215
69,1000361,AS050,3032153,p21,"[1, 1]",1,627,W-B,8,"[4, 1]:100 +[5, 1]:100 +[6, 1]:80 +[7, 1]:70 +[8, 1]:141 +[9, 1]:22 +[11, 1]:104 +[12, 1]:10 ",126
70,1000361,AS050,3032162,p30,"[1, 10]",10,56,B,3,"[8, 10]:29 +[8, 16]:13 +[9, 9]:14 ",138
71,1000361,AS050,3032165,p33,"[1, 13]",13,27,BD,3,"[11, 13]:10 +[13, 13]:11 +[14, 13]:6 ",215
72,1000361,AS050,3032169,p37,"[1, 17]",17,92,B,6,"[8, 10]:29 +[8, 16]:13 +[9, 9]:14 +[9, 15]:5 +[10, 15]:30 +[11, 4]:1 ",146
73,1000361,AS050,3032182,p50,"[2, 10]",10,40,B,3,"[14, 9]:3 +[14, 15]:10 +[15, 10]:27 ",226
74,1000179,AS054,3016653,p3,"[1, 0]",0,451,YB,9,"[2, 1]:14 +[2, 2]:22 +[2, 3]:60 +[2, 4]:20 +[2, 5]:20 +[2, 6]:40 +[2, 7]:50 +[2, 8]:200 +[3, 0]:25 ",10
75,1000223,AS063B,3018418,p17,"[2, 0]",0,15,W,4,"[0, 7]:2 +[1, 0]:3 +[1, 1]:3 +[1, 2]:7 ",-8
76,1000223,AS063B,3018421,p20,"[2, 3]",3,70,W,5,"[1, 6]:28 +[1, 7]:1 +[2, 0]:15 +[2, 1]:14 +[2, 2]:12 ",-3
77,1000223,AS063B,3018424,p23,"[2, 6]",6,72,W,4,"[1, 3]:35 +[1, 4]:5 +[1, 5]:4 +[1, 6]:28 ",-10
78,1000223,AS063B,3018405,p4,"[0, 3]",3,72,W,4,"[1, 3]:35 +[1, 4]:5 +[1, 5]:4 +[1, 6]:28 ",9
79,1000223,AS063B,3018408,p7,"[0, 6]",6,54,W,5,"[1, 1]:3 +[1, 2]:7 +[1, 3]:35 +[1, 4]:5 +[1, 5]:4 ",5
80,1000369,AS066,3033423,p37,"[20, 0]",0,300,W,10,"[2, 1]:101 +[6, 0]:24 +[6, 1]:21 +[8, 0]:16 +[8, 1]:15 +[8, 2]:24 +[9, 0]:9 +[9, 1]:72 +[9, 2]:9 +[9, 3]:9 ",-22
81,1000369,AS066,3033428,p42,"[24, 0]",0,13,MB,3,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 ",-13
82,1000369,AS066,3033450,p64,"[31, 0]",0,15,MB,4,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 +[18, 2]:2 ",-34
83,1000369,AS066,3033451,p65,"[31, 1]",1,15,MB,4,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 +[18, 2]:2 ",-35
84,1000369,AS066,3033452,p66,"[31, 2]",2,15,MB,4,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 +[18, 2]:2 ",-36
85,1000369,AS066,3033455,p69,"[33, 0]",0,13,MB,3,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 ",-40
86,1000369,AS066,3033456,p70,"[33, 1]",1,13,MB,3,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 ",-41
87,1000369,AS066,3033458,p72,"[33, 3]",3,13,MB,3,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 ",-43
88,1000369,AS066,3033481,p95,"[41, 0]",0,50,W,4,"[34, 0]:13 +[34, 1]:13 +[34, 2]:13 +[34, 3]:11 ",-20
89,1000369,AS066,3033486,p100,"[43, 0]",0,28,MB,3,"[30, 2]:7 +[30, 3]:6 +[31, 0]:15 ",-37
90,1000369,AS066,3033487,p101,"[43, 1]",1,28,MB,3,"[30, 2]:7 +[30, 3]:6 +[31, 0]:15 ",-38
91,1000369,AS066,3033489,p103,"[43, 3]",3,15,MB,4,"[15, 0]:8 +[18, 0]:3 +[18, 1]:2 +[18, 2]:2 ",-73
92,1000369,AS066,3033491,p105,"[44, 0]",0,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-52
93,1000369,AS066,3033492,p106,"[44, 1]",1,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-53
94,1000369,AS066,3033493,p107,"[44, 2]",2,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-54
95,1000369,AS066,3033490,p104,"[45, 0]",0,200,MB,11,"[42, 0]:7 +[42, 1]:6 +[42, 2]:6 +[42, 3]:6 +[43, 0]:28 +[43, 1]:28 +[43, 2]:29 +[43, 3]:15 +[44, 0]:25 +[44, 1]:25 +[44, 2]:25 ",-3
96,1000369,AS066,3033506,p120,"[48, 2]",2,32,W,4,"[9, 2]:9 +[9, 3]:9 +[11, 0]:6 +[11, 1]:8 ",-99
97,1000369,AS066,3033507,p121,"[48, 3]",3,18,W,3,"[40, 1]:6 +[40, 2]:6 +[40, 3]:6 ",-28
98,1000369,AS066,3033510,p124,"[48, 6]",6,32,W,4,"[9, 2]:9 +[9, 3]:9 +[11, 0]:6 +[11, 1]:8 ",-103
99,1000369,AS066,3033512,p126,"[49, 0]",0,237,MB,5,"[44, 2]:25 +[45, 0]:200 +[46, 1]:4 +[46, 2]:4 +[46, 3]:4 ",-17
100,1000369,AS066,3033516,p130,"[50, 3]",3,12,MB,3,"[46, 1]:4 +[46, 2]:4 +[46, 3]:4 ",-19
101,1000369,AS066,3033530,p144,"[54, 0]",0,40,MB,3,"[42, 2]:6 +[42, 3]:6 +[43, 0]:28 ",-45
102,1000369,AS066,3033531,p145,"[55, 0]",0,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-92
103,1000369,AS066,3033532,p146,"[55, 1]",1,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-93
104,1000369,AS066,3033533,p147,"[55, 2]",2,31,MB,3,"[24, 2]:8 +[24, 3]:17 +[27, 0]:6 ",-100
105,1000369,AS066,3033534,p148,"[55, 3]",3,19,MB,3,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 ",-96
106,1000369,AS066,3033535,p149,"[55, 4]",4,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-96
107,1000369,AS066,3033536,p150,"[55, 5]",5,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-97
108,1000369,AS066,3033537,p151,"[55, 6]",6,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-98
109,1000369,AS066,3033538,p152,"[55, 7]",7,25,MB,4,"[27, 0]:6 +[27, 1]:7 +[27, 2]:6 +[27, 3]:6 ",-99
110,1000369,AS066,3033539,p153,"[56, 0]",0,200,KB,4,"[13, 0]:10 +[14, 0]:30 +[16, 0]:50 +[23, 0]:110 ",-123
111,1000369,AS066,3033557,p171,"[60, 0]",0,32,W,3,"[52, 2]:14 +[52, 3]:12 +[57, 4]:6 ",-29
112,1000369,AS066,3033389,p3,"[2, 0]",0,160,W,8,"[8, 0]:16 +[8, 1]:15 +[8, 2]:24 +[9, 0]:9 +[9, 1]:72 +[9, 2]:9 +[9, 3]:9 +[11, 0]:6 ",15
113,1000369,AS066,3033390,p4,"[2, 1]",1,101,W,7,"[39, 2]:13 +[39, 3]:13 +[40, 0]:7 +[40, 1]:6 +[40, 2]:6 +[40, 3]:6 +[41, 0]:50 ",88
114,1000369,AS066,3033397,p11,"[6, 0]",0,24,W,3,"[9, 2]:9 +[9, 3]:9 +[11, 0]:6 ",9
115,1000369,AS066,3033398,p12,"[6, 1]",1,21,W,4,"[57, 6]:7 +[57, 7]:6 +[59, 0]:4 +[59, 1]:4 ",150
116,1000369,AS066,3033399,p13,"[7, 0]",0,170,KB,3,"[16, 0]:50 +[23, 0]:110 +[35, 0]:10 ",36
117,1000369,AS066,3033400,p14,"[8, 0]",0,16,W,4,"[59, 0]:4 +[59, 1]:4 +[59, 2]:4 +[59, 3]:4 ",151
118,1000369,AS066,3033402,p16,"[8, 2]",2,24,W,3,"[9, 2]:9 +[9, 3]:9 +[11, 0]:6 ",4
119,1000369,AS066,3033404,p18,"[9, 1]",1,72,W,9,"[52, 1]:13 +[52, 2]:14 +[52, 3]:12 +[57, 4]:6 +[57, 5]:6 +[57, 6]:7 +[57, 7]:6 +[59, 0]:4 +[59, 1]:4 ",134
120,1000369,AS066,3033410,p24,"[12, 0]",0,16,W,4,"[59, 0]:4 +[59, 1]:4 +[59, 2]:4 +[59, 3]:4 ",141
121,1000369,AS066,3033419,p33,"[19, 0]",0,40,MB,3,"[42, 2]:6 +[42, 3]:6 +[43, 0]:28 ",66
122,1000369,AS066,3033420,p34,"[19, 1]",1,40,MB,3,"[42, 2]:6 +[42, 3]:6 +[43, 0]:28 ",65
123,1000369,AS066,3033421,p35,"[19, 2]",2,40,MB,3,"[42, 2]:6 +[42, 3]:6 +[43, 0]:28 ",64
124,1000369,AS066,3033422,p36,"[19, 3]",3,30,MB,3,"[24, 3]:17 +[27, 0]:6 +[27, 1]:7 ",13
125,1000369,AS066,3033423,p37,"[20, 0]",0,300,W,10,"[41, 0]:50 +[48, 0]:31 +[48, 1]:31 +[48, 2]:32 +[48, 3]:18 +[48, 4]:31 +[48, 5]:31 +[48, 6]:32 +[48, 7]:31 +[52, 1]:13 ",83
126,1000369,AS066,3033424,p38,"[21, 0]",0,40,MB,3,"[42, 2]:6 +[42, 3]:6 +[43, 0]:28 ",61
127,1000369,AS066,3033425,p39,"[21, 1]",1,40,MB,3,"[42, 2]:6 +[42, 3]:6 +[43, 0]:28 ",60
128,1000369,AS066,3033436,p50,"[26, 0]",0,50,W,4,"[34, 0]:13 +[34, 1]:13 +[34, 2]:13 +[34, 3]:11 ",25
129,1000369,AS066,3033450,p64,"[31, 0]",0,15,MB,3,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 ",73
130,1000369,AS066,3033451,p65,"[31, 1]",1,15,MB,3,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 ",72
131,1000369,AS066,3033452,p66,"[31, 2]",2,15,MB,3,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 ",71
132,1000369,AS066,3033454,p68,"[32, 0]",0,102,W,5,"[48, 6]:32 +[48, 7]:31 +[52, 1]:13 +[52, 2]:14 +[52, 3]:12 ",62
133,1000369,AS066,3033457,p71,"[33, 2]",2,12,MB,3,"[46, 1]:4 +[46, 2]:4 +[46, 3]:4 ",40
134,1000369,AS066,3033465,p79,"[36, 1]",1,12,W,3,"[59, 0]:4 +[59, 1]:4 +[59, 2]:4 ",85
135,1000369,AS066,3033467,p81,"[36, 3]",3,12,W,3,"[59, 0]:4 +[59, 1]:4 +[59, 2]:4 ",83
136,1000369,AS066,3033472,p86,"[38, 0]",0,14,W,3,"[57, 7]:6 +[59, 0]:4 +[59, 1]:4 ",77
137,1000369,AS066,3033486,p100,"[43, 0]",0,28,MB,7,"[46, 1]:4 +[46, 2]:4 +[46, 3]:4 +[46, 4]:4 +[46, 5]:4 +[46, 6]:4 +[46, 7]:4 ",13
138,1000369,AS066,3033487,p101,"[43, 1]",1,28,MB,7,"[46, 1]:4 +[46, 2]:4 +[46, 3]:4 +[46, 4]:4 +[46, 5]:4 +[46, 6]:4 +[46, 7]:4 ",12
139,1000369,AS066,3033489,p103,"[43, 3]",3,15,MB,3,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 ",34
140,1000369,AS066,3033491,p105,"[44, 0]",0,25,MB,5,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 +[53, 3]:5 +[53, 4]:5 ",33
141,1000369,AS066,3033492,p106,"[44, 1]",1,25,MB,5,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 +[53, 3]:5 +[53, 4]:5 ",32
142,1000369,AS066,3033493,p107,"[44, 2]",2,25,MB,5,"[53, 0]:5 +[53, 1]:5 +[53, 2]:5 +[53, 3]:5 +[53, 4]:5 ",31
143,1000369,AS066,3033490,p104,"[45, 0]",0,200,MB,8,"[55, 0]:25 +[55, 1]:25 +[55, 2]:31 +[55, 3]:19 +[55, 4]:25 +[55, 5]:25 +[55, 6]:25 +[55, 7]:25 ",45
144,1000369,AS066,3033504,p118,"[48, 0]",0,31,W,4,"[52, 3]:12 +[57, 4]:6 +[57, 5]:6 +[57, 6]:7 ",35
145,1000369,AS066,3033505,p119,"[48, 1]",1,31,W,4,"[52, 3]:12 +[57, 4]:6 +[57, 5]:6 +[57, 6]:7 ",34
146,1000369,AS066,3033506,p120,"[48, 2]",2,32,W,3,"[52, 2]:14 +[52, 3]:12 +[57, 4]:6 ",22
147,1000369,AS066,3033507,p121,"[48, 3]",3,18,W,4,"[57, 7]:6 +[59, 0]:4 +[59, 1]:4 +[59, 2]:4 ",42
148,1000369,AS066,3033508,p122,"[48, 4]",4,31,W,4,"[52, 3]:12 +[57, 4]:6 +[57, 5]:6 +[57, 6]:7 ",31
149,1000369,AS066,3033509,p123,"[48, 5]",5,31,W,4,"[52, 3]:12 +[57, 4]:6 +[57, 5]:6 +[57, 6]:7 ",30
150,1000369,AS066,3033510,p124,"[48, 6]",6,32,W,3,"[52, 2]:14 +[52, 3]:12 +[57, 4]:6 ",18
151,1000369,AS066,3033511,p125,"[48, 7]",7,31,W,4,"[52, 3]:12 +[57, 4]:6 +[57, 5]:6 +[57, 6]:7 ",28
152,1000369,AS066,3033520,p134,"[52, 2]",2,14,W,3,"[57, 7]:6 +[59, 0]:4 +[59, 1]:4 ",29
153,1000369,AS066,3033521,p135,"[52, 3]",3,12,W,3,"[59, 0]:4 +[59, 1]:4 +[59, 2]:4 ",29
154,1000096,AS069,3011697,p1229,"[27, 1]",1,20,W,7,"[18, 4]:2 +[20, 1]:1 +[20, 4]:4 +[22, 1]:5 +[22, 4]:3 +[23, 1]:2 +[23, 4]:3 ",-163
155,1000096,AS069,3011666,p1198,"[35, 1]",1,40,W,7,"[10, 1]:2 +[10, 4]:4 +[14, 4]:10 +[16, 1]:1 +[16, 4]:20 +[18, 4]:2 +[20, 1]:1 ",-121
156,1000096,AS069,3011631,p1163,"[45, 4]",4,12,W,3,"[20, 4]:4 +[22, 1]:5 +[22, 4]:3 ",-109
157,1000096,AS069,3011620,p1152,"[47, 1]",1,40,W,7,"[10, 1]:2 +[10, 4]:4 +[14, 4]:10 +[16, 1]:1 +[16, 4]:20 +[18, 4]:2 +[20, 1]:1 ",-75
158,1000096,AS069,3011622,p1154,"[47, 3]",3,24,W,4,"[16, 1]:1 +[16, 4]:20 +[18, 4]:2 +[20, 1]:1 ",-87
159,1000096,AS069,3011709,p1241,"[106, 5]",5,13,W,3,"[88, 4]:5 +[92, 4]:3 +[94, 1]:5 ",-248
160,1000096,AS069,3011714,p1246,"[107, 1]",1,20,W,3,"[37, 5]:5 +[45, 1]:3 +[45, 4]:12 ",-74
161,1000096,AS069,3011929,p1461,"[126, 1]",1,58,W,4,"[27, 5]:10 +[35, 1]:40 +[37, 5]:5 +[45, 1]:3 ",-265
162,1000096,AS069,3011931,p1463,"[126, 3]",3,23,W,3,"[16, 1]:1 +[16, 4]:20 +[18, 4]:2 ",-392
163,1000096,AS069,3011797,p1329,"[162, 1]",1,37,W,4,"[94, 3]:10 +[94, 4]:7 +[94, 5]:15 +[96, 1]:5 ",-352
