,name,num_banded_clusters,num_seriated_clusters,percent_banded_clusters,percent_seriated_clusters,num_pendant_pendant_sum,pendant_pendant_sum,num_pendant_pendants_color_sum,pendant_pendants_color_sum,num_indexed_pendant_sum,indexed_pendant_sum,num_subsidiary_pendant_sum,subsidiary_pendant_sum,num_cluster_cluster_sum,cluster_cluster_sum,num_cluster_sum_bands,cluster_sum_bands,num_ascher_decreasing_cluster,ascher_decreasing_cluster
32,"<a target=""_blank"" href=""./sum_relations/AS050.html"">AS050</a>",0,17,0%,100%,63,"<a href=""./pendant_pendant_sum/AS050_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS050_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS050_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS050_pendant_pendant_sum_R.jpg""></a>",9,"<a href=""./pendant_pendants_color_sum/AS050_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS050_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS050_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS050_pendant_pendants_color_sum_R.jpg""></a>",5,"<a href=""./indexed_pendant_sum/AS050_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS050_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS050_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS050_indexed_pendant_sum_R.jpg""></a>",8,"<a href=""./subsidiary_pendant_sum/AS050_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS050_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
33,"<a target=""_blank"" href=""./sum_relations/AS054.html"">AS054</a>",1,3,25%,75%,4,"<a href=""./pendant_pendant_sum/AS054_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS054_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/AS054_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS054_pendant_pendants_color_sum_R.jpg""></a>",0,,4,"<a href=""./subsidiary_pendant_sum/AS054_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS054_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
34,"<a target=""_blank"" href=""./sum_relations/AS060.html"">AS060</a>",3,1,75%,25%,0,,0,,0,,0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/AS060_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/AS060_ascher_decreasing_cluster.jpg""></a>"
35,"<a target=""_blank"" href=""./sum_relations/AS062.html"">AS062</a>",0,8,0%,100%,0,,0,,0,,0,,1,"<a href=""./cluster_cluster_sum/AS062_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/AS062_cluster_cluster_sum.jpg""></a>",0,,0,
36,"<a target=""_blank"" href=""./sum_relations/AS063B.html"">AS063B</a>",3,0,100%,0%,5,"<a href=""./pendant_pendant_sum/AS063B_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS063B_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS063B_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS063B_pendant_pendant_sum_R.jpg""></a>",5,"<a href=""./pendant_pendants_color_sum/AS063B_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS063B_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS063B_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS063B_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
37,"<a target=""_blank"" href=""./sum_relations/AS065B.html"">AS065B</a>",1,1,50%,50%,0,,0,,0,,0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/AS065B_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/AS065B_ascher_decreasing_cluster.jpg""></a>"
38,"<a target=""_blank"" href=""./sum_relations/AS066.html"">AS066</a>",59,2,97%,3%,59,"<a href=""./pendant_pendant_sum/AS066_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS066_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS066_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS066_pendant_pendant_sum_R.jpg""></a>",74,"<a href=""./pendant_pendants_color_sum/AS066_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS066_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS066_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS066_pendant_pendants_color_sum_R.jpg""></a>",57,"<a href=""./indexed_pendant_sum/AS066_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS066_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS066_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS066_indexed_pendant_sum_R.jpg""></a>",0,,9,"<a href=""./cluster_cluster_sum/AS066_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/AS066_cluster_cluster_sum.jpg""></a>",4,"<a href=""./cluster_sum_bands/AS066_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/AS066_cluster_sum_bands.jpg""></a>",0,
39,"<a target=""_blank"" href=""./sum_relations/AS069.html"">AS069</a>",235,15,94%,6%,200,"<a href=""./pendant_pendant_sum/AS069_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS069_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS069_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS069_pendant_pendant_sum_R.jpg""></a>",263,"<a href=""./pendant_pendants_color_sum/AS069_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS069_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS069_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS069_pendant_pendants_color_sum_R.jpg""></a>",140,"<a href=""./indexed_pendant_sum/AS069_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS069_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS069_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS069_indexed_pendant_sum_R.jpg""></a>",94,"<a href=""./subsidiary_pendant_sum/AS069_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS069_subsidiary_pendant_sum_L.jpg""></a><a href=""./subsidiary_pendant_sum/AS069_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS069_subsidiary_pendant_sum_R.jpg""></a>",16,"<a href=""./cluster_cluster_sum/AS069_cluster_cluster_sum.html""><img src=""./cluster_cluster_sum/images/table_thumbnails/AS069_cluster_cluster_sum.jpg""></a>",5,"<a href=""./cluster_sum_bands/AS069_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/AS069_cluster_sum_bands.jpg""></a>",0,
40,"<a target=""_blank"" href=""./sum_relations/AS071.html"">AS071</a>",2,23,8%,92%,1,"<a href=""./pendant_pendant_sum/AS071_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS071_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/AS071_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS071_pendant_pendants_color_sum_R.jpg""></a>",1,"<a href=""./indexed_pendant_sum/AS071_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS071_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
41,"<a target=""_blank"" href=""./sum_relations/AS072.html"">AS072</a>",14,0,100%,0%,9,"<a href=""./pendant_pendant_sum/AS072_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS072_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS072_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS072_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/AS072_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS072_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,2,"<a href=""./ascher_decreasing_cluster/AS072_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/AS072_ascher_decreasing_cluster.jpg""></a>"
42,"<a target=""_blank"" href=""./sum_relations/AS074.html"">AS074</a>",3,18,14%,86%,1,"<a href=""./pendant_pendant_sum/AS074_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS074_pendant_pendant_sum_R.jpg""></a>",1,"<a href=""./pendant_pendants_color_sum/AS074_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS074_pendant_pendants_color_sum_R.jpg""></a>",3,"<a href=""./indexed_pendant_sum/AS074_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS074_indexed_pendant_sum_R.jpg""></a>",0,,0,,1,"<a href=""./cluster_sum_bands/AS074_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/AS074_cluster_sum_bands.jpg""></a>",0,
43,"<a target=""_blank"" href=""./sum_relations/AS075.html"">AS075</a>",5,34,13%,87%,8,"<a href=""./pendant_pendant_sum/AS075_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS075_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS075_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS075_pendant_pendant_sum_R.jpg""></a>",12,"<a href=""./pendant_pendants_color_sum/AS075_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS075_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS075_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS075_pendant_pendants_color_sum_R.jpg""></a>",10,"<a href=""./indexed_pendant_sum/AS075_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS075_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS075_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS075_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
44,"<a target=""_blank"" href=""./sum_relations/AS077.html"">AS077</a>",0,9,0%,100%,2,"<a href=""./pendant_pendant_sum/AS077_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS077_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS077_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS077_pendant_pendant_sum_R.jpg""></a>",2,"<a href=""./pendant_pendants_color_sum/AS077_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS077_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS077_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS077_pendant_pendants_color_sum_R.jpg""></a>",2,"<a href=""./indexed_pendant_sum/AS077_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS077_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS077_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS077_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
45,"<a target=""_blank"" href=""./sum_relations/AS078.html"">AS078</a>",0,7,0%,100%,0,,0,,3,"<a href=""./indexed_pendant_sum/AS078_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS078_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS078_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS078_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
46,"<a target=""_blank"" href=""./sum_relations/AS079.html"">AS079</a>",2,15,12%,88%,0,,0,,2,"<a href=""./indexed_pendant_sum/AS079_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS079_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
47,"<a target=""_blank"" href=""./sum_relations/AS080.html"">AS080</a>",1,2,33%,67%,3,"<a href=""./pendant_pendant_sum/AS080_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS080_pendant_pendant_sum_R.jpg""></a>",0,,0,,4,"<a href=""./subsidiary_pendant_sum/AS080_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS080_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
48,"<a target=""_blank"" href=""./sum_relations/AS090_N2.html"">AS090/N2</a>",8,0,100%,0%,3,"<a href=""./pendant_pendant_sum/AS090_N2_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS090_N2_pendant_pendant_sum_R.jpg""></a>",2,"<a href=""./pendant_pendants_color_sum/AS090_N2_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS090_N2_pendant_pendants_color_sum_R.jpg""></a>",2,"<a href=""./indexed_pendant_sum/AS090_N2_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS090_N2_indexed_pendant_sum_R.jpg""></a>",2,"<a href=""./subsidiary_pendant_sum/AS090_N2_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS090_N2_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
49,"<a target=""_blank"" href=""./sum_relations/AS092.html"">AS092</a>",1,9,10%,90%,20,"<a href=""./pendant_pendant_sum/AS092_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS092_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS092_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS092_pendant_pendant_sum_R.jpg""></a>",11,"<a href=""./pendant_pendants_color_sum/AS092_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS092_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS092_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS092_pendant_pendants_color_sum_R.jpg""></a>",9,"<a href=""./indexed_pendant_sum/AS092_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS092_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS092_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS092_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/AS092_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/AS092_ascher_decreasing_cluster.jpg""></a>"
50,"<a target=""_blank"" href=""./sum_relations/AS093.html"">AS093</a>",9,1,90%,10%,6,"<a href=""./pendant_pendant_sum/AS093_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS093_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS093_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS093_pendant_pendant_sum_R.jpg""></a>",6,"<a href=""./pendant_pendants_color_sum/AS093_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS093_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS093_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS093_pendant_pendants_color_sum_R.jpg""></a>",11,"<a href=""./indexed_pendant_sum/AS093_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS093_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS093_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS093_indexed_pendant_sum_R.jpg""></a>",0,,0,,1,"<a href=""./cluster_sum_bands/AS093_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/AS093_cluster_sum_bands.jpg""></a>",0,
51,"<a target=""_blank"" href=""./sum_relations/AS101_Part_1.html"">AS101 - Part 1</a>",0,2,0%,100%,0,,0,,0,,2,"<a href=""./subsidiary_pendant_sum/AS101_Part_1_subsidiary_pendant_sum.html""><img src=""./subsidiary_pendant_sum/images/table_thumbnails/AS101_Part_1_subsidiary_pendant_sum_R.jpg""></a>",0,,0,,0,
52,"<a target=""_blank"" href=""./sum_relations/AS101_Part_2.html"">AS101 - Part 2</a>",0,2,0%,100%,3,"<a href=""./pendant_pendant_sum/AS101_Part_2_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS101_Part_2_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS101_Part_2_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS101_Part_2_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
53,"<a target=""_blank"" href=""./sum_relations/AS110.html"">AS110</a>",2,0,100%,0%,6,"<a href=""./pendant_pendant_sum/AS110_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS110_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS110_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS110_pendant_pendant_sum_R.jpg""></a>",3,"<a href=""./pendant_pendants_color_sum/AS110_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS110_pendant_pendants_color_sum_R.jpg""></a>",0,,0,,0,,0,,0,
54,"<a target=""_blank"" href=""./sum_relations/AS111.html"">AS111</a>",0,1,0%,100%,0,,0,,0,,0,,0,,0,,1,"<a href=""./ascher_decreasing_cluster/AS111_ascher_decreasing_cluster.html""><img src=""./ascher_decreasing_cluster/images/table_thumbnails/AS111_ascher_decreasing_cluster.jpg""></a>"
55,"<a target=""_blank"" href=""./sum_relations/AS115.html"">AS115</a>",17,4,81%,19%,0,,0,,1,"<a href=""./indexed_pendant_sum/AS115_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS115_indexed_pendant_sum_R.jpg""></a>",0,,0,,0,,0,
56,"<a target=""_blank"" href=""./sum_relations/AS128.html"">AS128</a>",19,4,83%,17%,45,"<a href=""./pendant_pendant_sum/AS128_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS128_pendant_pendant_sum_L.jpg""></a><a href=""./pendant_pendant_sum/AS128_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS128_pendant_pendant_sum_R.jpg""></a>",8,"<a href=""./pendant_pendants_color_sum/AS128_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS128_pendant_pendants_color_sum_L.jpg""></a><a href=""./pendant_pendants_color_sum/AS128_pendant_pendants_color_sum.html""><img src=""./pendant_pendants_color_sum/images/table_thumbnails/AS128_pendant_pendants_color_sum_R.jpg""></a>",5,"<a href=""./indexed_pendant_sum/AS128_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS128_indexed_pendant_sum_L.jpg""></a><a href=""./indexed_pendant_sum/AS128_indexed_pendant_sum.html""><img src=""./indexed_pendant_sum/images/table_thumbnails/AS128_indexed_pendant_sum_R.jpg""></a>",0,,0,,1,"<a href=""./cluster_sum_bands/AS128_cluster_sum_bands.html""><img src=""./cluster_sum_bands/images/table_thumbnails/AS128_cluster_sum_bands.jpg""></a>",0,
57,"<a target=""_blank"" href=""./sum_relations/AS132.html"">AS132</a>",1,1,50%,50%,1,"<a href=""./pendant_pendant_sum/AS132_pendant_pendant_sum.html""><img src=""./pendant_pendant_sum/images/table_thumbnails/AS132_pendant_pendant_sum_R.jpg""></a>",0,,0,,0,,0,,0,,0,
