,khipu_id,name,cord_id,cord_name,cord_position,cord_position_index,cord_value,num_summands,summand_cluster_positions,sum_string,handedness
0,1000166,AS010,3016352,p16,"LB@[6, 0]:9",0,9,3,"1, 2, 3","W:RG@[1, 0]:2 + W:LB@[2, 0]:4 + LB@[3, 0]:3",-9
1,1000166,AS010,3016354,p18,"W:LB@[7, 0]:21",0,21,5,"1, 2, 3, 4, 6","W:RG@[1, 0]:2 + W:LB@[2, 0]:4 + LB@[3, 0]:3 + LB@[4, 0]:3 + LB@[6, 0]:9",-8
2,1000166,AS010,3016352,p16,"LB@[6, 0]:9",0,9,3,"1, 2, 3","W:RG@[1, 0]:2 + W:LB@[2, 0]:4 + LB@[3, 0]:3",-9
3,1000166,AS010,3016354,p18,"W:LB@[7, 0]:21",0,21,5,"1, 2, 3, 4, 6","W:RG@[1, 0]:2 + W:LB@[2, 0]:4 + LB@[3, 0]:3 + LB@[4, 0]:3 + LB@[6, 0]:9",-8
4,1000184,AS013,3017055,p55,"W@[7, 3]:13",3,13,4,"0, 1, 3, 4","MB@[0, 3]:2 + W@[1, 3]:5 + W@[3, 3]:3 + W:MB@[4, 3]:3",-36
5,1000184,AS013,3017055,p55,"W@[7, 3]:13",3,13,4,"0, 1, 3, 4","MB@[0, 3]:2 + W@[1, 3]:5 + W@[3, 3]:3 + W:MB@[4, 3]:3",-36
6,1000192,AS021,3017292,p23,"W@[2, 4]:11",4,11,2,"4, 5","YB@[4, 4]:3 + W@[5, 4]:8",14
7,1000192,AS021,3017292,p23,"W@[2, 4]:11",4,11,2,"4, 5","YB@[4, 4]:3 + W@[5, 4]:8",14
8,1000198,AS026B,3017438,p1,"W@[0, 0]:24",0,24,4,"7, 8, 9, 10","B@[7, 0]:8 + W@[8, 0]:4 + B@[9, 0]:8 + W@[10, 0]:4",61
9,1000198,AS026B,3017439,p2,"W@[0, 1]:24",1,24,4,"7, 8, 9, 10","B@[7, 1]:8 + W@[8, 1]:4 + B@[9, 1]:8 + W@[10, 1]:4",61
10,1000198,AS026B,3017440,p3,"W@[0, 2]:12",2,12,3,"5, 7, 8","B@[5, 2]:6 + B@[7, 2]:4 + W@[8, 2]:2",47
11,1000198,AS026B,3017442,p5,"W@[0, 4]:24",4,24,4,"5, 7, 8, 9","B@[5, 4]:4 + B@[7, 4]:8 + W@[8, 4]:4 + B@[9, 4]:8",52
12,1000198,AS026B,3017443,p6,"W@[0, 5]:24",5,24,4,"7, 8, 9, 10","B@[7, 5]:8 + W@[8, 5]:4 + B@[9, 5]:8 + W@[10, 5]:4",61
13,1000198,AS026B,3017444,p7,"W@[0, 6]:24",6,24,5,"7, 8, 9, 10, 11","B@[7, 6]:6 + W@[8, 6]:4 + B@[9, 6]:8 + W@[10, 6]:4 + B@[11, 6]:2",66
14,1000198,AS026B,3017446,p9,"W@[0, 8]:12",8,12,4,"2, 4, 7, 8","W@[2, 8]:4 + B@[4, 8]:4 + B@[7, 8]:2 + W@[8, 8]:2",36
15,1000198,AS026B,3017447,p10,"W@[0, 9]:12",9,12,3,"2, 4, 9","W@[2, 9]:4 + B@[4, 9]:4 + B@[9, 9]:4",35
16,1000198,AS026B,3017448,p11,"W@[1, 0]:31",0,31,6,"7, 8, 9, 10, 11, 12","B@[7, 0]:8 + W@[8, 0]:4 + B@[9, 0]:8 + W@[10, 0]:4 + B@[11, 0]:2 + W@[12, 0]:5",60
17,1000198,AS026B,3017452,p15,"W@[2, 3]:9",3,9,3,"10, 11, 12","W@[10, 3]:4 + B@[11, 3]:2 + W@[12, 3]:3",74
18,1000198,AS026B,3017453,p16,"W@[2, 4]:9",4,9,3,"10, 11, 12","W@[10, 4]:4 + B@[11, 4]:2 + W@[12, 4]:3",74
19,1000198,AS026B,3017455,p18,"W@[2, 6]:9",6,9,3,"10, 11, 12","W@[10, 6]:4 + B@[11, 6]:2 + W@[12, 6]:3",74
20,1000198,AS026B,3017456,p19,"W@[2, 7]:9",7,9,3,"10, 11, 12","W@[10, 7]:4 + B@[11, 7]:2 + W@[12, 7]:3",74
21,1000198,AS026B,3017461,p24,"B@[3, 2]:12",2,12,3,"5, 7, 8","B@[5, 2]:6 + B@[7, 2]:4 + W@[8, 2]:2",26
22,1000198,AS026B,3017479,p42,"B@[5, 2]:6",2,6,2,"7, 8","B@[7, 2]:4 + W@[8, 2]:2",13
23,1000198,AS026B,3017488,p51,"B@[7, 3]:9",3,9,3,"10, 11, 12","W@[10, 3]:4 + B@[11, 3]:2 + W@[12, 3]:3",38
24,1000198,AS026B,3017491,p54,"B@[7, 6]:6",6,6,2,"10, 11","W@[10, 6]:4 + B@[11, 6]:2",33
25,1000198,AS026B,3017438,p1,"W@[0, 0]:24",0,24,4,"7, 8, 9, 10","B@[7, 0]:8 + W@[8, 0]:4 + B@[9, 0]:8 + W@[10, 0]:4",61
26,1000198,AS026B,3017439,p2,"W@[0, 1]:24",1,24,4,"7, 8, 9, 10","B@[7, 1]:8 + W@[8, 1]:4 + B@[9, 1]:8 + W@[10, 1]:4",61
27,1000198,AS026B,3017440,p3,"W@[0, 2]:12",2,12,3,"5, 7, 8","B@[5, 2]:6 + B@[7, 2]:4 + W@[8, 2]:2",47
28,1000198,AS026B,3017442,p5,"W@[0, 4]:24",4,24,4,"5, 7, 8, 9","B@[5, 4]:4 + B@[7, 4]:8 + W@[8, 4]:4 + B@[9, 4]:8",52
29,1000198,AS026B,3017443,p6,"W@[0, 5]:24",5,24,4,"7, 8, 9, 10","B@[7, 5]:8 + W@[8, 5]:4 + B@[9, 5]:8 + W@[10, 5]:4",61
30,1000198,AS026B,3017444,p7,"W@[0, 6]:24",6,24,5,"7, 8, 9, 10, 11","B@[7, 6]:6 + W@[8, 6]:4 + B@[9, 6]:8 + W@[10, 6]:4 + B@[11, 6]:2",66
31,1000198,AS026B,3017446,p9,"W@[0, 8]:12",8,12,4,"2, 4, 7, 8","W@[2, 8]:4 + B@[4, 8]:4 + B@[7, 8]:2 + W@[8, 8]:2",36
32,1000198,AS026B,3017447,p10,"W@[0, 9]:12",9,12,3,"2, 4, 9","W@[2, 9]:4 + B@[4, 9]:4 + B@[9, 9]:4",35
33,1000198,AS026B,3017448,p11,"W@[1, 0]:31",0,31,6,"7, 8, 9, 10, 11, 12","B@[7, 0]:8 + W@[8, 0]:4 + B@[9, 0]:8 + W@[10, 0]:4 + B@[11, 0]:2 + W@[12, 0]:5",60
34,1000198,AS026B,3017452,p15,"W@[2, 3]:9",3,9,3,"10, 11, 12","W@[10, 3]:4 + B@[11, 3]:2 + W@[12, 3]:3",74
35,1000198,AS026B,3017453,p16,"W@[2, 4]:9",4,9,3,"10, 11, 12","W@[10, 4]:4 + B@[11, 4]:2 + W@[12, 4]:3",74
36,1000198,AS026B,3017455,p18,"W@[2, 6]:9",6,9,3,"10, 11, 12","W@[10, 6]:4 + B@[11, 6]:2 + W@[12, 6]:3",74
37,1000198,AS026B,3017456,p19,"W@[2, 7]:9",7,9,3,"10, 11, 12","W@[10, 7]:4 + B@[11, 7]:2 + W@[12, 7]:3",74
38,1000198,AS026B,3017461,p24,"B@[3, 2]:12",2,12,3,"5, 7, 8","B@[5, 2]:6 + B@[7, 2]:4 + W@[8, 2]:2",26
39,1000198,AS026B,3017479,p42,"B@[5, 2]:6",2,6,2,"7, 8","B@[7, 2]:4 + W@[8, 2]:2",13
40,1000198,AS026B,3017488,p51,"B@[7, 3]:9",3,9,3,"10, 11, 12","W@[10, 3]:4 + B@[11, 3]:2 + W@[12, 3]:3",38
41,1000198,AS026B,3017491,p54,"B@[7, 6]:6",6,6,2,"10, 11","W@[10, 6]:4 + B@[11, 6]:2",33
42,1000207,AS035D,3017977,p1,"KB@[0, 0]:12",0,12,3,"1, 2, 6","YB@[1, 0]:10 + MB@[2, 0]:1 + KB@[6, 0]:1",13
43,1000207,AS035D,3017979,p3,"YB@[0, 2]:14",2,14,4,"2, 4, 5, 6","MB@[2, 2]:1 + YB:MB@[4, 2]:3 + YB:MB@[5, 2]:2 + MB@[6, 2]:8",18
44,1000207,AS035D,3017977,p1,"KB@[0, 0]:12",0,12,3,"1, 2, 6","YB@[1, 0]:10 + MB@[2, 0]:1 + KB@[6, 0]:1",13
45,1000207,AS035D,3017979,p3,"YB@[0, 2]:14",2,14,4,"2, 4, 5, 6","MB@[2, 2]:1 + YB:MB@[4, 2]:3 + YB:MB@[5, 2]:2 + MB@[6, 2]:8",18
46,1000213,AS039,3018247,p33,"B@[10, 0]:11",0,11,2,"2, 5","B@[2, 0]:6 + B@[5, 0]:5",-22
47,1000213,AS039,3018217,p3,"LA@[1, 1]:6",1,6,3,"6, 9, 10","LA@[6, 1]:4 + B@[9, 1]:1 + LA@[10, 1]:1",26
48,1000213,AS039,3018220,p6,"B@[2, 0]:6",0,6,2,"5, 6","B@[5, 0]:5 + B@[6, 0]:1",13
49,1000213,AS039,3018247,p33,"B@[10, 0]:11",0,11,2,"2, 5","B@[2, 0]:6 + B@[5, 0]:5",-22
50,1000213,AS039,3018217,p3,"LA@[1, 1]:6",1,6,3,"6, 9, 10","LA@[6, 1]:4 + B@[9, 1]:1 + LA@[10, 1]:1",26
51,1000213,AS039,3018220,p6,"B@[2, 0]:6",0,6,2,"5, 6","B@[5, 0]:5 + B@[6, 0]:1",13
52,1000345,AS044,3031376,p66,"W@[18, 1]:11",1,11,2,"12, 14","W:LB@[12, 1]:7 + W:LB@[14, 1]:4",-18
53,1000345,AS044,3031389,p79,"W-LB@[22, 0]:12",0,12,3,"0, 2, 6","W:LB@[0, 0]:10 + W:LB@[2, 0]:1 + W:LB@[6, 0]:1",-69
54,1000345,AS044,3031397,p87,"BL:LB@[24, 1]:22",1,22,3,"14, 15, 16","W:LB@[14, 1]:4 + W-LB@[15, 1]:8 + W:LB@[16, 1]:10",-31
55,1000345,AS044,3031400,p90,"BL:LB@[24, 4]:8",4,8,2,"2, 4","W:LB@[2, 4]:4 + W@[4, 4]:4",-75
56,1000345,AS044,3031401,p91,"BL:LB@[24, 5]:8",5,8,2,"4, 6","W@[4, 5]:2 + W:LB@[6, 5]:6",-68
57,1000345,AS044,3031314,p4,"W:LB@[0, 3]:160",3,160,5,"2, 4, 6, 8, 10","W:LB@[2, 3]:17 + W@[4, 3]:20 + W:LB@[6, 3]:11 + W-B@[8, 3]:12 + W:LB@[10, 3]:100",21
58,1000345,AS044,3031333,p23,"W:LB@[6, 1]:11",1,11,2,"12, 14","W:LB@[12, 1]:7 + W:LB@[14, 1]:4",25
59,1000345,AS044,3031346,p36,"W-LB@[10, 0]:6",0,6,5,"12, 13, 14, 15, 18","W:B@[12, 0]:1 + W:B@[13, 0]:1 + W:B@[14, 0]:1 + W-LB@[15, 0]:2 + W@[18, 0]:1",16
60,1000345,AS044,3031348,p38,"W:LB@[10, 2]:34",2,34,7,"15, 16, 18, 20, 22, 24, 26","W-LB@[15, 2]:3 + W:LB@[16, 2]:6 + W@[18, 2]:2 + W:B@[20, 2]:7 + W-LB@[22, 2]:2 + BL:LB@[24, 2]:7 + BL:B@[26, 2]:7",37
61,1000345,AS044,3031350,p40,"W:LB@[10, 4]:21",4,21,5,"18, 20, 22, 24, 26","W@[18, 4]:5 + W:B@[20, 4]:2 + W:LB@[22, 4]:1 + BL:LB@[24, 4]:8 + BL:B@[26, 4]:5",43
62,1000345,AS044,3031351,p41,"W:LB@[10, 5]:22",5,22,5,"16, 18, 20, 22, 24","W:LB@[16, 5]:4 + W@[18, 5]:5 + W:B@[20, 5]:2 + W:LB@[22, 5]:3 + BL:LB@[24, 5]:8",36
63,1000345,AS044,3031355,p45,"W:LB@[12, 2]:27",2,27,6,"15, 16, 18, 20, 22, 24","W-LB@[15, 2]:3 + W:LB@[16, 2]:6 + W@[18, 2]:2 + W:B@[20, 2]:7 + W-LB@[22, 2]:2 + BL:LB@[24, 2]:7",26
64,1000345,AS044,3031372,p62,"W:LB@[16, 4]:7",4,7,2,"18, 20","W@[18, 4]:5 + W:B@[20, 4]:2",11
65,1000345,AS044,3031389,p79,"W-LB@[22, 0]:12",0,12,2,"24, 26","BL:LB@[24, 0]:2 + BL:B@[26, 0]:10",10
66,1000345,AS044,3031376,p66,"W@[18, 1]:11",1,11,2,"12, 14","W:LB@[12, 1]:7 + W:LB@[14, 1]:4",-18
67,1000345,AS044,3031389,p79,"W-LB@[22, 0]:12",0,12,3,"0, 2, 6","W:LB@[0, 0]:10 + W:LB@[2, 0]:1 + W:LB@[6, 0]:1",-69
68,1000345,AS044,3031397,p87,"BL:LB@[24, 1]:22",1,22,3,"14, 15, 16","W:LB@[14, 1]:4 + W-LB@[15, 1]:8 + W:LB@[16, 1]:10",-31
69,1000345,AS044,3031400,p90,"BL:LB@[24, 4]:8",4,8,2,"2, 4","W:LB@[2, 4]:4 + W@[4, 4]:4",-75
70,1000345,AS044,3031401,p91,"BL:LB@[24, 5]:8",5,8,2,"4, 6","W@[4, 5]:2 + W:LB@[6, 5]:6",-68
71,1000345,AS044,3031314,p4,"W:LB@[0, 3]:160",3,160,5,"2, 4, 6, 8, 10","W:LB@[2, 3]:17 + W@[4, 3]:20 + W:LB@[6, 3]:11 + W-B@[8, 3]:12 + W:LB@[10, 3]:100",21
72,1000345,AS044,3031333,p23,"W:LB@[6, 1]:11",1,11,2,"12, 14","W:LB@[12, 1]:7 + W:LB@[14, 1]:4",25
73,1000345,AS044,3031346,p36,"W-LB@[10, 0]:6",0,6,5,"12, 13, 14, 15, 18","W:B@[12, 0]:1 + W:B@[13, 0]:1 + W:B@[14, 0]:1 + W-LB@[15, 0]:2 + W@[18, 0]:1",16
74,1000345,AS044,3031348,p38,"W:LB@[10, 2]:34",2,34,7,"15, 16, 18, 20, 22, 24, 26","W-LB@[15, 2]:3 + W:LB@[16, 2]:6 + W@[18, 2]:2 + W:B@[20, 2]:7 + W-LB@[22, 2]:2 + BL:LB@[24, 2]:7 + BL:B@[26, 2]:7",37
75,1000345,AS044,3031350,p40,"W:LB@[10, 4]:21",4,21,5,"18, 20, 22, 24, 26","W@[18, 4]:5 + W:B@[20, 4]:2 + W:LB@[22, 4]:1 + BL:LB@[24, 4]:8 + BL:B@[26, 4]:5",43
76,1000345,AS044,3031351,p41,"W:LB@[10, 5]:22",5,22,5,"16, 18, 20, 22, 24","W:LB@[16, 5]:4 + W@[18, 5]:5 + W:B@[20, 5]:2 + W:LB@[22, 5]:3 + BL:LB@[24, 5]:8",36
77,1000345,AS044,3031355,p45,"W:LB@[12, 2]:27",2,27,6,"15, 16, 18, 20, 22, 24","W-LB@[15, 2]:3 + W:LB@[16, 2]:6 + W@[18, 2]:2 + W:B@[20, 2]:7 + W-LB@[22, 2]:2 + BL:LB@[24, 2]:7",26
78,1000345,AS044,3031372,p62,"W:LB@[16, 4]:7",4,7,2,"18, 20","W@[18, 4]:5 + W:B@[20, 4]:2",11
79,1000345,AS044,3031389,p79,"W-LB@[22, 0]:12",0,12,2,"24, 26","BL:LB@[24, 0]:2 + BL:B@[26, 0]:10",10
80,1000212,AS045,3018189,p28,"W@[8, 1]:44",1,44,4,"3, 4, 5, 6","LC@[3, 1]:13 + B@[4, 1]:10 + MB:LC@[5, 1]:7 + B@[6, 1]:14",-16
81,1000212,AS045,3018189,p28,"W@[8, 1]:44",1,44,4,"3, 4, 5, 6","LC@[3, 1]:13 + B@[4, 1]:10 + MB:LC@[5, 1]:7 + B@[6, 1]:14",-16
82,1000229,AS048,3018555,p3,"W@[0, 2]:6",2,6,3,"2, 3, 4","W@[2, 2]:1 + W@[3, 2]:1 + W@[4, 2]:4",16
83,1000229,AS048,3018556,p4,"W@[0, 3]:9",3,9,5,"4, 5, 6, 9, 10","W@[4, 3]:4 + W@[5, 3]:1 + W@[6, 3]:1 + W@[9, 3]:1 + W@[10, 3]:2",31
84,1000229,AS048,3018572,p20,"W@[3, 3]:7",3,7,3,"9, 10, 11","W@[9, 3]:1 + W@[10, 3]:2 + W@[11, 3]:4",28
85,1000229,AS048,3018574,p22,"W@[4, 1]:13",1,13,3,"8, 9, 10","W@[8, 1]:2 + W@[9, 1]:6 + W@[10, 1]:5",20
86,1000229,AS048,3018582,p30,"W@[6, 1]:15",1,15,2,"7, 8","W@[7, 1]:13 + W@[8, 1]:2",6
87,1000229,AS048,3018586,p34,"W@[7, 1]:13",1,13,3,"8, 9, 10","W@[8, 1]:2 + W@[9, 1]:6 + W@[10, 1]:5",8
88,1000229,AS048,3018555,p3,"W@[0, 2]:6",2,6,3,"2, 3, 4","W@[2, 2]:1 + W@[3, 2]:1 + W@[4, 2]:4",16
89,1000229,AS048,3018556,p4,"W@[0, 3]:9",3,9,5,"4, 5, 6, 9, 10","W@[4, 3]:4 + W@[5, 3]:1 + W@[6, 3]:1 + W@[9, 3]:1 + W@[10, 3]:2",31
90,1000229,AS048,3018572,p20,"W@[3, 3]:7",3,7,3,"9, 10, 11","W@[9, 3]:1 + W@[10, 3]:2 + W@[11, 3]:4",28
91,1000229,AS048,3018574,p22,"W@[4, 1]:13",1,13,3,"8, 9, 10","W@[8, 1]:2 + W@[9, 1]:6 + W@[10, 1]:5",20
92,1000229,AS048,3018582,p30,"W@[6, 1]:15",1,15,2,"7, 8","W@[7, 1]:13 + W@[8, 1]:2",6
93,1000229,AS048,3018586,p34,"W@[7, 1]:13",1,13,3,"8, 9, 10","W@[8, 1]:2 + W@[9, 1]:6 + W@[10, 1]:5",8
94,1000361,AS050,3032429,p297,"W-B@[16, 1]:190",1,190,3,"12, 13, 14","W-B@[12, 1]:10 + W-B@[13, 1]:100 + W-B@[14, 1]:80",-55
95,1000361,AS050,3032153,p21,"W-B@[1, 1]:627",1,627,8,"4, 5, 6, 7, 8, 9, 11, 12","W-B@[4, 1]:100 + W-B@[5, 1]:100 + W-B@[6, 1]:80 + W-B@[7, 1]:70 + W-B@[8, 1]:141 + W-B@[9, 1]:22 + W-B@[11, 1]:104 + W-B@[12, 1]:10",126
96,1000361,AS050,3032162,p30,"B@[1, 10]:56",10,56,2,"8, 15","B@[8, 10]:29 + B@[15, 10]:27",193
97,1000361,AS050,3032165,p33,"BD@[1, 13]:27",13,27,3,"11, 13, 14","BD@[11, 13]:10 + BD@[13, 13]:11 + BD@[14, 13]:6",215
98,1000361,AS050,3032295,p163,"BD@[8, 13]:12",13,12,2,"9, 10","BD@[9, 13]:2 + BD@[10, 13]:10",28
99,1000361,AS050,3032429,p297,"W-B@[16, 1]:190",1,190,3,"12, 13, 14","W-B@[12, 1]:10 + W-B@[13, 1]:100 + W-B@[14, 1]:80",-55
100,1000361,AS050,3032153,p21,"W-B@[1, 1]:627",1,627,8,"4, 5, 6, 7, 8, 9, 11, 12","W-B@[4, 1]:100 + W-B@[5, 1]:100 + W-B@[6, 1]:80 + W-B@[7, 1]:70 + W-B@[8, 1]:141 + W-B@[9, 1]:22 + W-B@[11, 1]:104 + W-B@[12, 1]:10",126
101,1000361,AS050,3032162,p30,"B@[1, 10]:56",10,56,2,"8, 15","B@[8, 10]:29 + B@[15, 10]:27",193
102,1000361,AS050,3032165,p33,"BD@[1, 13]:27",13,27,3,"11, 13, 14","BD@[11, 13]:10 + BD@[13, 13]:11 + BD@[14, 13]:6",215
103,1000361,AS050,3032295,p163,"BD@[8, 13]:12",13,12,2,"9, 10","BD@[9, 13]:2 + BD@[10, 13]:10",28
104,1000369,AS066,3033426,p40,"MB@[22, 0]:11",0,11,2,"15, 18","MB@[15, 0]:8 + MB@[18, 0]:3",-11
105,1000369,AS066,3033450,p64,"MB@[31, 0]:15",0,15,2,"9, 11","W@[9, 0]:9 + W@[11, 0]:6",-45
106,1000369,AS066,3033454,p68,"W@[32, 0]:102",0,102,5,"15, 18, 19, 21, 22","MB@[15, 0]:8 + MB@[18, 0]:3 + MB@[19, 0]:40 + MB@[21, 0]:40 + MB@[22, 0]:11",-34
107,1000369,AS066,3033456,p70,"MB@[33, 1]:13",1,13,2,"27, 28","MB@[27, 1]:7 + MB@[28, 1]:6",-16
108,1000369,AS066,3033460,p74,"W@[34, 1]:13",1,13,2,"27, 28","MB@[27, 1]:7 + MB@[28, 1]:6",-20
109,1000369,AS066,3033461,p75,"W@[34, 2]:13",2,13,2,"27, 28","MB@[27, 2]:6 + MB@[28, 2]:7",-20
110,1000369,AS066,3033465,p79,"W@[36, 1]:12",1,12,2,"28, 30","MB@[28, 1]:6 + MB@[30, 1]:6",-20
111,1000369,AS066,3033466,p80,"W@[36, 2]:13",2,13,2,"27, 28","MB@[27, 2]:6 + MB@[28, 2]:7",-25
112,1000369,AS066,3033467,p81,"W@[36, 3]:12",3,12,2,"27, 28","MB@[27, 3]:6 + MB@[28, 3]:6",-25
113,1000369,AS066,3033469,p83,"W@[37, 1]:13",1,13,2,"27, 28","MB@[27, 1]:7 + MB@[28, 1]:6",-29
114,1000369,AS066,3033470,p84,"W@[37, 2]:13",2,13,2,"27, 28","MB@[27, 2]:6 + MB@[28, 2]:7",-29
115,1000369,AS066,3033474,p88,"W@[39, 1]:13",1,13,2,"27, 28","MB@[27, 1]:7 + MB@[28, 1]:6",-34
116,1000369,AS066,3033475,p89,"W@[39, 2]:13",2,13,2,"27, 28","MB@[27, 2]:6 + MB@[28, 2]:7",-34
117,1000369,AS066,3033486,p100,"MB@[43, 0]:28",0,28,2,"31, 33","MB@[31, 0]:15 + MB@[33, 0]:13",-33
118,1000369,AS066,3033487,p101,"MB@[43, 1]:28",1,28,2,"31, 33","MB@[31, 1]:15 + MB@[33, 1]:13",-34
119,1000369,AS066,3033488,p102,"MB@[43, 2]:29",2,29,3,"28, 30, 31","MB@[28, 2]:7 + MB@[30, 2]:7 + MB@[31, 2]:15",-40
120,1000369,AS066,3033491,p105,"MB@[44, 0]:25",0,25,2,"8, 9","W@[8, 0]:16 + W@[9, 0]:9",-90
121,1000369,AS066,3033492,p106,"MB@[44, 1]:25",1,25,2,"34, 36","W@[34, 1]:13 + W@[36, 1]:12",-29
122,1000369,AS066,3033493,p107,"MB@[44, 2]:25",2,25,2,"33, 34","MB@[33, 2]:12 + W@[34, 2]:13",-34
123,1000369,AS066,3033494,p108,"@[44, 3]:25",3,25,2,"36, 37","W@[36, 3]:12 + W@[37, 3]:13",-25
124,1000369,AS066,3033504,p118,"W@[48, 0]:31",0,31,3,"8, 9, 11","W@[8, 0]:16 + W@[9, 0]:9 + W@[11, 0]:6",-100
125,1000369,AS066,3033506,p120,"W@[48, 2]:32",2,32,3,"37, 39, 40","W@[37, 2]:13 + W@[39, 2]:13 + W@[40, 2]:6",-31
126,1000369,AS066,3033507,p121,"W@[48, 3]:18",3,18,3,"27, 28, 30","MB@[27, 3]:6 + MB@[28, 3]:6 + MB@[30, 3]:6",-63
127,1000369,AS066,3033515,p129,"MB@[50, 2]:14",2,14,2,"24, 27","MB@[24, 2]:8 + MB@[27, 2]:6",-80
128,1000369,AS066,3033516,p130,"MB@[50, 3]:12",3,12,2,"27, 28","MB@[27, 3]:6 + MB@[28, 3]:6",-74
129,1000369,AS066,3033519,p133,"W@[52, 1]:13",1,13,2,"27, 28","MB@[27, 1]:7 + MB@[28, 1]:6",-79
130,1000369,AS066,3033520,p134,"W@[52, 2]:14",2,14,2,"24, 27","MB@[24, 2]:8 + MB@[27, 2]:6",-85
131,1000369,AS066,3033521,p135,"W@[52, 3]:12",3,12,2,"27, 28","MB@[27, 3]:6 + MB@[28, 3]:6",-79
132,1000369,AS066,3033531,p145,"MB@[55, 0]:25",0,25,2,"8, 9","W@[8, 0]:16 + W@[9, 0]:9",-130
133,1000369,AS066,3033532,p146,"MB@[55, 1]:25",1,25,2,"34, 36","W@[34, 1]:13 + W@[36, 1]:12",-69
134,1000369,AS066,3033534,p148,"MB@[55, 3]:19",3,19,2,"31, 33","MB@[31, 3]:6 + MB@[33, 3]:13",-79
135,1000369,AS066,3033390,p4,"W@[2, 1]:101",1,101,5,"43, 44, 46, 48, 52","MB@[43, 1]:28 + MB@[44, 1]:25 + MB@[46, 1]:4 + W@[48, 1]:31 + W@[52, 1]:13",110
136,1000369,AS066,3033391,p5,"KB@[3, 0]:24",0,24,2,"12, 15","W@[12, 0]:16 + MB@[15, 0]:8",20
137,1000369,AS066,3033392,p6,"KB@[4, 0]:192",0,192,12,"6, 8, 9, 11, 12, 15, 18, 19, 21, 22, 24, 27","W@[6, 0]:24 + W@[8, 0]:16 + W@[9, 0]:9 + W@[11, 0]:6 + W@[12, 0]:16 + MB@[15, 0]:8 + MB@[18, 0]:3 + MB@[19, 0]:40 + MB@[21, 0]:40 + MB@[22, 0]:11 + MB@[24, 0]:13 + MB@[27, 0]:6",23
138,1000369,AS066,3033393,p7,"KB@[5, 0]:24",0,24,2,"12, 15","W@[12, 0]:16 + MB@[15, 0]:8",18
139,1000369,AS066,3033394,p8,"KB@[5, 1]:24",1,24,2,"24, 27","MB@[24, 1]:17 + MB@[27, 1]:7",39
140,1000369,AS066,3033396,p10,"KB@[5, 3]:24",3,24,2,"33, 34","MB@[33, 3]:13 + W@[34, 3]:11",64
141,1000369,AS066,3033397,p11,"W@[6, 0]:24",0,24,2,"12, 15","W@[12, 0]:16 + MB@[15, 0]:8",14
142,1000369,AS066,3033398,p12,"W@[6, 1]:21",1,21,2,"30, 31","MB@[30, 1]:6 + MB@[31, 1]:15",51
143,1000369,AS066,3033399,p13,"KB@[7, 0]:170",0,170,12,"11, 12, 15, 18, 19, 21, 22, 24, 27, 28, 30, 31","W@[11, 0]:6 + W@[12, 0]:16 + MB@[15, 0]:8 + MB@[18, 0]:3 + MB@[19, 0]:40 + MB@[21, 0]:40 + MB@[22, 0]:11 + MB@[24, 0]:13 + MB@[27, 0]:6 + MB@[28, 0]:6 + MB@[30, 0]:6 + MB@[31, 0]:15",28
144,1000369,AS066,3033404,p18,"W@[9, 1]:72",1,72,6,"30, 31, 33, 34, 36, 37","MB@[30, 1]:6 + MB@[31, 1]:15 + MB@[33, 1]:13 + W@[34, 1]:13 + W@[36, 1]:12 + W@[37, 1]:13",54
145,1000369,AS066,3033427,p41,"KB@[23, 0]:110",0,110,8,"36, 37, 39, 40, 42, 43, 44, 46","W@[36, 0]:13 + W@[37, 0]:13 + W@[39, 0]:13 + W@[40, 0]:7 + MB@[42, 0]:7 + MB@[43, 0]:28 + MB@[44, 0]:25 + KB@[46, 0]:4",52
146,1000369,AS066,3033431,p45,"MB@[24, 3]:17",3,17,2,"52, 53","W@[52, 3]:12 + MB@[53, 3]:5",92
147,1000369,AS066,3033454,p68,"W@[32, 0]:102",0,102,6,"40, 42, 43, 44, 46, 48","W@[40, 0]:7 + MB@[42, 0]:7 + MB@[43, 0]:28 + MB@[44, 0]:25 + KB@[46, 0]:4 + W@[48, 0]:31",35
148,1000369,AS066,3033457,p71,"MB@[33, 2]:12",2,12,2,"40, 42","W@[40, 2]:6 + MB@[42, 2]:6",24
149,1000369,AS066,3033465,p79,"W@[36, 1]:12",1,12,2,"40, 42","W@[40, 1]:6 + MB@[42, 1]:6",16
150,1000369,AS066,3033467,p81,"W@[36, 3]:12",3,12,2,"40, 42","W@[40, 3]:6 + MB@[42, 3]:6",16
151,1000369,AS066,3033472,p86,"W@[38, 0]:14",0,14,2,"40, 42","W@[40, 0]:7 + MB@[42, 0]:7",7
152,1000369,AS066,3033486,p100,"MB@[43, 0]:28",0,28,3,"50, 52, 53","MB@[50, 0]:10 + @[52, 0]:13 + MB@[53, 0]:5",32
153,1000369,AS066,3033488,p102,"MB@[43, 2]:29",2,29,2,"44, 46","MB@[44, 2]:25 + MB@[46, 2]:4",7
154,1000369,AS066,3033494,p108,"@[44, 3]:25",3,25,2,"55, 57","MB@[55, 3]:19 + KB@[57, 3]:6",45
155,1000369,AS066,3033504,p118,"W@[48, 0]:31",0,31,2,"55, 57","MB@[55, 0]:25 + KB@[57, 0]:6",31
