,khipu_id,name,cord_id,cord_name,cord_position,cord_position_index,cord_value,num_summands,summand_cluster_positions,sum_string,handedness
2774,1000608,UR267A,3053882,p37,"W@[13, 0]:215",0,215,3,"22, 23, 24","W@[22, 0]:70 + W@[23, 0]:82 + W@[24, 0]:63",28
2775,1000608,UR267A,3053890,p45,"AB@[15, 2]:172",2,172,3,"22, 23, 24","W@[22, 2]:55 + W@[23, 2]:77 + AB@[24, 2]:40",22
2776,1000608,UR267A,3053891,p46,"W@[16, 0]:141",0,141,3,"24, 25, 26","W@[24, 0]:63 + W@[25, 0]:34 + W@[26, 0]:44",25
2777,1000608,UR267A,3053858,p13,"AB:MB@[4, 2]:191",2,191,4,"22, 23, 24, 25","W@[22, 2]:55 + W@[23, 2]:77 + AB@[24, 2]:40 + W@[25, 2]:19",56
2778,1000608,UR267A,3053871,p26,"W@[9, 0]:141",0,141,3,"24, 25, 26","W@[24, 0]:63 + W@[25, 0]:34 + W@[26, 0]:44",45
2779,1000608,UR267A,3053882,p37,"W@[13, 0]:215",0,215,3,"22, 23, 24","W@[22, 0]:70 + W@[23, 0]:82 + W@[24, 0]:63",28
2780,1000608,UR267A,3053890,p45,"AB@[15, 2]:172",2,172,3,"22, 23, 24","W@[22, 2]:55 + W@[23, 2]:77 + AB@[24, 2]:40",22
2781,1000608,UR267A,3053891,p46,"W@[16, 0]:141",0,141,3,"24, 25, 26","W@[24, 0]:63 + W@[25, 0]:34 + W@[26, 0]:44",25
2782,1000611,UR269,3054256,p23,"MB@[7, 3]:420",3,420,2,"5, 6","W-MB@[5, 3]:220 + W-MB@[6, 3]:200",-8
2783,1000611,UR269,3054345,p112,"W@[36, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-57
2784,1000611,UR269,3054382,p149,"W@[51, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-94
2785,1000611,UR269,3054477,p244,"AB@[89, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-189
2786,1000611,UR269,3054501,p268,"AB@[98, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-213
2787,1000611,UR269,3054246,p13,"W-MB@[5, 3]:220",3,220,2,"12, 15","MB@[12, 3]:200 + NB@[15, 3]:20",40
2788,1000611,UR269,3054258,p25,"W@[8, 0]:2360",0,2360,2,"53, 55","W@[53, 0]:712 + W@[55, 0]:1648",132
2789,1000611,UR269,3054307,p74,"NB@[20, 1]:2700",1,2700,2,"27, 28","AB@[27, 1]:2500 + AB@[28, 1]:200",17
2790,1000611,UR269,3054427,p194,"NB@[69, 1]:2020",1,2020,2,"87, 98","AB@[87, 1]:20 + NB@[98, 1]:2000",61
2791,1000611,UR269,3054470,p237,"W@[86, 0]:2270",0,2270,2,"98, 99","AB@[98, 0]:2000 + W@[99, 0]:270",32
2792,1000611,UR269,3054256,p23,"MB@[7, 3]:420",3,420,2,"5, 6","W-MB@[5, 3]:220 + W-MB@[6, 3]:200",-8
2793,1000611,UR269,3054345,p112,"W@[36, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-57
2794,1000611,UR269,3054382,p149,"W@[51, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-94
2795,1000611,UR269,3054477,p244,"AB@[89, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-189
2796,1000611,UR269,3054501,p268,"AB@[98, 0]:2000",0,2000,2,"14, 15","W@[14, 0]:1600 + W@[15, 0]:400",-213
2797,1000611,UR269,3054246,p13,"W-MB@[5, 3]:220",3,220,2,"12, 15","MB@[12, 3]:200 + NB@[15, 3]:20",40
2798,1000611,UR269,3054258,p25,"W@[8, 0]:2360",0,2360,2,"53, 55","W@[53, 0]:712 + W@[55, 0]:1648",132
2799,1000611,UR269,3054307,p74,"NB@[20, 1]:2700",1,2700,2,"27, 28","AB@[27, 1]:2500 + AB@[28, 1]:200",17
2800,1000611,UR269,3054427,p194,"NB@[69, 1]:2020",1,2020,2,"87, 98","AB@[87, 1]:20 + NB@[98, 1]:2000",61
2801,1000611,UR269,3054470,p237,"W@[86, 0]:2270",0,2270,2,"98, 99","AB@[98, 0]:2000 + W@[99, 0]:270",32
2802,1000612,UR270,3054711,p145,"W@[23, 6]:220",6,220,2,"0, 4","W@[0, 6]:100 + W@[4, 6]:120",-130
2803,1000612,UR270,3054622,p56,"W@[9, 1]:185",1,185,3,"21, 23, 24","W@[21, 1]:77 + W@[23, 1]:68 + W@[24, 1]:40",82
2804,1000612,UR270,3054711,p145,"W@[23, 6]:220",6,220,2,"0, 4","W@[0, 6]:100 + W@[4, 6]:120",-130
2805,1000612,UR270,3054622,p56,"W@[9, 1]:185",1,185,3,"21, 23, 24","W@[21, 1]:77 + W@[23, 1]:68 + W@[24, 1]:40",82
2806,1000614,UR272,3055117,p78,"W@[13, 5]:7",5,7,2,"11, 12","W-NB@[11, 5]:2 + YB@[12, 5]:5",-12
2807,1000614,UR272,3055171,p132,"W@[20, 1]:11",1,11,4,"12, 13, 15, 17","W@[12, 1]:1 + W@[13, 1]:2 + W@[15, 1]:4 + W@[17, 1]:4",-46
2808,1000614,UR272,3055181,p142,"AB@[22, 5]:14",5,14,3,"11, 12, 13","W-NB@[11, 5]:2 + YB@[12, 5]:5 + W@[13, 5]:7",-72
2809,1000614,UR272,3055040,p1,"W:MB@[0, 0]:6",0,6,2,"24, 25","W@[24, 0]:4 + AB@[25, 0]:2",166
2810,1000614,UR272,3055041,p2,"W:MB@[0, 1]:9",1,9,4,"10, 12, 13, 15","W@[10, 1]:2 + W@[12, 1]:1 + W@[13, 1]:2 + W@[15, 1]:4",67
2811,1000614,UR272,3055044,p5,"W:MB@[0, 4]:6",4,6,2,"17, 20","W@[17, 4]:2 + W@[20, 4]:4",124
2812,1000614,UR272,3055045,p6,"W:MB@[1, 0]:48",0,48,2,"13, 14","W@[13, 0]:33 + W@[14, 0]:15",70
2813,1000614,UR272,3055047,p8,"W:MB@[1, 2]:16",2,16,3,"13, 14, 15","W@[13, 2]:10 + W@[14, 2]:2 + W@[15, 2]:4",73
2814,1000614,UR272,3055048,p9,"W:MB@[1, 3]:24",3,24,5,"13, 14, 15, 20, 24","W@[13, 3]:5 + W@[14, 3]:8 + W@[15, 3]:4 + W@[20, 3]:5 + AB@[24, 3]:2",100
2815,1000614,UR272,3055086,p47,"YB@[8, 0]:6",0,6,2,"24, 25","W@[24, 0]:4 + AB@[25, 0]:2",120
2816,1000614,UR272,3055097,p58,"NB@[11, 0]:28",0,28,4,"20, 22, 23, 24","W@[20, 0]:10 + AB@[22, 0]:4 + AB@[23, 0]:10 + W@[24, 0]:4",90
2817,1000614,UR272,3055107,p68,"YB@[12, 4]:6",4,6,2,"17, 20","W@[17, 4]:2 + W@[20, 4]:4",61
2818,1000614,UR272,3055158,p119,"W@[17, 0]:6",0,6,2,"24, 25","W@[24, 0]:4 + AB@[25, 0]:2",48
2819,1000614,UR272,3055117,p78,"W@[13, 5]:7",5,7,2,"11, 12","W-NB@[11, 5]:2 + YB@[12, 5]:5",-12
2820,1000614,UR272,3055171,p132,"W@[20, 1]:11",1,11,4,"12, 13, 15, 17","W@[12, 1]:1 + W@[13, 1]:2 + W@[15, 1]:4 + W@[17, 1]:4",-46
2821,1000614,UR272,3055181,p142,"AB@[22, 5]:14",5,14,3,"11, 12, 13","W-NB@[11, 5]:2 + YB@[12, 5]:5 + W@[13, 5]:7",-72
2822,1000614,UR272,3055040,p1,"W:MB@[0, 0]:6",0,6,2,"24, 25","W@[24, 0]:4 + AB@[25, 0]:2",166
2823,1000614,UR272,3055041,p2,"W:MB@[0, 1]:9",1,9,4,"10, 12, 13, 15","W@[10, 1]:2 + W@[12, 1]:1 + W@[13, 1]:2 + W@[15, 1]:4",67
2824,1000614,UR272,3055044,p5,"W:MB@[0, 4]:6",4,6,2,"17, 20","W@[17, 4]:2 + W@[20, 4]:4",124
2825,1000614,UR272,3055045,p6,"W:MB@[1, 0]:48",0,48,2,"13, 14","W@[13, 0]:33 + W@[14, 0]:15",70
2826,1000614,UR272,3055047,p8,"W:MB@[1, 2]:16",2,16,3,"13, 14, 15","W@[13, 2]:10 + W@[14, 2]:2 + W@[15, 2]:4",73
2827,1000614,UR272,3055048,p9,"W:MB@[1, 3]:24",3,24,5,"13, 14, 15, 20, 24","W@[13, 3]:5 + W@[14, 3]:8 + W@[15, 3]:4 + W@[20, 3]:5 + AB@[24, 3]:2",100
2828,1000614,UR272,3055086,p47,"YB@[8, 0]:6",0,6,2,"24, 25","W@[24, 0]:4 + AB@[25, 0]:2",120
2829,1000614,UR272,3055097,p58,"NB@[11, 0]:28",0,28,4,"20, 22, 23, 24","W@[20, 0]:10 + AB@[22, 0]:4 + AB@[23, 0]:10 + W@[24, 0]:4",90
2830,1000614,UR272,3055107,p68,"YB@[12, 4]:6",4,6,2,"17, 20","W@[17, 4]:2 + W@[20, 4]:4",61
2831,1000614,UR272,3055158,p119,"W@[17, 0]:6",0,6,2,"24, 25","W@[24, 0]:4 + AB@[25, 0]:2",48
2832,1000615,UR273A,3055450,p48,"W@[17, 0]:672",0,672,3,"25, 26, 28","W@[25, 0]:263 + W@[26, 0]:100 + W@[28, 0]:309",23
2833,1000615,UR273A,3055450,p48,"W@[17, 0]:672",0,672,3,"25, 26, 28","W@[25, 0]:263 + W@[26, 0]:100 + W@[28, 0]:309",23
2834,1000617,UR274A,3055617,p1,"W@[0, 0]:280",0,280,3,"26, 29, 30","LG@[26, 0]:143 + LG@[29, 0]:73 + 0G@[30, 0]:64",76
2835,1000617,UR274A,3055617,p1,"W@[0, 0]:280",0,280,3,"26, 29, 30","LG@[26, 0]:143 + LG@[29, 0]:73 + 0G@[30, 0]:64",76
2836,1000622,UR277,3056080,p76,"W@[10, 0]:33",0,33,2,"5, 6","AB@[5, 0]:20 + AB@[6, 0]:13",-36
2837,1000622,UR277,3056083,p79,"AB@[10, 3]:29",3,29,2,"5, 6","AB@[5, 3]:19 + NB@[6, 3]:10",-36
2838,1000622,UR277,3056120,p116,"W@[14, 0]:33",0,33,2,"5, 6","AB@[5, 0]:20 + AB@[6, 0]:13",-76
2839,1000622,UR277,3056122,p118,"W@[14, 2]:31",2,31,2,"5, 6","AB@[5, 2]:17 + NB@[6, 2]:14",-76
2840,1000622,UR277,3056017,p13,"AB@[2, 9]:18",9,18,2,"11, 13","W@[11, 9]:10 + W@[13, 9]:8",90
2841,1000622,UR277,3056061,p57,"W@[8, 1]:28",1,28,2,"16, 17","W@[16, 1]:18 + W@[17, 1]:10",84
2842,1000622,UR277,3056078,p74,"W@[9, 6]:23",6,23,2,"13, 14","W@[13, 6]:2 + W@[14, 6]:21",41
2843,1000622,UR277,3056080,p76,"W@[10, 0]:33",0,33,2,"16, 17","W@[16, 0]:20 + W@[17, 0]:13",64
2844,1000622,UR277,3056120,p116,"W@[14, 0]:33",0,33,2,"16, 17","W@[16, 0]:20 + W@[17, 0]:13",24
2845,1000622,UR277,3056080,p76,"W@[10, 0]:33",0,33,2,"5, 6","AB@[5, 0]:20 + AB@[6, 0]:13",-36
2846,1000622,UR277,3056083,p79,"AB@[10, 3]:29",3,29,2,"5, 6","AB@[5, 3]:19 + NB@[6, 3]:10",-36
2847,1000622,UR277,3056120,p116,"W@[14, 0]:33",0,33,2,"5, 6","AB@[5, 0]:20 + AB@[6, 0]:13",-76
2848,1000622,UR277,3056122,p118,"W@[14, 2]:31",2,31,2,"5, 6","AB@[5, 2]:17 + NB@[6, 2]:14",-76
2849,1000622,UR277,3056017,p13,"AB@[2, 9]:18",9,18,2,"11, 13","W@[11, 9]:10 + W@[13, 9]:8",90
2850,1000622,UR277,3056061,p57,"W@[8, 1]:28",1,28,2,"16, 17","W@[16, 1]:18 + W@[17, 1]:10",84
2851,1000622,UR277,3056078,p74,"W@[9, 6]:23",6,23,2,"13, 14","W@[13, 6]:2 + W@[14, 6]:21",41
2852,1000622,UR277,3056080,p76,"W@[10, 0]:33",0,33,2,"16, 17","W@[16, 0]:20 + W@[17, 0]:13",64
2853,1000622,UR277,3056120,p116,"W@[14, 0]:33",0,33,2,"16, 17","W@[16, 0]:20 + W@[17, 0]:13",24
2854,1000623,UR278,3056285,p34,"NB@[3, 6]:353",6,353,3,"30, 31, 32","W@[30, 6]:142 + W@[31, 6]:91 + W@[32, 6]:120",222
2855,1000623,UR278,3056359,p108,"AB@[11, 8]:418",8,418,2,"19, 21","AB@[19, 8]:231 + W@[21, 8]:187",75
2856,1000623,UR278,3056285,p34,"NB@[3, 6]:353",6,353,3,"30, 31, 32","W@[30, 6]:142 + W@[31, 6]:91 + W@[32, 6]:120",222
2857,1000623,UR278,3056359,p108,"AB@[11, 8]:418",8,418,2,"19, 21","AB@[19, 8]:231 + W@[21, 8]:187",75
2858,1000650,UR283,3058365,p69,"W@[6, 3]:9",3,9,4,"0, 1, 2, 4","AB@[0, 3]:4 + AB@[1, 3]:1 + KB@[2, 3]:3 + W@[4, 3]:1",-47
2859,1000650,UR283,3058367,p71,"W:MB@[6, 5]:8",5,8,2,"1, 4","W@[1, 5]:7 + W-BY@[4, 5]:1",-41
2860,1000650,UR283,3058379,p83,"W@[7, 4]:11",4,11,2,"5, 6","LB@[5, 4]:1 + W-MB@[6, 4]:10",-22
2861,1000650,UR283,3058407,p111,"YB@[10, 1]:14",1,14,3,"1, 4, 5","W@[1, 1]:1 + AB@[4, 1]:11 + AB@[5, 1]:2",-78
2862,1000650,UR283,3058408,p112,"YB@[10, 2]:14",2,14,2,"2, 4","MB@[2, 2]:3 + W-MB@[4, 2]:11",-81
2863,1000650,UR283,3058409,p113,"YB@[10, 3]:14",3,14,2,"7, 8","W@[7, 3]:12 + YB@[8, 3]:2",-28
2864,1000650,UR283,3058412,p116,"YB@[10, 6]:14",6,14,3,"5, 6, 9","W@[5, 6]:1 + BG:MB@[6, 6]:9 + W-AB@[9, 6]:4",-42
2865,1000650,UR283,3058413,p117,"YB@[10, 7]:14",7,14,4,"0, 4, 5, 6","W-MB@[0, 7]:2 + W@[4, 7]:1 + W@[5, 7]:1 + W@[6, 7]:10",-74
2866,1000650,UR283,3058414,p118,"YB@[10, 8]:14",8,14,2,"6, 9","AB@[6, 8]:9 + YB@[9, 8]:5",-32
2867,1000650,UR283,3058456,p160,"BG@[12, 3]:17",3,17,3,"8, 9, 10","YB@[8, 3]:2 + KB@[9, 3]:1 + YB@[10, 3]:14",-62
2868,1000650,UR283,3058462,p166,"MB@[14, 1]:6",1,6,2,"8, 9","W:BG@[8, 1]:4 + AB@[9, 1]:2",-78
2869,1000650,UR283,3058475,p179,"MB@[15, 5]:8",5,8,2,"1, 4","W@[1, 5]:7 + W-BY@[4, 5]:1",-149
2870,1000650,UR283,3058297,p1,"W@[0, 0]:7",0,7,2,"8, 9","W:MB@[8, 0]:4 + W@[9, 0]:3",86
2871,1000650,UR283,3058328,p32,"AB@[4, 1]:11",1,11,2,"7, 8","W@[7, 1]:7 + W:BG@[8, 1]:4",51
2872,1000650,UR283,3058341,p45,"AB@[4, 14]:8",14,8,2,"5, 9","BG@[5, 14]:5 + KB@[9, 14]:3",38
2873,1000650,UR283,3058365,p69,"W@[6, 3]:9",3,9,4,"0, 1, 2, 4","AB@[0, 3]:4 + AB@[1, 3]:1 + KB@[2, 3]:3 + W@[4, 3]:1",-47
2874,1000650,UR283,3058367,p71,"W:MB@[6, 5]:8",5,8,2,"1, 4","W@[1, 5]:7 + W-BY@[4, 5]:1",-41
2875,1000650,UR283,3058379,p83,"W@[7, 4]:11",4,11,2,"5, 6","LB@[5, 4]:1 + W-MB@[6, 4]:10",-22
2876,1000650,UR283,3058407,p111,"YB@[10, 1]:14",1,14,3,"1, 4, 5","W@[1, 1]:1 + AB@[4, 1]:11 + AB@[5, 1]:2",-78
2877,1000650,UR283,3058408,p112,"YB@[10, 2]:14",2,14,2,"2, 4","MB@[2, 2]:3 + W-MB@[4, 2]:11",-81
2878,1000650,UR283,3058409,p113,"YB@[10, 3]:14",3,14,2,"7, 8","W@[7, 3]:12 + YB@[8, 3]:2",-28
2879,1000650,UR283,3058412,p116,"YB@[10, 6]:14",6,14,3,"5, 6, 9","W@[5, 6]:1 + BG:MB@[6, 6]:9 + W-AB@[9, 6]:4",-42
2880,1000650,UR283,3058413,p117,"YB@[10, 7]:14",7,14,4,"0, 4, 5, 6","W-MB@[0, 7]:2 + W@[4, 7]:1 + W@[5, 7]:1 + W@[6, 7]:10",-74
2881,1000650,UR283,3058414,p118,"YB@[10, 8]:14",8,14,2,"6, 9","AB@[6, 8]:9 + YB@[9, 8]:5",-32
2882,1000650,UR283,3058456,p160,"BG@[12, 3]:17",3,17,3,"8, 9, 10","YB@[8, 3]:2 + KB@[9, 3]:1 + YB@[10, 3]:14",-62
2883,1000650,UR283,3058462,p166,"MB@[14, 1]:6",1,6,2,"8, 9","W:BG@[8, 1]:4 + AB@[9, 1]:2",-78
2884,1000650,UR283,3058475,p179,"MB@[15, 5]:8",5,8,2,"1, 4","W@[1, 5]:7 + W-BY@[4, 5]:1",-149
2885,1000650,UR283,3058297,p1,"W@[0, 0]:7",0,7,2,"8, 9","W:MB@[8, 0]:4 + W@[9, 0]:3",86
2886,1000650,UR283,3058328,p32,"AB@[4, 1]:11",1,11,2,"7, 8","W@[7, 1]:7 + W:BG@[8, 1]:4",51
2887,1000650,UR283,3058341,p45,"AB@[4, 14]:8",14,8,2,"5, 9","BG@[5, 14]:5 + KB@[9, 14]:3",38
2888,1000654,UR287,3058583,p47,"NB@[3, 8]:6",8,6,2,"1, 2","AB@[1, 8]:1 + KB@[2, 8]:5",-18
2889,1000654,UR287,3058551,p15,"BG@[1, 4]:6",4,6,2,"2, 3","AB@[2, 4]:1 + W-KB@[3, 4]:5",24
2890,1000654,UR287,3058583,p47,"NB@[3, 8]:6",8,6,2,"1, 2","AB@[1, 8]:1 + KB@[2, 8]:5",-18
2891,1000654,UR287,3058551,p15,"BG@[1, 4]:6",4,6,2,"2, 3","AB@[2, 4]:1 + W-KB@[3, 4]:5",24
2892,1000658,UR291A,3058765,p100,"NB:MB@[9, 4]:7",4,7,2,"6, 8","W:BG@[6, 4]:4 + AB:NB@[8, 4]:3",-20
2893,1000658,UR291A,3058806,p141,"W:NB@[13, 4]:7",4,7,2,"6, 8","W:BG@[6, 4]:4 + AB:NB@[8, 4]:3",-61
2894,1000658,UR291A,3058672,p7,"KB@[0, 6]:11",6,11,2,"2, 3","W-BG@[2, 6]:7 + W@[3, 6]:4",26
2895,1000658,UR291A,3058674,p9,"W@[0, 8]:23",8,23,3,"7, 9, 10","W@[7, 8]:16 + W-BG@[9, 8]:3 + AB:MB@[10, 8]:4",92
2896,1000658,UR291A,3058683,p18,"W@[1, 6]:6",6,6,2,"11, 12","KB@[11, 6]:4 + W:NB@[12, 6]:2",111
2897,1000658,UR291A,3058690,p25,"GL@[2, 3]:17",3,17,6,"8, 9, 10, 11, 12, 13","GL@[8, 3]:2 + GL@[9, 3]:2 + W:GL:KB@[10, 3]:1 + W:GL:KB@[11, 3]:1 + GL@[12, 3]:10 + GL:MB@[13, 3]:1",90
2898,1000658,UR291A,3058701,p36,"GL@[3, 3]:7",3,7,4,"7, 8, 9, 10","W:AB:GL@[7, 3]:2 + GL@[8, 3]:2 + GL@[9, 3]:2 + W:GL:KB@[10, 3]:1",58
2899,1000658,UR291A,3058765,p100,"NB:MB@[9, 4]:7",4,7,2,"11, 12","W:NB@[11, 4]:3 + AB:NB@[12, 4]:4",27
2900,1000658,UR291A,3058765,p100,"NB:MB@[9, 4]:7",4,7,2,"6, 8","W:BG@[6, 4]:4 + AB:NB@[8, 4]:3",-20
2901,1000658,UR291A,3058806,p141,"W:NB@[13, 4]:7",4,7,2,"6, 8","W:BG@[6, 4]:4 + AB:NB@[8, 4]:3",-61
2902,1000658,UR291A,3058672,p7,"KB@[0, 6]:11",6,11,2,"2, 3","W-BG@[2, 6]:7 + W@[3, 6]:4",26
2903,1000658,UR291A,3058674,p9,"W@[0, 8]:23",8,23,3,"7, 9, 10","W@[7, 8]:16 + W-BG@[9, 8]:3 + AB:MB@[10, 8]:4",92
2904,1000658,UR291A,3058683,p18,"W@[1, 6]:6",6,6,2,"11, 12","KB@[11, 6]:4 + W:NB@[12, 6]:2",111
2905,1000658,UR291A,3058690,p25,"GL@[2, 3]:17",3,17,6,"8, 9, 10, 11, 12, 13","GL@[8, 3]:2 + GL@[9, 3]:2 + W:GL:KB@[10, 3]:1 + W:GL:KB@[11, 3]:1 + GL@[12, 3]:10 + GL:MB@[13, 3]:1",90
2906,1000658,UR291A,3058701,p36,"GL@[3, 3]:7",3,7,4,"7, 8, 9, 10","W:AB:GL@[7, 3]:2 + GL@[8, 3]:2 + GL@[9, 3]:2 + W:GL:KB@[10, 3]:1",58
2907,1000658,UR291A,3058765,p100,"NB:MB@[9, 4]:7",4,7,2,"11, 12","W:NB@[11, 4]:3 + AB:NB@[12, 4]:4",27
2908,6000004,AS005,6001116,p40,"MB@[10, 1]:11",1,11,5,"1, 2, 3, 4, 5","W:MB@[1, 1]:2 + W:MB@[2, 1]:5 + LB@[3, 1]:1 + W:MB@[4, 1]:1 + W:MB@[5, 1]:2",-27
2909,6000004,AS005,6001116,p40,"MB@[10, 1]:11",1,11,5,"1, 2, 3, 4, 5","W:MB@[1, 1]:2 + W:MB@[2, 1]:5 + LB@[3, 1]:1 + W:MB@[4, 1]:1 + W:MB@[5, 1]:2",-27
2910,6000006,AS007,6001265,p38,"DB@[11, 0]:7",0,7,2,"2, 4","W:PB@[2, 0]:3 + W:GR@[4, 0]:4",-27
2911,6000006,AS007,6001268,p41,"W:DB@[12, 0]:26",0,26,5,"2, 4, 6, 7, 8","W:PB@[2, 0]:3 + W:GR@[4, 0]:4 + W:DB@[6, 0]:5 + DB@[7, 0]:8 + DB@[8, 0]:6",-22
2912,6000006,AS007,6001284,p57,"W:GR@[15, 0]:17",0,17,3,"4, 6, 7","W:GR@[4, 0]:4 + W:DB@[6, 0]:5 + DB@[7, 0]:8",-37
2913,6000006,AS007,6001286,p59,"W:DB@[16, 1]:59",1,59,3,"2, 4, 6","W:PB@[2, 1]:9 + W:GR@[4, 1]:47 + W:DB@[6, 1]:3",-44
2914,6000006,AS007,6001294,p67,"W:MB@[18, 1]:56",1,56,2,"2, 4","W:PB@[2, 1]:9 + W:GR@[4, 1]:47",-56
2915,6000006,AS007,6001298,p71,"W:MB@[18, 5]:16",5,16,2,"12, 14","DB@[12, 5]:15 + MB@[14, 5]:1",-20
2916,6000006,AS007,6001301,p74,"W:MB@[19, 0]:16",0,16,4,"7, 8, 9, 10","DB@[7, 0]:8 + DB@[8, 0]:6 + DB@[9, 0]:1 + DB@[10, 0]:1",-45
2917,6000006,AS007,6001302,p75,"W:GR@[20, 0]:18",0,18,3,"0, 2, 4","LB@[0, 0]:11 + W:PB@[2, 0]:3 + W:GR@[4, 0]:4",-68
2918,6000006,AS007,6001304,p77,"W:GR@[20, 2]:48",2,48,7,"4, 6, 8, 9, 11, 13, 14","W:GR@[4, 2]:17 + W:DB@[6, 2]:24 + DB@[8, 2]:1 + DB@[9, 2]:2 + W:DB@[11, 2]:2 + LB@[13, 2]:1 + MB@[14, 2]:1",-43
2919,6000006,AS007,6001305,p78,"W:GR@[20, 3]:15",3,15,2,"14, 16","MB@[14, 3]:5 + DB@[16, 3]:10",-21
2920,6000006,AS007,6001309,p82,"W:MB@[22, 0]:14",0,14,2,"0, 2","LB@[0, 0]:11 + W:PB@[2, 0]:3",-78
2921,6000006,AS007,6001311,p84,"W:MB@[22, 2]:44",2,44,4,"4, 6, 8, 9","W:GR@[4, 2]:17 + W:DB@[6, 2]:24 + DB@[8, 2]:1 + DB@[9, 2]:2",-59
2922,6000006,AS007,6001313,p86,"W:MB@[22, 4]:8",4,8,3,"0, 2, 4","W:MB@[0, 4]:3 + RM:GR@[2, 4]:2 + W:MB@[4, 4]:3",-75
2923,6000006,AS007,6001317,p90,"W:MB@[24, 1]:6",1,6,2,"13, 14","W@[13, 1]:1 + MB@[14, 1]:5",-40
2924,6000006,AS007,6001321,p94,"W@[24, 5]:28",5,28,3,"2, 4, 12","RM:GR@[2, 5]:3 + W:MB@[4, 5]:10 + DB@[12, 5]:15",-68
2925,6000006,AS007,6001324,p97,"MB@[26, 0]:11",0,11,2,"14, 18","MB@[14, 0]:6 + W:MB@[18, 0]:5",-38
2926,6000006,AS007,6001326,p99,"MB@[26, 2]:48",2,48,7,"4, 6, 8, 9, 11, 13, 14","W:GR@[4, 2]:17 + W:DB@[6, 2]:24 + DB@[8, 2]:1 + DB@[9, 2]:2 + W:DB@[11, 2]:2 + LB@[13, 2]:1 + MB@[14, 2]:1",-65
2927,6000006,AS007,6001344,p117,"W:MB@[30, 3]:8",3,8,2,"6, 8","W:DB@[6, 3]:5 + DB@[8, 3]:3",-90
2928,6000006,AS007,6001347,p120,"W@[31, 1]:9",1,9,4,"26, 28, 29, 30","MB@[26, 1]:4 + MB@[28, 1]:2 + W:MB@[29, 1]:1 + W:MB@[30, 1]:2",-13
2929,6000006,AS007,6001356,p129,"MB@[33, 0]:6",0,6,2,"29, 30","W:MB@[29, 0]:4 + W:MB@[30, 0]:2",-18
2930,6000006,AS007,6001357,p130,"MB@[33, 1]:6",1,6,2,"13, 14","W@[13, 1]:1 + MB@[14, 1]:5",-80
2931,6000006,AS007,6001364,p137,"W:MB@[34, 3]:13",3,13,3,"10, 12, 14","DB@[10, 3]:7 + MB@[12, 3]:1 + MB@[14, 3]:5",-92
2932,6000006,AS007,6001371,p144,"LB@[36, 1]:11",1,11,2,"30, 31","W:MB@[30, 1]:2 + W@[31, 1]:9",-27
2933,6000006,AS007,6001372,p145,"LB@[36, 2]:16",2,16,3,"13, 14, 18","LB@[13, 2]:1 + MB@[14, 2]:1 + W:MB@[18, 2]:14",-88
2934,6000006,AS007,6001373,p146,"W:MB@[36, 3]:18",3,18,4,"8, 9, 10, 12","DB@[8, 3]:3 + DB@[9, 3]:7 + DB@[10, 3]:7 + MB@[12, 3]:1",-110
2935,6000006,AS007,6001228,p1,"LB@[0, 0]:11",0,11,2,"14, 18","MB@[14, 0]:6 + W:MB@[18, 0]:5",58
2936,6000006,AS007,6001229,p2,"LB@[0, 1]:42",1,42,4,"20, 22, 24, 26","W:GR@[20, 1]:13 + W:MB@[22, 1]:19 + W:MB@[24, 1]:6 + MB@[26, 1]:4",85
2937,6000006,AS007,6001230,p3,"MB@[0, 2]:15",2,15,2,"14, 18","MB@[14, 2]:1 + W:MB@[18, 2]:14",58
2938,6000006,AS007,6001231,p4,"W:MB@[0, 3]:34",3,34,3,"30, 31, 32","W:MB@[30, 3]:8 + W:MB@[31, 3]:24 + W:LB@[32, 3]:2",118
2939,6000006,AS007,6001235,p8,"W:PB@[2, 1]:9",1,9,2,"33, 34","MB@[33, 1]:6 + W:MB@[34, 1]:3",125
2940,6000006,AS007,6001237,p10,"RM:GR@[2, 3]:6",3,6,2,"12, 14","MB@[12, 3]:1 + MB@[14, 3]:5",39
2941,6000006,AS007,6001242,p15,"W:GR@[4, 1]:47",1,47,7,"20, 22, 24, 26, 28, 29, 30","W:GR@[20, 1]:13 + W:MB@[22, 1]:19 + W:MB@[24, 1]:6 + MB@[26, 1]:4 + MB@[28, 1]:2 + W:MB@[29, 1]:1 + W:MB@[30, 1]:2",82
