,id,name,has_decreasing_clusters,num_decreasing_clusters,moment,decreasing_cluster_indices,mean
467,1000511,UR200,False,0,0.0,,0
468,1000512,UR201,False,0,0.0,,0
469,1000513,UR202,False,0,0.0,,0
470,1000514,UR203,False,0,0.0,,0
471,1000515,UR204,True,1,-6.0,1,32.0
472,1000516,UR205,False,0,0.0,,0
473,1000517,UR206,False,0,0.0,,0
474,1000518,UR207,False,0,0.0,,0
475,1000519,UR208,True,6,6.5,"12, 15, 17, 27, 28, 30",17.5
476,1000520,UR209,False,0,0.0,,0
477,1000521,UR210,False,0,0.0,,0
478,1000522,UR211,False,0,0.0,,0
479,1000523,UR212,True,1,6.0,13,17.0
480,1000524,UR213,False,0,0.0,,0
481,1000525,UR214,False,0,0.0,,0
482,1000526,UR215,False,0,0.0,,0
483,1000527,UR216,False,0,0.0,,0
484,1000528,UR217,False,0,0.0,,0
485,1000529,UR218,False,0,0.0,,0
486,1000530,UR219,False,0,0.0,,0
487,1000531,UR220,False,0,0.0,,0
488,1000533,UR222,False,0,0.0,,0
489,1000534,UR223,False,0,0.0,,0
490,1000535,UR225,False,0,0.0,,0
491,1000536,UR226,False,0,0.0,,0
492,1000537,UR227,False,0,0.0,,0
493,1000538,UR228,False,0,0.0,,0
494,1000539,UR229,False,0,0.0,,0
495,1000540,UR230,False,0,0.0,,0
496,1000541,UR231,True,4,-0.75,"27, 30, 41, 55",18.5
497,1000542,UR232,True,1,8.5,18,15.0
498,1000543,UR233,False,0,0.0,,0
499,1000544,UR234,False,0,0.0,,0
500,1000545,UR235,False,0,0.0,,0
501,1000551,UR237,True,1,5.5,11,30.0
502,1000552,UR238,False,0,0.0,,0
503,1000553,UR239,False,0,0.0,,0
504,1000554,UR240,False,0,0.0,,0
505,1000549,UR241,False,0,0.0,,0
506,1000547,UR242,False,0,0.0,,0
507,1000548,UR243,False,0,0.0,,0
508,1000555,UR244,True,1,-2.5,2,17.0
509,1000550,UR245,False,0,0.0,,0
510,1000556,UR246,False,0,0.0,,0
511,1000558,UR247,False,0,0.0,,0
512,1000559,UR248,False,0,0.0,,0
513,1000560,UR249,False,0,0.0,,0
514,1000561,UR250,False,0,0.0,,0
515,1000589,UR251,False,0,0.0,,0
516,1000590,UR252,False,0,0.0,,0
517,1000592,UR254,False,0,0.0,,0
518,1000597,UR255,False,0,0.0,,0
519,1000598,UR256,False,0,0.0,,0
520,1000595,UR257,False,0,0.0,,0
521,1000599,UR258,False,0,0.0,,0
522,1000600,UR259,False,0,0.0,,0
523,1000601,UR260,False,0,0.0,,0
524,1000602,UR261,False,0,0.0,,0
525,1000603,UR262,False,0,0.0,,0
526,1000604,UR263,True,6,-11.667,"3, 5, 11, 20, 25, 40",3.667
527,1000605,UR264,False,0,0.0,,0
528,1000606,UR265,False,0,0.0,,0
529,1000607,UR266,False,0,0.0,,0
530,1000608,UR267A,False,0,0.0,,0
531,1000609,UR267B,False,0,0.0,,0
532,1000610,UR268,False,0,0.0,,0
533,1000611,UR269,True,1,34.5,87,21.0
534,1000612,UR270,True,1,-7.5,4,148.0
535,1000613,UR271,True,1,-1.0,0,202.0
536,1000614,UR272,True,1,12.0,24,2.0
537,1000615,UR273A,False,0,0.0,,0
538,1000616,UR273B,False,0,0.0,,0
539,1000617,UR274A,False,0,0.0,,0
540,1000618,UR274B,False,0,0.0,,0
541,1000619,UR275,False,0,0.0,,0
542,1000620,UR276,False,0,0.0,,0
543,1000622,UR277,False,0,0.0,,0
544,1000623,UR278,True,2,-4.0,"2, 25",184.0
545,1000621,UR279,False,0,0.0,,0
546,1000649,UR282,True,1,0.5,2,15.0
547,1000650,UR283,False,0,0.0,,0
548,1000651,UR284,False,0,0.0,,0
549,1000652,UR285,False,0,0.0,,0
550,1000653,UR286,False,0,0.0,,0
551,1000654,UR287,False,0,0.0,,0
552,1000655,UR288,False,0,0.0,,0
553,1000656,UR289,False,0,0.0,,0
554,1000657,UR290,False,0,0.0,,0
555,1000658,UR291A,False,0,0.0,,0
556,1000660,UR293,False,0,0.0,,0
557,1000661,UR294,False,0,0.0,,0
558,6000000,AS001,False,0,0.0,,0
559,6000001,AS002,False,0,0.0,,0
560,6000002,AS003,False,0,0.0,,0
561,6000003,AS004,False,0,0.0,,0
562,6000004,AS005,False,0,0.0,,0
