,khipu_id,name,cord_id,cord_name,cord_position,cord_position_index,parent_cord_position,cord_value,cord_color,num_summands,sum_string,handedness
11,1000235,AS036,3018988,p1s1,"W@[0, 0, 0]:624","(0, 0)","RD@[0, 0]:0",624,W,36,"BB@[2, 1]:2 + CB@[2, 2]:10 + CB@[2, 3]:14 + W@[2, 4]:110 + RD:KG@[2, 5]:22 + BB@[2, 6]:20 + BB@[2, 8]:20 + W@[2, 9]:20 + RD:KG@[2, 10]:20 + KG@[2, 11]:10 + CB@[2, 12]:6 + SB@[3, 0]:10 + W:G@[3, 1]:8 + BB@[3, 2]:20 + SB@[3, 3]:4 + RD@[3, 5]:6 + BB@[3, 6]:20 + W:G@[3, 7]:2 + BB@[3, 8]:20 + SB:BB@[3, 9]:10 + BB@[3, 10]:20 + RD@[4, 0]:10 + W@[4, 1]:10 + W@[4, 2]:4 + W@[4, 3]:20 + RD@[4, 4]:30 + W@[4, 5]:20 + RD@[4, 6]:10 + BB@[4, 7]:10 + BB@[4, 8]:10 + BB@[4, 9]:10 + BB@[4, 10]:6 + G@[4, 11]:20 + G@[4, 12]:30 + W@[5, 0]:26 + W@[5, 1]:34",35
12,1000211,AS043,3018160,p10s1,"BS@[1, 1, 0]:17","(1, 0)","W@[1, 1]:56",17,BS,5,"W@[0, 1]:4 + DB@[0, 2]:3 + B@[0, 3]:2 + W@[0, 4]:4 + B:BB@[0, 5]:4",-6
13,1000211,AS043,3018160,p10s1,"BS@[1, 1, 0]:17","(1, 0)","W@[1, 1]:56",17,BS,6,"W@[2, 1]:3 + B@[2, 2]:3 + W:B@[2, 4]:2 + W:BB@[2, 5]:3 + B@[2, 6]:4 + W@[2, 7]:2",13
14,1000345,AS044,3031433,p38s2,"LB@[10, 2, 1]:24","(2, 1)","W:LB@[10, 2]:34",24,LB,3,"W:LB@[2, 3]:17 + W:LB@[2, 4]:4 + W:LB@[2, 5]:3",-26
15,1000345,AS044,3031435,p39s2,"LB@[10, 3, 1]:15","(3, 1)","W:LB@[10, 3]:100",15,LB,3,"W-B@[8, 3]:12 + W-B@[8, 4]:1 + W-B@[8, 5]:2",-6
16,1000345,AS044,3031410,p2s1,"B@[0, 1, 0]:36","(1, 0)","W:LB@[0, 1]:83",36,B,3,"W-B@[8, 4]:1 + W-B@[8, 5]:2 + W-B@[9, 0]:33",32
17,1000345,AS044,3031412,p2s3,"W@[0, 1, 2]:12","(1, 2)","W:LB@[0, 1]:83",12,W,3,"W:LB@[22, 3]:8 + W:LB@[22, 4]:1 + W:LB@[22, 5]:3",81
18,1000345,AS044,3031418,p3s3,"LB@[0, 2, 2]:37","(2, 2)","W:LB@[0, 2]:43",37,LB,3,"W@[4, 1]:10 + W@[4, 2]:7 + W@[4, 3]:20",14
19,1000345,AS044,3031421,p4s3,"LB@[0, 3, 2]:19","(3, 2)","W:LB@[0, 3]:160",19,LB,3,"W:LB@[6, 2]:2 + W:LB@[6, 3]:11 + W:LB@[6, 5]:6",21
20,1000345,AS044,3031430,p37s3,"W@[10, 1, 2]:12","(1, 2)","W:LB@[10, 1]:65",12,W,3,"W:LB@[22, 3]:8 + W:LB@[22, 4]:1 + W:LB@[22, 5]:3",46
21,1000345,AS044,3031433,p38s2,"LB@[10, 2, 1]:24","(2, 1)","W:LB@[10, 2]:34",24,LB,4,"W:LB@[14, 1]:4 + W:LB@[14, 2]:10 + W-LB@[15, 0]:2 + W-LB@[15, 1]:8",16
22,1000345,AS044,3031435,p39s2,"LB@[10, 3, 1]:15","(3, 1)","W:LB@[10, 3]:100",15,LB,3,"W:B@[14, 0]:1 + W:LB@[14, 1]:4 + W:LB@[14, 2]:10",13
23,1000212,AS045,3018208,p26s2,"B@[7, 4, 1]:25","(4, 1)","B@[7, 4]:110",25,B,3,"B@[4, 5]:5 + MB:LC@[5, 0]:13 + MB:LC@[5, 1]:7",-12
24,1000212,AS045,3018211,p29s1,"B@[8, 2, 0]:28","(2, 0)","B:LC@[8, 2]:26",28,B,4,"LC@[4, 3]:5 + B@[4, 4]:5 + B@[4, 5]:5 + MB:LC@[5, 0]:13",-16
25,1000212,AS045,3018205,p7s1,"W@[3, 1, 0]:18","(1, 0)","LC@[3, 1]:13",18,W,3,"B@[7, 1]:8 + B@[7, 2]:5 + B@[7, 3]:5",17
26,1000361,AS050,3032456,p17s1,"B@[0, 16, 0]:142","(16, 0)","B@[0, 16]:155",142,B,7,"BD@[9, 13]:2 + B@[9, 15]:5 + W:BD@[9, 17]:30 + BG@[10, 6]:60 + BD@[10, 13]:10 + W-BD@[10, 14]:5 + B@[10, 15]:30",176
27,1000361,AS050,3032458,p19s1,"B@[0, 18, 0]:1766","(18, 0)","W:BD@[0, 18]:3654",1766,B,21,"B@[11, 5]:11 + GY@[11, 7]:15 + BD@[11, 13]:10 + B@[11, 15]:20 + W:BD@[11, 17]:310 + W-B@[12, 1]:10 + W:B@[12, 2]:20 + GY@[12, 7]:10 + W:BD@[12, 17]:10 + W-B@[13, 1]:100 + W:B@[13, 2]:200 + GY@[13, 7]:10 + BD@[13, 13]:11 + B@[13, 15]:10 + W:BD@[13, 17]:700 + W-B@[14, 1]:80 + W:B@[14, 2]:210 + GY@[14, 7]:10 + B@[14, 9]:3 + BD@[14, 13]:6 + B@[14, 15]:10",224
28,1000361,AS050,3032461,p34s1,"B@[1, 14, 0]:39","(14, 0)","BD@[1, 14]:0",39,B,3,"W@[8, 12]:17 + BD@[8, 13]:12 + W-BD@[8, 15]:10",129
29,1000361,AS050,3032473,p59s1,"B@[2, 19, 0]:330","(19, 0)","W:BD@[2, 19]:2667",330,B,5,"GY@[12, 7]:10 + W:BD@[12, 17]:10 + W-B@[13, 1]:100 + W:B@[13, 2]:200 + GY@[13, 7]:10",182
30,1000179,AS054,3016673,p8s1,"YY@[2, 0, 0]:300","(0, 0)","YB@[2, 0]:0",300,YY,4,"YB@[2, 7]:50 + YB@[2, 8]:200 + YB@[3, 0]:25 + YB:DB@[3, 1]:25",9
31,1000179,AS054,3016675,p10s1,"YY@[2, 2, 0]:275","(2, 0)","YB@[2, 2]:22",275,YY,3,"YB@[2, 7]:50 + YB@[2, 8]:200 + YB@[3, 0]:25",6
32,1000096,AS069,3012299,p940s1,"W:BS@[80, 1, 0]:14","(1, 0)","W@[80, 1]:17",14,W:BS,3,"W@[60, 3]:2 + W@[60, 4]:5 + W@[62, 1]:7",-40
33,1000096,AS069,3012303,p941s1,"W-KB@[80, 2, 0]:163","(2, 0)","W@[80, 2]:0",163,W-KB,13,"W@[58, 4]:4 + W@[60, 3]:2 + W@[60, 4]:5 + W@[62, 1]:7 + W@[62, 4]:3 + W@[64, 1]:13 + W@[64, 4]:2 + W@[66, 3]:20 + W@[68, 1]:30 + W@[68, 2]:20 + W@[68, 3]:2 + W@[68, 4]:35 + W@[70, 2]:20",-57
34,1000096,AS069,3012304,p943s1,"W-FB@[80, 4, 0]:38","(4, 0)","W@[80, 4]:164",38,W-FB,4,"W@[62, 4]:3 + W@[64, 1]:13 + W@[64, 4]:2 + W@[66, 3]:20",-57
35,1000096,AS069,3012353,p1506s1,"W-KB@[114, 1, 0]:46","(1, 0)","W@[114, 1]:0",46,W-KB,4,"W@[6, 5]:30 + W@[10, 1]:2 + W@[10, 4]:4 + W@[14, 4]:10",-411
36,1000096,AS069,3012354,p1509s1,"W-FB@[114, 4, 0]:21","(4, 0)","W@[114, 4]:0",21,W-FB,3,"W@[94, 2]:4 + W@[94, 3]:10 + W@[94, 4]:7",-531
37,1000096,AS069,3012347,p1477s1,"W-FB@[122, 2, 0]:33","(2, 0)","W@[122, 2]:0",33,W-FB,3,"W@[94, 5]:15 + W@[96, 1]:5 + W@[106, 5]:13",-414
38,1000096,AS069,3012348,p1478s1,"W-FB@[122, 3, 0]:35","(3, 0)","W@[122, 3]:0",35,W-FB,3,"W@[64, 1]:13 + W@[64, 4]:2 + W@[66, 3]:20",-595
39,1000096,AS069,3012349,p1479s1,"W-FB@[122, 4, 0]:86","(4, 0)","W@[122, 4]:0",86,W-FB,9,"W@[58, 4]:4 + W@[60, 3]:2 + W@[60, 4]:5 + W@[62, 1]:7 + W@[62, 4]:3 + W@[64, 1]:13 + W@[64, 4]:2 + W@[66, 3]:20 + W@[68, 1]:30",-588
40,1000096,AS069,3012350,p1480s1,"W-FB@[122, 5, 0]:22","(5, 0)","W@[122, 5]:0",22,W-FB,3,"W@[27, 3]:2 + W@[27, 4]:10 + W@[27, 5]:10",-248
41,1000096,AS069,3012336,p1302s1,"W-FB@[170, 4, 0]:26","(4, 0)","W@[170, 4]:60",26,W-FB,4,"W@[94, 1]:5 + W@[94, 2]:4 + W@[94, 3]:10 + W@[94, 4]:7",-325
42,1000096,AS069,3012341,p1362s1,"W@[208, 4, 0]:13","(4, 0)","W@[208, 4]:13",13,W,3,"W@[88, 4]:5 + W@[92, 4]:3 + W@[94, 1]:5",-369
43,1000096,AS069,3012299,p940s1,"W:BS@[80, 1, 0]:14","(1, 0)","W@[80, 1]:17",14,W:BS,3,"W@[213, 1]:10 + W@[213, 2]:2 + W@[213, 3]:2",-115
44,1000096,AS069,3012300,p940s2,"W-KB@[80, 1, 2]:222","(1, 2)","W@[80, 1]:17",222,W-KB,8,"W@[334, 1]:55 + W@[334, 4]:50 + W@[340, 1]:43 + W@[340, 4]:21 + W@[342, 4]:21 + W@[345, 1]:11 + W@[345, 4]:11 + W@[351, 1]:10",-259
45,1000096,AS069,3012303,p941s1,"W-KB@[80, 2, 0]:163","(2, 0)","W@[80, 2]:0",163,W-KB,5,"W@[224, 4]:24 + W:KB@[226, 0]:52 + W@[228, 4]:30 + W@[231, 1]:33 + W@[231, 2]:24",-695
46,1000096,AS069,3012316,p983s1,"W:KB@[94, 8, 0]:13","(8, 0)","W@[94, 8]:0",13,W:KB,3,"W@[351, 1]:10 + W@[351, 2]:1 + W@[351, 3]:2",-181
47,1000096,AS069,3012353,p1506s1,"W-KB@[114, 1, 0]:46","(1, 0)","W@[114, 1]:0",46,W-KB,4,"W@[245, 0]:2 + W@[245, 1]:27 + W@[245, 4]:5 + W@[245, 5]:12",-1127
48,1000096,AS069,3012354,p1509s1,"W-FB@[114, 4, 0]:21","(4, 0)","W@[114, 4]:0",21,W-FB,3,"W@[271, 1]:7 + W@[271, 4]:3 + W@[273, 1]:11",-1435
49,1000096,AS069,3012352,p1491s1,"W@[119, 1, 0]:63","(1, 0)","W@[119, 1]:0",63,W,3,"W@[310, 4]:55 + W@[312, 1]:5 + W@[312, 4]:3",-1361
50,1000096,AS069,3012347,p1477s1,"W-FB@[122, 2, 0]:33","(2, 0)","W@[122, 2]:0",33,W-FB,3,"W@[283, 4]:22 + W@[285, 1]:10 + W@[287, 1]:1",-1456
51,1000096,AS069,3012348,p1478s1,"W-FB@[122, 3, 0]:35","(3, 0)","W@[122, 3]:0",35,W-FB,3,"W@[196, 4]:2 + W@[206, 4]:20 + W@[208, 4]:13",-99
52,1000096,AS069,3012349,p1479s1,"W-FB@[122, 4, 0]:86","(4, 0)","W@[122, 4]:0",86,W-FB,4,"W@[355, 4]:14 + W@[357, 1]:33 + W@[357, 4]:18 + W@[359, 1]:21",-700
53,1000096,AS069,3012350,p1480s1,"W-FB@[122, 5, 0]:22","(5, 0)","W@[122, 5]:0",22,W-FB,3,"W@[271, 4]:3 + W@[273, 1]:11 + W@[273, 4]:8",-1407
54,1000096,AS069,3012334,p1300s1,"W-FB@[170, 2, 0]:66","(2, 0)","W@[170, 2]:0",66,W-FB,3,"W@[281, 4]:8 + W@[281, 6]:21 + W@[283, 1]:37",-1264
55,1000096,AS069,3012336,p1302s1,"W-FB@[170, 4, 0]:26","(4, 0)","W@[170, 4]:60",26,W-FB,3,"W@[392, 1]:24 + W@[394, 1]:1 + W@[394, 2]:1",-875
56,1000096,AS069,3012337,p1303s1,"W-FB@[170, 5, 0]:44","(5, 0)","W@[170, 5]:0",44,W-FB,3,"W@[245, 1]:27 + W@[245, 4]:5 + W@[245, 5]:12",-923
57,1000096,AS069,3012341,p1362s1,"W@[208, 4, 0]:13","(4, 0)","W@[208, 4]:13",13,W,3,"W@[351, 1]:10 + W@[351, 2]:1 + W@[351, 3]:2",-560
58,1000096,AS069,3012210,p237s1,"KB@[231, 4, 0]:14","(4, 0)","W@[231, 4]:148",14,KB,3,"W@[269, 2]:5 + W@[269, 4]:2 + W@[271, 1]:7",-154
59,1000096,AS069,3012300,p940s2,"W-KB@[80, 1, 2]:222","(1, 2)","W@[80, 1]:17",222,W-KB,9,"W@[25, 1]:120 + W@[27, 1]:20 + W@[27, 3]:2 + W@[27, 4]:10 + W@[27, 5]:10 + W@[35, 1]:40 + W@[37, 5]:5 + W@[45, 1]:3 + W@[45, 4]:12",258
60,1000096,AS069,3012307,p944s1,"W-KB@[80, 5, 0]:41","(5, 0)","W@[80, 5]:0",41,W-KB,9,"W@[16, 1]:1 + W@[16, 4]:20 + W@[18, 4]:2 + W@[20, 1]:1 + W@[20, 4]:4 + W@[22, 1]:5 + W@[22, 4]:3 + W@[23, 1]:2 + W@[23, 4]:3",123
61,1000096,AS069,3012315,p976s1,"W:KB@[94, 1, 0]:33","(1, 0)","W@[94, 1]:5",33,W:KB,4,"W@[14, 4]:10 + W@[16, 1]:1 + W@[16, 4]:20 + W@[18, 4]:2",97
62,1000096,AS069,3012316,p983s1,"W:KB@[94, 8, 0]:13","(8, 0)","W@[94, 8]:0",13,W:KB,3,"W@[88, 4]:5 + W@[92, 4]:3 + W@[94, 1]:5",10
63,1000096,AS069,3012337,p1303s1,"W-FB@[170, 5, 0]:44","(5, 0)","W@[170, 5]:0",44,W-FB,5,"W@[126, 3]:23 + W@[126, 4]:10 + W@[133, 4]:6 + W@[151, 4]:4 + W@[151, 5]:1",219
64,1000096,AS069,3012210,p237s1,"KB@[231, 4, 0]:14","(4, 0)","W@[231, 4]:148",14,KB,3,"W@[60, 3]:2 + W@[60, 4]:5 + W@[62, 1]:7",663
65,1000096,AS069,3012120,p238s1,"W@[231, 5, 0]:19","(5, 0)","W@[231, 5]:0",19,W,3,"W@[94, 1]:5 + W@[94, 2]:4 + W@[94, 3]:10",739
66,1000096,AS069,3012133,p166s1,"HB@[301, 1, 0]:44","(1, 0)","W@[301, 1]:0",44,HB,3,"W@[245, 1]:27 + W@[245, 4]:5 + W@[245, 5]:12",214
67,1000096,AS069,3012134,p169s1,"HB@[301, 4, 0]:22","(4, 0)","W@[301, 4]:101",22,HB,3,"W@[27, 3]:2 + W@[27, 4]:10 + W@[27, 5]:10",1063
68,1000096,AS069,3012122,p141s1,"W:FB@[308, 1, 0]:14","(1, 0)","W@[308, 1]:535",14,W:FB,3,"W@[60, 3]:2 + W@[60, 4]:5 + W@[62, 1]:7",759
69,1000096,AS069,3012128,p144s1,"W:KB@[308, 4, 0]:11","(4, 0)","W@[308, 4]:585",11,W:KB,3,"W@[58, 4]:4 + W@[60, 3]:2 + W@[60, 4]:5",762
70,1000096,AS069,3012253,p567s2,"KB@[412, 4, 1]:12","(4, 1)","W@[412, 4]:238",12,KB,3,"W@[20, 4]:4 + W@[22, 1]:5 + W@[22, 4]:3",487
71,1000096,AS069,3012290,p835s1,"W@[0, 4, 0]:16","(4, 0)","W@[0, 4]:6",16,W,3,"W@[10, 1]:2 + W@[10, 4]:4 + W@[14, 4]:10",255
72,1000096,AS069,3012304,p943s1,"W-FB@[80, 4, 0]:38","(4, 0)","W@[80, 4]:164",38,W-FB,3,"W@[96, 1]:5 + W@[106, 5]:13 + W@[107, 1]:20",209
73,1000096,AS069,3012306,p943s3,"KB@[80, 4, 2]:19","(4, 2)","W@[80, 4]:164",19,KB,3,"W@[94, 1]:5 + W@[94, 2]:4 + W@[94, 3]:10",34
74,1000096,AS069,3012307,p944s1,"W-KB@[80, 5, 0]:41","(5, 0)","W@[80, 5]:0",41,W-KB,3,"W@[206, 4]:20 + W@[208, 4]:13 + W@[210, 4]:8",418
75,1000096,AS069,3012315,p976s1,"W:KB@[94, 1, 0]:33","(1, 0)","W@[94, 1]:5",33,W:KB,3,"W@[94, 5]:15 + W@[96, 1]:5 + W@[106, 5]:13",87
76,1000096,AS069,3012144,p209s4,"W@[264, 4, 3]:120","(4, 3)","W@[264, 4]:486",120,W,8,"W@[340, 1]:43 + W@[340, 4]:21 + W@[342, 4]:21 + W@[345, 1]:11 + W@[345, 4]:11 + W@[351, 1]:10 + W@[351, 2]:1 + W@[351, 3]:2",508
77,1000096,AS069,3012133,p166s1,"HB@[301, 1, 0]:44","(1, 0)","W@[301, 1]:0",44,HB,3,"W@[330, 1]:11 + W@[330, 2]:20 + W@[330, 4]:13",507
78,1000096,AS069,3012134,p169s1,"HB@[301, 4, 0]:22","(4, 0)","W@[301, 4]:101",22,HB,3,"W@[345, 4]:11 + W@[351, 1]:10 + W@[351, 2]:1",605
79,1000222,AS080,3018368,p1s1,"GL@[0, 0, 0]:61","(0, 0)","BS@[0, 0]:170",61,GL,5,"BS@[0, 4]:41 + BS@[0, 5]:10 + W-AB@[1, 0]:6 + W:FB@[1, 1]:3 + W@[1, 2]:1",6
80,1000222,AS080,3018377,p6s1,"GL@[0, 5, 0]:21","(5, 0)","BS@[0, 5]:10",21,GL,4,"W@[1, 3]:6 + W@[1, 4]:6 + W@[1, 5]:5 + W@[1, 6]:4",5
81,1000233,AS090/N2,3018855,p5s1,"W@[0, 4, 0]:100","(4, 0)","W@[0, 4]:133",100,W,3,"W@[6, 4]:20 + W@[7, 0]:40 + W@[7, 1]:40",47
82,1000043,AS101 - Part 1,3006086,p2s1,"G0@[0, 1, 0]:140","(1, 0)","LB@[0, 1]:180",140,G0,4,"W@[0, 4]:40 + W@[0, 5]:30 + DB@[1, 0]:30 + @[1, 1]:40",5
83,1000128,AS153,3014232,p18s1,"BB@[2, 6, 0]:16","(6, 0)","W-BB@[2, 6]:6",16,BB,4,"BB@[1, 1]:4 + BB@[1, 2]:3 + BB@[1, 3]:4 + BB@[1, 4]:5",-13
84,1000128,AS153,3014235,p21s1,"BB@[2, 9, 0]:54","(9, 0)","W@[2, 9]:46",54,BB,3,"W-BB@[2, 7]:4 + W@[2, 8]:4 + W@[2, 9]:46",-1
85,1000058,AS159,3007321,p23s1,"W@[6, 0, 0]:23","(0, 0)","W@[6, 0]:2",23,W,3,"W:B@[2, 1]:18 + W:B@[3, 0]:4 + W@[3, 1]:1",-11
86,1000058,AS159,3007314,p16s1,"W@[5, 0, 0]:15","(0, 0)","B@[5, 0]:25",15,W,4,"W:B@[5, 4]:4 + B@[5, 5]:4 + B@[5, 6]:5 + W@[6, 0]:2",5
87,1000138,AS164,3014446,p3s1,"BS@[0, 2, 0]:47","(2, 0)","W@[0, 2]:55",47,BS,4,"B@[2, 5]:5 + W@[3, 0]:21 + W@[3, 1]:11 + W@[3, 2]:10",14
88,1000144,AS170,3015004,p32s1,"W-B@[5, 2, 0]:250","(2, 0)","W-B@[5, 2]:0",250,W-B,3,"BS@[3, 3]:150 + W@[3, 4]:50 + W@[3, 5]:50",-12
89,1000144,AS170,3015004,p32s1,"W-B@[5, 2, 0]:250","(2, 0)","W-B@[5, 2]:0",250,W-B,3,"LC@[7, 0]:7 + W-BS@[7, 1]:240 + LC@[8, 0]:3",15
90,1000146,AS172,3015084,p13s1,"MB@[4, 4, 0]:1200","(4, 0)","W@[4, 4]:400",1200,MB,3,"W@[5, 3]:500 + W@[5, 4]:500 + W@[6, 0]:200",5
91,1000146,AS172,3015086,p15s1,"MB@[5, 1, 0]:1400","(1, 0)","W@[5, 1]:620",1400,MB,4,"W@[5, 3]:500 + W@[5, 4]:500 + W@[6, 0]:200 + W@[6, 1]:200",4
92,1000159,AS186,3016096,p13s1,"W:FB@[1, 6, 0]:15","(6, 0)","W:MB@[1, 6]:3",15,W:FB,4,"LC@[0, 3]:1 + MB@[1, 0]:2 + MB@[1, 3]:10 + LC@[1, 4]:2",-5
93,1000162,AS189,3016156,p8s1,"W:LB@[2, 0, 0]:29","(0, 0)","LB@[2, 0]:28",29,W:LB,3,"LB@[0, 3]:8 + W@[0, 4]:11 + W@[0, 5]:10",-3
94,1000162,AS189,3016156,p8s1,"W:LB@[2, 0, 0]:29","(0, 0)","LB@[2, 0]:28",29,W:LB,4,"LB@[3, 0]:6 + LB@[3, 1]:9 + LB@[3, 3]:10 + LB@[3, 4]:4",8
95,1000067,AS192,3007877,p1s1,"W:B@[0, 0, 0]:49","(0, 0)","AB@[0, 0]:110",49,W:B,4,"B@[0, 2]:16 + AB@[0, 3]:10 + AB@[0, 4]:13 + B@[0, 5]:10",4
96,1000067,AS192,3007878,p1s2,"MB@[0, 0, 1]:39","(0, 1)","AB@[0, 0]:110",39,MB,3,"B@[0, 2]:16 + AB@[0, 3]:10 + AB@[0, 4]:13",3
97,1000165,AS200,3016314,p10s1,"AB@[4, 1, 0]:16","(1, 0)","AB@[4, 1]:120",16,AB,8,"W@[9, 0]:2 + W@[9, 1]:2 + W@[10, 0]:2 + W@[10, 1]:2 + W@[11, 0]:2 + W@[12, 0]:2 + W@[12, 1]:2 + W@[12, 2]:2",13
98,1000029,AS207A,3005327,p195s1,"W:BB@[38, 2, 0]:54","(2, 0)","W:BB@[38, 2]:10",54,W:BB,6,"MB:YG@[5, 5]:31 + YB:MB@[5, 6]:3 + YB:MB@[6, 0]:1 + YB:MB@[6, 2]:9 + YB:MB@[6, 3]:1 + YB:MB@[6, 5]:9",-159
99,1000037,AS215,3005738,p11s1,"W@[5, 0, 0]:13","(0, 0)","DB@[5, 0]:76",13,W,3,"W:DB@[7, 0]:1 + W:DB@[7, 1]:11 + W:DB@[7, 2]:1",3
100,1000423,HP004,3037147,p3s2,"W%MB@[1, 1, 1]:37","(1, 1)","W@[1, 1]:302",37,W%MB,3,"W@[6, 0]:10 + W@[7, 0]:10 + W@[8, 0]:17",8
101,1000424,HP005,3037195,p14s1,"W%AB@[3, 0, 0]:41","(0, 0)","W@[3, 0]:1",41,W%AB,7,"MB@[0, 3]:8 + W%AB@[1, 0]:1 + W@[1, 1]:5 + W%MB@[1, 3]:12 + W@[2, 1]:3 + MB@[2, 2]:2 + W%MB@[2, 3]:10",-5
102,1000430,HP011,3037347,p20s1,"MB@[2, 0, 0]:140","(0, 0)","AB@[2, 0]:241",140,MB,3,"AB@[1, 5]:30 + RB@[1, 6]:100 + W-KB@[1, 7]:10",-7
103,1000430,HP011,3037348,p21s1,"W%MB@[2, 1, 0]:406","(1, 0)","W%MB@[2, 1]:400",406,W%MB,3,"W@[2, 3]:24 + RB@[2, 5]:341 + W@[2, 8]:41",4
104,1000012,UR002,3001171,p59s1,"GG@[5, 3, 0]:91","(3, 0)","MB@[5, 3]:44",91,GG,5,"KB@[6, 2]:10 + W@[6, 3]:12 + W@[6, 4]:45 + W-KB@[6, 5]:10 + KB@[6, 6]:14",5
105,1000025,UR006,3004031,p24s8,"GG@[4, 0, 7]:15","(0, 7)","AB@[4, 0]:0",15,GG,3,"MB@[2, 4]:1 + AB@[2, 5]:1 + RB@[2, 7]:13",-16
106,1000025,UR006,3004039,p40s1,"MB@[5, 15, 0]:12","(15, 0)","MB@[5, 15]:0",12,MB,3,"RB@[2, 11]:9 + MB@[2, 12]:1 + AB@[2, 13]:2",-25
107,1000025,UR006,3004082,p91s7,"MB@[11, 0, 6]:19","(0, 6)","@[11, 0]:0",19,MB,3,"AB:GG@[2, 19]:15 + AB@[5, 1]:1 + MB@[5, 11]:3",-63
108,1000025,UR006,3004084,p91s9,"AB:GG@[11, 0, 8]:24","(0, 8)","@[11, 0]:0",24,AB:GG,3,"RB@[2, 15]:5 + KB@[2, 16]:4 + AB:GG@[2, 19]:15",-71
109,1000025,UR006,3041461,p179s7,"MB@[19, 0, 6]:15","(0, 6)","@[19, 0]:0",15,MB,3,"MB@[2, 4]:1 + AB@[2, 5]:1 + RB@[2, 7]:13",-171
110,1000025,UR006,3041463,p179s9,"AB:GG@[19, 0, 8]:22","(0, 8)","@[19, 0]:0",22,AB:GG,3,"KB@[5, 16]:15 + AB:GG@[5, 18]:3 + KB@[5, 19]:4",-136
111,1000025,UR006,3004138,p202s8,"KB@[21, 0, 8]:71","(0, 8)","@[21, 0]:0",71,KB,13,"AB:KB@[5, 14]:1 + KB@[5, 16]:15 + AB:GG@[5, 18]:3 + KB@[5, 19]:4 + AB@[7, 5]:1 + MB@[7, 8]:1 + AB@[7, 9]:1 + MB@[7, 11]:10 + MB@[7, 15]:11 + KB@[7, 16]:7 + GG:MB@[7, 18]:7 + KB@[7, 19]:8 + MB:KB@[7, 20]:2",-147
112,1000025,UR006,3004143,p220s1,"MB@[22, 17, 0]:15","(17, 0)","MB@[22, 17]:0",15,MB,3,"MB@[2, 4]:1 + AB@[2, 5]:1 + RB@[2, 7]:13",-212
113,1000025,UR006,3004174,p270s7,"MB@[27, 0, 6]:12","(0, 6)","@[27, 0]:0",12,MB,3,"RB@[2, 11]:9 + MB@[2, 12]:1 + AB@[2, 13]:2",-255
114,1000025,UR006,3004175,p270s8,"MB@[27, 0, 7]:35","(0, 7)","@[27, 0]:0",35,MB,4,"MB@[7, 11]:10 + MB@[7, 15]:11 + KB@[7, 16]:7 + GG:MB@[7, 18]:7",-208
115,1000025,UR006,3004184,p292s8,"MB@[29, 0, 8]:61","(0, 8)","@[29, 0]:0",61,MB,10,"AB@[26, 11]:10 + MB@[26, 12]:1 + MB@[26, 13]:7 + MB@[26, 14]:1 + AB@[26, 15]:1 + MB@[26, 17]:6 + KB@[26, 18]:10 + MB@[26, 19]:5 + MB@[26, 20]:15 + AB:GG@[26, 21]:5",-28
116,1000025,UR006,3004186,p310s1,"MB@[30, 17, 0]:14","(17, 0)","KB@[30, 17]:0",14,MB,3,"AB:RB@[12, 10]:1 + RB@[12, 11]:10 + MB@[12, 12]:3",-207
117,1000025,UR006,3004217,p366s7,"GG:MB@[37, 0, 7]:11","(0, 7)","@[37, 0]:0",11,GG:MB,3,"AB@[2, 9]:1 + AB:MB@[2, 10]:1 + RB@[2, 11]:9",-353
118,1000025,UR006,3004218,p366s8,"MB@[37, 0, 8]:35","(0, 8)","@[37, 0]:0",35,MB,4,"MB@[7, 11]:10 + MB@[7, 15]:11 + KB@[7, 16]:7 + GG:MB@[7, 18]:7",-304
119,1000025,UR006,3004022,p23s8,"GG@[3, 0, 8]:65","(0, 8)","AB:KB@[3, 0]:0",65,GG,12,"MB@[26, 10]:2 + AB@[26, 11]:10 + MB@[26, 12]:1 + MB@[26, 13]:7 + MB@[26, 14]:1 + AB@[26, 15]:1 + MB@[26, 17]:6 + KB@[26, 18]:10 + MB@[26, 19]:5 + MB@[26, 20]:15 + AB:GG@[26, 21]:5 + MB@[28, 1]:2",241
120,1000025,UR006,3004031,p24s8,"GG@[4, 0, 7]:15","(0, 7)","AB@[4, 0]:0",15,GG,3,"MB@[18, 11]:1 + AB@[18, 13]:1 + MB@[18, 15]:13",147
121,1000025,UR006,3004039,p40s1,"MB@[5, 15, 0]:12","(15, 0)","MB@[5, 15]:0",12,MB,3,"MB@[7, 8]:1 + AB@[7, 9]:1 + MB@[7, 11]:10",16
122,1000025,UR006,3004082,p91s7,"MB@[11, 0, 6]:19","(0, 6)","@[11, 0]:0",19,MB,3,"MB@[20, 13]:12 + MB@[20, 14]:1 + AB@[20, 15]:6",103
