,khipu_id,name,cord_id,cord_name,cord_position,cord_position_index,parent_cord_position,cord_value,cord_color,num_summands,sum_string,handedness
123,1000025,UR006,3004083,p91s8,"GG@[11, 0, 7]:521","(0, 7)","@[11, 0]:0",521,GG,122,"RB@[12, 7]:7 + AB@[12, 9]:1 + AB:RB@[12, 10]:1 + RB@[12, 11]:10 + MB@[12, 12]:3 + AB@[12, 13]:7 + AB:RB@[12, 14]:3 + RB@[12, 15]:2 + KB@[12, 16]:2 + AB:KB@[12, 20]:14 + MB@[14, 7]:1 + MB@[14, 11]:3 + AB@[14, 13]:1 + AB:MB@[14, 14]:1 + KB@[14, 15]:1 + MB@[14, 16]:18 + AB:GG@[14, 18]:2 + MB@[14, 19]:1 + RB@[16, 3]:1 + AB@[16, 5]:1 + MB@[16, 11]:3 + MB@[16, 12]:1 + AB@[16, 13]:3 + MB@[16, 15]:8 + KB@[16, 16]:9 + AB:GG@[16, 18]:8 + KB@[16, 19]:3 + AB:KB@[16, 20]:1 + AB@[18, 1]:1 + AB@[18, 5]:2 + AB@[18, 9]:6 + MB@[18, 10]:1 + MB@[18, 11]:1 + AB@[18, 13]:1 + MB@[18, 15]:13 + MB@[18, 16]:9 + AB:GG@[18, 18]:7 + MB@[18, 19]:6 + AB:MB@[18, 20]:2 + AB@[20, 2]:2 + MB@[20, 4]:2 + VR@[20, 5]:2 + MB@[20, 6]:2 + AB@[20, 7]:3 + MB@[20, 8]:3 + MB@[20, 9]:9 + MB@[20, 10]:3 + AB@[20, 11]:2 + AB@[20, 12]:1 + MB@[20, 13]:12 + MB@[20, 14]:1 + AB@[20, 15]:6 + MB@[20, 16]:1 + MB@[20, 17]:6 + KB@[20, 18]:9 + AB:GG@[20, 21]:19 + MB@[22, 2]:2 + MB@[22, 4]:2 + AB@[22, 7]:2 + MB@[22, 9]:3 + AB@[22, 11]:1 + MB@[22, 12]:1 + MB@[22, 13]:4 + MB@[22, 14]:1 + AB@[22, 15]:1 + KB@[22, 18]:21 + MB@[22, 19]:2 + KB@[22, 20]:5 + AB:GG@[22, 21]:1 + MB@[24, 1]:2 + MB@[24, 3]:2 + MB@[24, 5]:1 + MB@[24, 7]:1 + MB@[24, 8]:3 + MB@[24, 10]:3 + MB@[24, 11]:1 + MB@[24, 12]:13 + MB@[24, 14]:3 + MB@[24, 17]:10 + MB@[24, 18]:9 + KB@[24, 19]:10 + AB:GG@[24, 20]:5 + AB@[26, 2]:2 + MB@[26, 4]:1 + VR@[26, 5]:2 + AB@[26, 7]:2 + MB@[26, 9]:1 + MB@[26, 10]:2 + AB@[26, 11]:10 + MB@[26, 12]:1 + MB@[26, 13]:7 + MB@[26, 14]:1 + AB@[26, 15]:1 + MB@[26, 17]:6 + KB@[26, 18]:10 + MB@[26, 19]:5 + MB@[26, 20]:15 + AB:GG@[26, 21]:5 + MB@[28, 1]:2 + VR@[28, 4]:1 + MB@[28, 5]:1 + MB@[28, 6]:2 + MB@[28, 7]:2 + MB@[28, 8]:8 + MB@[28, 9]:1 + MB@[28, 11]:2 + MB@[28, 12]:9 + MB@[28, 13]:2 + MB@[28, 14]:5 + MB@[28, 15]:1 + MB@[28, 16]:2 + MB@[28, 17]:7 + AB:GG@[28, 20]:14 + MB@[30, 2]:2 + MB@[30, 4]:1 + MB@[30, 9]:3 + MB@[30, 11]:2 + MB@[30, 13]:3 + MB@[30, 15]:2 + MB@[30, 16]:1 + KB@[30, 18]:16 + AB:MB@[30, 19]:4",120
124,1000025,UR006,3004084,p91s9,"AB:GG@[11, 0, 8]:24","(0, 8)","@[11, 0]:0",24,AB:GG,3,"AB@[22, 15]:1 + KB@[22, 18]:21 + MB@[22, 19]:2",129
125,1000025,UR006,3041461,p179s7,"MB@[19, 0, 6]:15","(0, 6)","@[19, 0]:0",15,MB,3,"AB@[20, 7]:3 + MB@[20, 8]:3 + MB@[20, 9]:9",9
126,1000025,UR006,3041463,p179s9,"AB:GG@[19, 0, 8]:22","(0, 8)","@[19, 0]:0",22,AB:GG,3,"MB@[24, 14]:3 + MB@[24, 17]:10 + MB@[24, 18]:9",63
127,1000025,UR006,3004138,p202s8,"KB@[21, 0, 8]:71","(0, 8)","@[21, 0]:0",71,KB,14,"MB@[24, 11]:1 + MB@[24, 12]:13 + MB@[24, 14]:3 + MB@[24, 17]:10 + MB@[24, 18]:9 + KB@[24, 19]:10 + AB:GG@[24, 20]:5 + AB@[26, 2]:2 + MB@[26, 4]:1 + VR@[26, 5]:2 + AB@[26, 7]:2 + MB@[26, 9]:1 + MB@[26, 10]:2 + AB@[26, 11]:10",46
128,1000025,UR006,3004143,p220s1,"MB@[22, 17, 0]:15","(17, 0)","MB@[22, 17]:0",15,MB,3,"MB@[32, 16]:1 + KB@[32, 17]:3 + KB@[32, 18]:11",113
129,1000025,UR006,3004174,p270s7,"MB@[27, 0, 6]:12","(0, 6)","@[27, 0]:0",12,MB,3,"MB@[28, 6]:2 + MB@[28, 7]:2 + MB@[28, 8]:8",8
130,1000025,UR006,3004175,p270s8,"MB@[27, 0, 7]:35","(0, 7)","@[27, 0]:0",35,MB,6,"MB@[36, 16]:1 + KB@[36, 17]:6 + KB@[36, 18]:11 + MB@[36, 19]:5 + KB@[36, 20]:7 + AB:GG@[36, 21]:5",93
131,1000025,UR006,3004184,p292s8,"MB@[29, 0, 8]:61","(0, 8)","@[29, 0]:0",61,MB,14,"AB@[32, 15]:2 + MB@[32, 16]:1 + KB@[32, 17]:3 + KB@[32, 18]:11 + MB@[32, 19]:10 + KB@[32, 20]:3 + GG:MB@[32, 21]:3 + MB@[34, 0]:1 + KB@[34, 1]:1 + MB@[34, 2]:10 + MB@[34, 3]:9 + AB@[36, 2]:2 + VR@[36, 5]:2 + MB@[36, 9]:3",47
132,1000025,UR006,3004186,p310s1,"MB@[30, 17, 0]:14","(17, 0)","KB@[30, 17]:0",14,MB,3,"MB@[45, 18]:8 + MB@[45, 19]:3 + MB@[45, 20]:3",146
133,1000025,UR006,3004217,p366s7,"GG:MB@[37, 0, 7]:11","(0, 7)","@[37, 0]:0",11,GG:MB,3,"MB@[38, 16]:2 + MB@[38, 17]:5 + MB:KB@[38, 18]:4",18
134,1000025,UR006,3004218,p366s8,"MB@[37, 0, 8]:35","(0, 8)","@[37, 0]:0",35,MB,11,"MB@[53, 17]:2 + KB@[53, 18]:6 + MB@[53, 19]:4 + MB@[53, 20]:7 + MB@[53, 21]:5 + MB@[56, 1]:1 + MB@[56, 12]:1 + MB@[56, 14]:1 + KB@[56, 15]:2 + KB@[56, 16]:3 + GG@[56, 19]:3",171
135,1000019,UR009,3002142,p99s1,"MB@[18, 4, 0]:14","(4, 0)","MB@[18, 4]:0",14,MB,3,"GG:MB@[14, 12]:10 + MB@[14, 13]:3 + MB@[14, 14]:1",-31
136,1000019,UR009,3002142,p99s1,"MB@[18, 4, 0]:14","(4, 0)","MB@[18, 4]:0",14,MB,3,"AB@[20, 16]:5 + MB@[20, 17]:2 + MB:KB@[20, 18]:7",36
137,1000004,UR010,3000253,p7s1,"AB:MB@[2, 0, 0]:16","(0, 0)","AB@[2, 0]:32",16,AB:MB,3,"W@[16, 4]:6 + W@[16, 5]:5 + AB:GG@[16, 6]:5",90
138,1000007,UR011,3000653,p95s4,"W:MB@[17, 0, 5]:891","(0, 5)","AB:MB@[17, 0]:60",891,W:MB,8,"RL:KB@[15, 6]:81 + RL:KB@[15, 7]:105 + RL:KB@[15, 8]:100 + RL:KB@[15, 9]:130 + RL:KB@[15, 10]:126 + RL:KB@[15, 11]:106 + RL:KB@[15, 12]:131 + RL:KB@[15, 13]:112",-8
139,1000007,UR011,3000700,p131s1,"W:KB@[19, 13, 0]:31","(13, 0)","W:KB@[19, 13]:2",31,W:KB,3,"GG:MB@[21, 2]:3 + W@[21, 3]:16 + W:BL@[21, 4]:12",16
140,1000009,UR012,3000899,p41s3,"AB-MB@[6, 0, 4]:101","(0, 4)","AB:MB@[6, 0]:0",101,AB-MB,5,"AB:MB@[1, 4]:20 + W-AB@[1, 5]:12 + W@[1, 6]:15 + W@[1, 7]:32 + W:MB@[2, 0]:22",-32
141,1000009,UR012,3000901,p41s5,"AB-MB@[6, 0, 6]:108","(0, 6)","AB:MB@[6, 0]:0",108,AB-MB,5,"BL:MB@[3, 0]:41 + BL:AB@[3, 1]:23 + BL:MB@[3, 2]:11 + BL:MB@[3, 3]:7 + MB@[4, 1]:26",-22
142,1000009,UR012,3000907,p47s3,"AB@[8, 0, 3]:100","(0, 3)","AB@[8, 0]:0",100,AB,3,"MB@[1, 0]:32 + AB:MB@[1, 1]:61 + KB@[1, 2]:7",-43
143,1000009,UR012,3000908,p47s4,"AB@[8, 0, 5]:102","(0, 5)","AB@[8, 0]:0",102,AB,3,"W:RL@[2, 4]:48 + RL:AB@[2, 5]:13 + BL:MB@[3, 0]:41",-31
144,1000009,UR012,3000861,p1s1,"W-AB@[0, 0, 0]:37","(0, 0)","MB@[0, 0]:1059",37,W-AB,3,"W@[4, 5]:20 + W@[4, 6]:3 + W:MB@[4, 7]:14",26
145,1000010,UR015,3001009,p7s3,"KB@[3, 1, 2]:763","(1, 2)","W@[3, 1]:759",763,KB,7,"KB@[4, 23]:17 + AB@[4, 24]:370 + GG@[4, 25]:116 + MB@[4, 26]:65 + W@[4, 27]:105 + W@[4, 28]:30 + W-MB@[4, 29]:60",28
146,1000018,UR016,3001797,p31s1,"AB@[2, 16, 0]:22","(16, 0)","AB@[2, 16]:91",22,AB,3,"AB@[2, 2]:7 + AB@[2, 3]:9 + AB@[2, 4]:6",-13
147,1000018,UR016,3001816,p48s1,"W-RL@[2, 33, 0]:11","(33, 0)","AB@[2, 33]:55",11,W-RL,4,"AB@[2, 26]:3 + AB@[2, 29]:1 + AB@[2, 30]:2 + AB@[2, 31]:5",-4
148,1000018,UR016,3001817,p49s1,"W@[2, 34, 0]:11","(34, 0)","AB@[2, 34]:54",11,W,4,"AB@[2, 26]:3 + AB@[2, 29]:1 + AB@[2, 30]:2 + AB@[2, 31]:5",-5
149,1000018,UR016,3001819,p50s1,"AB@[2, 35, 0]:13","(35, 0)","AB@[2, 35]:99",13,AB,4,"AB@[2, 7]:3 + AB@[2, 8]:3 + AB@[2, 9]:1 + AB@[2, 10]:6",-27
150,1000018,UR016,3001822,p53s1,"AB@[2, 38, 0]:13","(38, 0)","AB@[2, 38]:0",13,AB,4,"AB@[2, 7]:3 + AB@[2, 8]:3 + AB@[2, 9]:1 + AB@[2, 10]:6",-30
151,1000018,UR016,3001851,p88s1,"W-RL@[2, 73, 0]:17","(73, 0)","AB@[2, 73]:13",17,W-RL,4,"AB@[2, 48]:5 + AB@[2, 50]:5 + AB@[2, 51]:4 + AB@[2, 52]:3",-23
152,1000018,UR016,3001886,p127s1,"W-RL@[3, 11, 0]:11","(11, 0)","AB@[3, 11]:90",11,W-RL,3,"W@[2, 40]:4 + AB@[2, 41]:5 + AB@[2, 42]:2",-71
153,1000018,UR016,3001901,p147s1,"W-RL@[5, 0, 0]:12","(0, 0)","AB@[5, 0]:11",12,W-RL,3,"AB@[2, 4]:6 + AB@[2, 5]:3 + AB@[2, 6]:3",-127
154,1000018,UR016,3001923,p167s1,"W-RL@[5, 20, 0]:12","(20, 0)","AB@[5, 20]:16",12,W-RL,3,"AB@[2, 4]:6 + AB@[2, 5]:3 + AB@[2, 6]:3",-147
155,1000018,UR016,3001942,p186s1,"W-RL@[5, 39, 0]:15","(39, 0)","AB@[5, 39]:90",15,W-RL,4,"AB@[2, 4]:6 + AB@[2, 5]:3 + AB@[2, 6]:3 + AB@[2, 7]:3",-165
156,1000018,UR016,3001964,p204s2,"AB@[5, 57, 1]:13","(57, 1)","AB@[5, 57]:93",13,AB,3,"AB@[5, 27]:5 + AB@[5, 28]:6 + AB@[5, 29]:2",-29
157,1000018,UR016,3001765,p4s1,"AB@[0, 3, 0]:36","(3, 0)","AB@[0, 3]:0",36,AB,3,"AB@[2, 93]:18 + AB@[2, 94]:3 + AB@[2, 95]:15",105
158,1000018,UR016,3001767,p7s1,"AB@[0, 6, 0]:53","(6, 0)","AB@[0, 6]:30",53,AB,4,"AB@[2, 93]:18 + AB@[2, 94]:3 + AB@[2, 95]:15 + AB@[2, 96]:17",102
159,1000018,UR016,3001794,p29s2,"AB@[2, 14, 1]:11","(14, 1)","AB@[2, 14]:56",11,AB,3,"W@[2, 40]:4 + AB@[2, 41]:5 + AB@[2, 42]:2",27
160,1000018,UR016,3001797,p31s1,"AB@[2, 16, 0]:22","(16, 0)","AB@[2, 16]:91",22,AB,3,"AB@[5, 6]:9 + AB@[5, 7]:11 + AB@[5, 14]:2",125
161,1000018,UR016,3001816,p48s1,"W-RL@[2, 33, 0]:11","(33, 0)","AB@[2, 33]:55",11,W-RL,3,"W@[2, 40]:4 + AB@[2, 41]:5 + AB@[2, 42]:2",8
162,1000018,UR016,3001817,p49s1,"W@[2, 34, 0]:11","(34, 0)","AB@[2, 34]:54",11,W,3,"W@[2, 40]:4 + AB@[2, 41]:5 + AB@[2, 42]:2",7
163,1000018,UR016,3001819,p50s1,"AB@[2, 35, 0]:13","(35, 0)","AB@[2, 35]:99",13,AB,3,"AB@[5, 27]:5 + AB@[5, 28]:6 + AB@[5, 29]:2",125
164,1000018,UR016,3001822,p53s1,"AB@[2, 38, 0]:13","(38, 0)","AB@[2, 38]:0",13,AB,3,"AB@[5, 27]:5 + AB@[5, 28]:6 + AB@[5, 29]:2",122
165,1000018,UR016,3001851,p88s1,"W-RL@[2, 73, 0]:17","(73, 0)","AB@[2, 73]:13",17,W-RL,3,"AB@[5, 45]:5 + AB@[5, 46]:7 + AB@[5, 47]:5",105
166,1000018,UR016,3001886,p127s1,"W-RL@[3, 11, 0]:11","(11, 0)","AB@[3, 11]:90",11,W-RL,4,"AB@[5, 48]:5 + AB@[5, 49]:2 + AB@[5, 51]:2 + AB@[5, 52]:2",70
167,1000018,UR016,3001901,p147s1,"W-RL@[5, 0, 0]:12","(0, 0)","AB@[5, 0]:11",12,W-RL,3,"AB@[5, 47]:5 + AB@[5, 48]:5 + AB@[5, 49]:2",48
168,1000018,UR016,3001923,p167s1,"W-RL@[5, 20, 0]:12","(20, 0)","AB@[5, 20]:16",12,W-RL,3,"AB@[5, 47]:5 + AB@[5, 48]:5 + AB@[5, 49]:2",28
169,1000018,UR016,3001964,p204s2,"AB@[5, 57, 1]:13","(57, 1)","AB@[5, 57]:93",13,AB,7,"AB@[5, 64]:4 + AB@[5, 65]:3 + AB@[5, 66]:1 + AB@[5, 67]:2 + AB@[5, 70]:1 + AB@[5, 71]:1 + AB@[5, 72]:1",11
170,1000022,UR021,3002920,p53s1,"MB@[7, 4, 0]:13","(4, 0)","MB@[7, 4]:14",13,MB,3,"KB@[2, 12]:6 + MB@[2, 13]:2 + AB@[2, 14]:5",-32
171,1000045,UR022,3006418,p216s2,"W@[13, 8, 1]:102","(8, 1)","W@[13, 8]:19",102,W,3,"W@[12, 2]:33 + W@[12, 3]:1 + W@[13, 0]:68",-118
172,1000045,UR022,3006398,p172s1,"W@[1, 7, 0]:22","(7, 0)","W@[1, 7]:35",22,W,3,"W@[28, 4]:15 + W@[28, 5]:2 + W@[28, 6]:5",-18
173,1000045,UR022,3006400,p181s1,"W@[2, 0, 0]:18","(0, 0)","W@[2, 0]:78",18,W,3,"W@[15, 3]:6 + W@[15, 6]:2 + W@[15, 7]:10",-62
174,1000045,UR022,3006412,p208s1,"W@[13, 0, 0]:19","(0, 0)","W@[13, 0]:68",19,W,3,"W@[18, 0]:4 + W@[18, 1]:4 + W:AB@[18, 3]:11",-83
175,1000045,UR022,3006418,p216s2,"W@[13, 8, 1]:102","(8, 1)","W@[13, 8]:19",102,W,5,"W@[25, 0]:53 + W@[25, 1]:26 + W@[26, 1]:3 + W@[26, 2]:4 + W@[26, 3]:16",35
176,1000304,UR028,3026156,p2s1,"MB@[1, 0, 0]:14","(0, 0)","AB@[1, 0]:29",14,MB,5,"MB@[7, 8]:3 + MB@[7, 9]:4 + AB@[7, 10]:4 + AB@[7, 11]:2 + AB@[7, 12]:1",65
177,1000304,UR028,3026158,p4s1,"MB@[1, 2, 0]:24","(2, 0)","AB@[1, 2]:12",24,MB,9,"AB@[7, 3]:1 + AB@[7, 4]:2 + MB@[7, 5]:3 + MB@[7, 6]:3 + MB@[7, 7]:2 + MB@[7, 8]:3 + MB@[7, 9]:4 + AB@[7, 10]:4 + AB@[7, 11]:2",60
178,1000380,UR034,3034356,p48s1,"W:AB@[24, 3, 0]:73","(3, 0)","AB@[24, 3]:126",73,W:AB,5,"W@[2, 0]:17 + W@[3, 0]:14 + AB@[4, 0]:22 + W:GG@[5, 0]:18 + AB@[6, 0]:2",-43
179,1000380,UR034,3034371,p58s1,"AB@[28, 1, 0]:26","(1, 0)","AB@[28, 1]:4",26,AB,3,"W@[14, 0]:10 + RL@[14, 1]:5 + W:AB@[15, 0]:11",-31
180,1000380,UR034,3034372,p59s1,"W:RL@[29, 0, 0]:35","(0, 0)","W:AB@[29, 0]:89",35,W:RL,4,"LA@[13, 1]:5 + W:AB@[13, 2]:15 + W@[14, 0]:10 + RL@[14, 1]:5",-34
181,1000380,UR034,3034386,p70s2,"W@[34, 0, 1]:21","(0, 1)","RL@[34, 0]:63",21,W,3,"AB@[10, 1]:4 + RL@[10, 2]:7 + W:MB@[11, 0]:10",-52
182,1000380,UR034,3034393,p73s1,"W@[34, 3, 0]:21","(3, 0)","AB@[34, 3]:10",21,W,3,"AB@[10, 1]:4 + RL@[10, 2]:7 + W:MB@[11, 0]:10",-55
183,1000380,UR034,3034400,p84s1,"AB@[36, 0, 0]:224","(0, 0)","AB@[36, 0]:453",224,AB,13,"W@[23, 0]:7 + AB@[23, 1]:5 + AB@[23, 2]:12 + AB@[23, 4]:10 + W:AB@[24, 0]:5 + LA@[24, 1]:4 + AB@[24, 2]:10 + AB@[24, 3]:126 + W@[25, 0]:5 + AB@[26, 0]:10 + AB@[26, 1]:10 + RL@[26, 2]:10 + AB@[26, 3]:10",-37
184,1000380,UR034,3034401,p87s1,"0B@[37, 0, 0]:24","(0, 0)","W@[37, 0]:57",24,0B,3,"W@[23, 0]:7 + AB@[23, 1]:5 + AB@[23, 2]:12",-46
185,1000380,UR034,3034305,p9s1,"W:MB@[7, 1, 0]:13","(1, 0)","AB@[7, 1]:15",13,W:MB,3,"RL@[33, 0]:5 + W:0B@[33, 1]:6 + LA@[33, 2]:2",58
