,khipu_id,name,num_sum_cords,num_left_sums,num_right_sums,min_sum,max_sum,mean_sum,handedness
277,1000244,UR077,0,0,0,0,0,0,0
278,1000254,UR078,0,0,0,0,0,0,0
279,1000255,UR079,5,3,2,20,50,32,-2.2
280,1000256,UR080,1,0,1,23,23,23,7
281,1000257,UR081,0,0,0,0,0,0,0
282,1000258,UR082,0,0,0,0,0,0,0
283,1000319,UR084,0,0,0,0,0,0,0
284,1000280,UR085,35,14,21,63,5161,535,23.37142857142857
285,1000336,UR086,46,18,28,12,897,67,6.456521739130435
286,1000273,UR087,65,33,32,11,26,15,-0.015384615384615385
287,1000270,UR088,6,4,2,19,184,84,-5.5
288,1000275,UR089,60,31,29,11,71,36,0.21666666666666667
289,1000274,UR090,50,28,22,11,172,49,4.1
290,1000271,UR091,13,10,3,12,73,47,-10.076923076923077
291,1000272,UR092,0,0,0,0,0,0,0
292,1000321,UR093,16,8,8,11,73,28,2.75
293,1000337,UR094,1,0,1,40,40,40,17
294,1000338,UR095,6,2,4,13,33,21,5.5
295,1000339,UR096,0,0,0,0,0,0,0
296,1000340,UR097,9,6,3,11,77,25,-3
297,1000347,UR098,0,0,0,0,0,0,0
298,1000348,UR099,0,0,0,0,0,0,0
299,1000349,UR100,0,0,0,0,0,0,0
300,1000350,UR101,0,0,0,0,0,0,0
301,1000351,UR102,9,7,2,20,41,28,-10.555555555555555
302,1000352,UR103,0,0,0,0,0,0,0
303,1000103,UR1032,1,0,1,11,11,11,11
304,1000105,UR1033A,1,0,1,20,20,20,4
305,1000106,UR1033B,0,0,0,0,0,0,0
306,1000107,UR1033C,0,0,0,0,0,0,0
307,1000108,UR1033D,5,1,4,16,60,33,6.4
308,1000109,UR1033E,0,0,0,0,0,0,0
309,1000110,UR1033F,3,1,2,12,47,24,5.333333333333333
310,1000111,UR1033G,0,0,0,0,0,0,0
311,1000333,UR1034,31,22,9,11,248,58,-9.32258064516129
312,1000353,UR104,3,1,2,13,23,19,2.3333333333333335
313,1000208,UR1040,1,1,0,66,66,66,-4
314,1000230,UR1049,0,0,0,0,0,0,0
315,1000354,UR105,0,0,0,0,0,0,0
316,1000214,UR1051,2,2,0,11,42,26,-10.5
317,1000170,UR1052,0,0,0,0,0,0,0
318,1000169,UR1053,0,0,0,0,0,0,0
319,1000183,UR1057,21,14,7,11,104,31,1.8095238095238095
320,1000176,UR1058,0,0,0,0,0,0,0
321,1000355,UR106,0,0,0,0,0,0,0
322,1000356,UR107,2,2,0,20,21,20,-6
323,1000357,UR108,0,0,0,0,0,0,0
324,1000344,UR1084,56,27,29,22,1575,359,-0.8392857142857143
325,1000310,UR1087,22,9,13,14,1620,172,4.7272727272727275
326,1000313,UR1088,9,2,7,12,110,29,9.777777777777779
327,1000358,UR109,0,0,0,0,0,0,0
328,1000312,UR1091,19,8,11,11,116,34,2.8421052631578947
329,1000314,UR1095,81,46,35,11,2113,74,-2.5555555555555554
330,1000315,UR1096,20,10,10,12,60,25,1.15
331,1000039,UR1097,0,0,0,0,0,0,0
332,1000040,UR1098,7,2,5,11,118,44,13.428571428571429
333,1000041,UR1099,3,0,3,212,222,216,26.666666666666668
334,1000042,UR1100,10,0,10,11,259,53,9.9
335,1000046,UR1102,5,4,1,30,60,44,-6.8
336,1000047,UR1103,5,3,2,73,394,208,-6.4
337,1000048,UR1104,0,0,0,0,0,0,0
338,1000049,UR1105,1,0,1,28,28,28,3
339,1000050,UR1106,5,1,4,23,600,299,3.6
340,1000051,UR1107,6,2,4,28,215,75,5
341,1000052,UR1108,2,1,1,17,17,17,0
342,1000053,UR1109,41,19,22,110,400,206,9.707317073170731
343,1000359,UR111,20,8,12,17,300,57,4.4
344,1000057,UR1113,60,27,33,29,256,82,2.6666666666666665
345,1000063,UR1114,126,63,63,11,703,83,8.619047619047619
346,1000072,UR1116,1,0,1,170,170,170,6
347,1000073,UR1117,0,0,0,0,0,0,0
348,1000074,UR1118,0,0,0,0,0,0,0
349,1000075,UR1119,0,0,0,0,0,0,0
350,1000076,UR1120,0,0,0,0,0,0,0
351,1000077,UR1121,3,3,0,14,17,15,-50.666666666666664
352,1000079,UR1123,19,6,13,20,1320,261,13.105263157894736
353,1000080,UR1124,8,5,3,18,154,65,-3.5
354,1000081,UR1124 Detail 1,0,0,0,0,0,0,0
355,1000083,UR1126,16,12,4,22,214,72,-15.125
356,1000084,UR1127,2,1,1,45,175,110,0.5
357,1000292,UR113,135,62,73,11,620,68,2.4814814814814814
358,1000087,UR1130,0,0,0,0,0,0,0
359,1000089,UR1131,55,28,27,11,343,89,-7.963636363636364
360,1000093,UR1135,2,0,2,13,14,13,6
361,1000094,UR1136,96,47,49,14,180,52,3.5416666666666665
362,1000113,UR1138,6,4,2,110,220,165,-3.8333333333333335
363,1000287,UR114,8,5,3,11,20,13,-8.5
364,1000115,UR1140,125,51,74,11,114,38,9.528
365,1000116,UR1141,0,0,0,0,0,0,0
366,1000118,UR1143,0,0,0,0,0,0,0
367,1000119,UR1144,7,4,3,56,243,112,-7.857142857142857
368,1000120,UR1145,20,12,8,12,1497,343,-10.55
369,1000121,UR1146,22,10,12,11,64,15,-0.22727272727272727
370,1000122,UR1147,2,0,2,272,385,328,7
371,1000123,UR1148,0,0,0,0,0,0,0
372,1000124,UR1149,11,2,9,85,3440,1040,32.90909090909091
373,1000125,UR1150,5,2,3,30,117,71,3.2
374,1000126,UR1151,2,1,1,13,26,19,-0.5
375,1000127,UR1152,14,8,6,28,822,294,-0.6428571428571429
376,1000129,UR1154,0,0,0,0,0,0,0
377,1000134,UR1161,1,1,0,50,50,50,-4
378,1000135,UR1162A,0,0,0,0,0,0,0
379,1000136,UR1162B,0,0,0,0,0,0,0
380,1000137,UR1163,7,2,5,12,105,28,2.4285714285714284
381,1000139,UR1165,1,0,1,91,91,91,5
382,1000140,UR1166,35,17,18,11,65,26,-1.6285714285714286
383,1000141,UR1167,0,0,0,0,0,0,0
384,1000285,UR116A,14,7,7,12,37,24,-0.42857142857142855
385,1000283,UR116B,2,1,1,22,24,23,-2
386,1000147,UR1175,104,46,58,11,445,86,9.740384615384615
387,1000148,UR1176,56,14,42,11,554,87,28.464285714285715
388,1000151,UR1179,1,1,0,50,50,50,-9
389,1000288,UR117A,0,0,0,0,0,0,0
390,1000289,UR117B,0,0,0,0,0,0,0
391,1000290,UR117C,1,0,1,11,11,11,5
392,1000291,UR117D,2,2,0,30,33,31,-4
393,1000293,UR118,71,39,32,12,1957,228,-16.985915492957748
394,1000152,UR1180,0,0,0,0,0,0,0
395,1000329,UR119,56,23,33,36,522,197,9.642857142857142
396,1000320,UR120,20,6,14,12,310,52,4.85
397,1000322,UR121,3,1,2,11,14,12,0.6666666666666666
398,1000323,UR122,1,0,1,2667,2667,2667,41
399,1000324,UR123,10,6,4,13,221,52,0.6
400,1000325,UR124,0,0,0,0,0,0,0
401,1000326,UR125,0,0,0,0,0,0,0
402,1000328,UR127,1,1,0,14,14,14,-13
403,1000377,UR128,3,1,2,23,36,27,0.3333333333333333
404,1000378,UR129,0,0,0,0,0,0,0
405,1000316,UR130,12,8,4,20,85,45,-4.666666666666667
406,1000300,UR131A,5,1,4,21,609,262,8.2
407,1000301,UR131B,7,3,4,11,560,138,7.571428571428571
408,1000302,UR131C,14,5,9,11,690,126,6.357142857142857
409,1000317,UR132,2,1,1,14,20,17,0
410,1000452,UR134,0,0,0,0,0,0,0
411,1000389,UR135,0,0,0,0,0,0,0
412,1000388,UR136,0,0,0,0,0,0,0
413,1000387,UR137,8,2,6,11,83,28,3.125
414,1000386,UR138,0,0,0,0,0,0,0
415,1000407,UR139,2,0,2,16,53,34,10.5
416,1000408,UR140,0,0,0,0,0,0,0
417,1000409,UR141,4,1,3,20,650,227,1.5
418,1000406,UR142,0,0,0,0,0,0,0
419,1000401,UR143,2,1,1,69,220,144,6
420,1000415,UR145,6,3,3,32,515,239,2.8333333333333335
421,1000418,UR146,7,4,3,20,180,95,-2.142857142857143
422,1000400,UR147,2,1,1,300,1000,650,-12.5
423,1000414,UR148,0,0,0,0,0,0,0
424,1000413,UR149,53,26,27,11,601,110,-5.754716981132075
425,1000405,UR150,3,1,2,15,25,18,1
426,1000404,UR151,4,4,0,50,120,85,-4.5
427,1000402,UR152,2,1,1,20,110,65,-1
428,1000403,UR153,8,6,2,90,740,467,-11.375
429,1000399,UR154,1,0,1,311,311,311,7
430,1000410,UR156,0,0,0,0,0,0,0
431,1000416,UR157,1,1,0,12,12,12,-6
432,1000417,UR158,0,0,0,0,0,0,0
433,1000411,UR159,0,0,0,0,0,0,0
434,1000397,UR160,6,3,3,14,44,30,1
435,1000395,UR161,0,0,0,0,0,0,0
436,1000393,UR162,0,0,0,0,0,0,0
437,1000412,UR164,0,0,0,0,0,0,0
438,1000496,UR166,6,3,3,16,1417,587,2.1666666666666665
439,1000475,UR168,1,0,1,34,34,34,3
440,1000477,UR169,8,0,8,13,75,42,7.75
441,1000492,UR170,0,0,0,0,0,0,0
442,1000478,UR171,0,0,0,0,0,0,0
443,1000479,UR172,2,0,2,40,90,65,11
444,1000481,UR173,1,0,1,26,26,26,2
445,1000480,UR174,2,2,0,15,66,40,-4.5
446,1000483,UR175,0,0,0,0,0,0,0
447,1000494,UR177,11,3,8,12,39,21,5.545454545454546
448,1000485,UR178,0,0,0,0,0,0,0
449,1000489,UR179,0,0,0,0,0,0,0
450,1000486,UR180,0,0,0,0,0,0,0
451,1000482,UR182,3,2,1,13,118,79,0.3333333333333333
452,1000487,UR183,0,0,0,0,0,0,0
453,1000488,UR184,5,4,1,11,79,39,-4.6
454,1000490,UR185,0,0,0,0,0,0,0
455,1000497,UR186,20,11,9,13,596,89,-1.1
456,1000495,UR187,1,0,1,154,154,154,23
457,1000499,UR188,1,0,1,24072,24072,24072,1
458,1000500,UR189,21,10,11,11,226,40,-0.23809523809523808
459,1000502,UR191,0,0,0,0,0,0,0
460,1000503,UR192,13,5,8,11,70,33,7.230769230769231
461,1000505,UR194,11,7,4,19,53,33,-4.181818181818182
462,1000506,UR195,21,9,12,12,110,27,-0.9047619047619048
463,1000507,UR196,10,4,6,11,61,21,1.5
464,1000508,UR197,76,29,47,11,4657,294,17.486842105263158
465,1000509,UR198,55,28,27,11,38,16,-0.09090909090909091
466,1000510,UR199,27,17,10,11,78,42,-5.444444444444445
467,1000511,UR200,1,0,1,523,523,523,24
468,1000512,UR201,2,0,2,537,1335,936,62.5
469,1000513,UR202,37,14,23,20,700,93,4.864864864864865
470,1000514,UR203,59,25,34,11,55,26,3.8983050847457625
471,1000515,UR204,10,4,6,12,50,34,2.6
472,1000516,UR205,3,3,0,11,21,15,-8
473,1000517,UR206,0,0,0,0,0,0,0
474,1000518,UR207,39,18,21,12,458,80,1.4615384615384615
475,1000519,UR208,49,21,28,13,600,117,6.428571428571429
476,1000520,UR209,11,6,5,16,200,48,-1.1818181818181819
477,1000521,UR210,2,0,2,218,311,264,32.5
478,1000522,UR211,14,7,7,20,1120,188,1
479,1000523,UR212,102,46,56,11,479,66,4.519607843137255
480,1000524,UR213,48,21,27,11,385,83,5.541666666666667
481,1000525,UR214,2,1,1,15,15,15,-4
482,1000526,UR215,32,16,16,11,40,22,0.28125
483,1000527,UR216,0,0,0,0,0,0,0
484,1000528,UR217,18,10,8,11,2000,221,-2.888888888888889
485,1000529,UR218,21,4,17,26,620,195,17.047619047619047
486,1000530,UR219,4,0,4,60,650,272,20.75
487,1000531,UR220,1,1,0,37,37,37,-7
488,1000533,UR222,11,8,3,12,110,43,-6.818181818181818
489,1000534,UR223,20,7,13,16,115,40,4.2
490,1000535,UR225,6,2,4,15,40,28,4.833333333333333
491,1000536,UR226,5,2,3,216,786,453,4.2
492,1000537,UR227,7,3,4,40,90,57,1.4285714285714286
493,1000538,UR228,19,8,11,20,90,53,-0.15789473684210525
494,1000539,UR229,68,27,41,13,153,44,9.088235294117647
495,1000540,UR230,16,7,9,11,143,32,-2.1875
496,1000541,UR231,186,89,97,11,789,169,19.172043010752688
497,1000542,UR232,38,25,13,12,156,51,-8.289473684210526
498,1000543,UR233,36,14,22,11,290,76,8.25
499,1000544,UR234,3,3,0,989,2500,1532,-42.666666666666664
500,1000545,UR235,39,13,26,12,712,56,6.564102564102564
501,1000551,UR237,5,4,1,28,105,56,-3
502,1000552,UR238,7,2,5,11,105,29,2.4285714285714284
503,1000553,UR239,1,1,0,15,15,15,-3
504,1000554,UR240,23,5,18,17,1677,178,13.826086956521738
505,1000549,UR241,8,5,3,12,61,30,-2.75
506,1000547,UR242,74,35,39,11,170,41,2.8783783783783785
507,1000548,UR243,4,3,1,15,48,27,-5
508,1000555,UR244,10,3,7,13,48,24,2.3
509,1000550,UR245,1,0,1,11,11,11,4
510,1000556,UR246,6,3,3,18,316,203,1.5
511,1000558,UR247,0,0,0,0,0,0,0
512,1000559,UR248,0,0,0,0,0,0,0
513,1000560,UR249,0,0,0,0,0,0,0
514,1000561,UR250,0,0,0,0,0,0,0
