,khipu_id,name,num_sum_cords,num_left_sums,num_right_sums,min_sum,max_sum,mean_sum,handedness
515,1000589,UR251,1,1,0,14,14,14,-21
516,1000590,UR252,6,3,3,12,102,29,0.8333333333333334
517,1000592,UR254,1,1,0,30,30,30,-2
518,1000597,UR255,20,3,17,34,238,135,8.6
519,1000598,UR256,22,9,13,50,2002,539,0.36363636363636365
520,1000595,UR257,0,0,0,0,0,0,0
521,1000599,UR258,12,2,10,28,347,66,12.083333333333334
522,1000600,UR259,0,0,0,0,0,0,0
523,1000601,UR260,4,4,0,19,111,54,-9
524,1000602,UR261,0,0,0,0,0,0,0
525,1000603,UR262,32,6,26,20,1180,266,37.5625
526,1000604,UR263,16,7,9,11,14,12,-0.625
527,1000605,UR264,96,37,59,11,180,55,9
528,1000606,UR265,0,0,0,0,0,0,0
529,1000607,UR266,6,1,5,370,4273,2002,6.833333333333333
530,1000608,UR267A,28,6,22,34,238,133,4.071428571428571
531,1000609,UR267B,24,6,18,121,660,435,-3.875
532,1000610,UR268,1,0,1,9793,9793,9793,2
533,1000611,UR269,38,14,24,40,2797,1622,-18.57894736842105
534,1000612,UR270,36,18,18,104,1296,246,9.805555555555555
535,1000613,UR271,0,0,0,0,0,0,0
536,1000614,UR272,26,12,14,11,54,24,1.2692307692307692
537,1000615,UR273A,1,0,1,672,672,672,23
538,1000616,UR273B,1,1,0,40,40,40,-2
539,1000617,UR274A,2,0,2,113,143,128,3.5
540,1000618,UR274B,7,4,3,320,2300,1351,-1.2857142857142858
541,1000619,UR275,15,4,11,250,4273,1815,-5.066666666666666
542,1000620,UR276,0,0,0,0,0,0,0
543,1000622,UR277,59,25,34,11,1167,111,5.52542372881356
544,1000623,UR278,70,17,53,109,1918,348,46.42857142857143
545,1000621,UR279,0,0,0,0,0,0,0
546,1000649,UR282,2,1,1,20,20,20,-1.5
547,1000650,UR283,37,21,16,11,440,70,-3.918918918918919
548,1000651,UR284,3,1,2,16,96,54,3
549,1000652,UR285,0,0,0,0,0,0,0
550,1000653,UR286,1,0,1,34,34,34,3
551,1000654,UR287,3,2,1,30,100,53,-4.666666666666667
552,1000655,UR288,1,0,1,13,13,13,6
553,1000656,UR289,1,1,0,20,20,20,-7
554,1000657,UR290,0,0,0,0,0,0,0
555,1000658,UR291A,31,14,17,11,400,68,2.064516129032258
556,1000660,UR293,0,0,0,0,0,0,0
557,1000661,UR294,0,0,0,0,0,0,0
558,6000000,AS001,1,1,0,101,101,101,-4
559,6000001,AS002,1,1,0,117,117,117,-4
560,6000002,AS003,2,2,0,14,76,45,-4
561,6000003,AS004,2,1,1,312,601,456,0.5
562,6000004,AS005,5,3,2,11,12,11,0.2
563,6000005,AS006,16,11,5,20,140,82,-3.4375
564,6000006,AS007,82,39,43,11,170,44,1.8780487804878048
565,6000007,AS008,86,56,30,16,5474,480,-29.08139534883721
566,6000008,AS009,0,0,0,0,0,0,0
567,6000009,AS072,9,4,5,40,520,156,-0.1111111111111111
568,6000010,HP045,5,2,3,11,54,29,10
569,6000011,HP047,1,0,1,328,328,328,3
570,6000012,HP048,0,0,0,0,0,0,0
571,6000013,HP055,20,7,13,33,1089,453,14.2
572,6000014,KH0001,29,17,12,39,223,89,-2.8275862068965516
573,6000015,KH0032,2,1,1,33,221,127,2
574,6000016,KH0033,2,1,1,28,158,93,-0.5
575,6000017,KH0049,5,3,2,1016,6485,3447,-6.2
576,6000018,KH0057,18,5,13,11,191,45,10.833333333333334
577,6000019,KH0058,46,19,27,17,115,46,8.5
578,6000020,KH0067,0,0,0,0,0,0,0
579,6000021,KH0080,16,13,3,13,244,62,-44.75
580,6000022,KH0081,154,55,99,11,5928,347,12.863636363636363
581,6000023,KH0083,3,2,1,17,748,265,-8
582,6000024,KH0197,11,1,10,14,564,187,10
583,6000025,KH0227,50,31,19,11,90,30,-7.88
584,6000026,KH0267,0,0,0,0,0,0,0
585,6000027,KH0350,3,2,1,11,12,11,-8.666666666666666
586,6000028,MM001,127,62,65,14,461,83,-0.9606299212598425
587,6000029,MM002,16,8,8,30,540,112,-0.3125
588,6000030,MM003,1,1,0,80,80,80,-3
589,6000031,MM004,11,5,6,20,80,38,5.7272727272727275
590,6000032,MM005,2,1,1,20,20,20,1.5
591,6000033,MM006/AN001,1,1,0,154,154,154,-4
592,6000034,MM007/AN002,11,6,5,11,21,14,-0.09090909090909091
593,6000035,MM008,5,2,3,29,103,59,0.6
594,6000036,MM009,0,0,0,0,0,0,0
595,6000037,MM010,0,0,0,0,0,0,0
596,6000038,MM011,0,0,0,0,0,0,0
597,6000039,MM012,0,0,0,0,0,0,0
598,6000040,MM013,0,0,0,0,0,0,0
599,6000041,MM014,0,0,0,0,0,0,0
600,6000042,MM015,5,3,2,25,53,36,-1.4
601,6000043,MM016,3,2,1,23,65,40,-4
602,6000044,MM017,0,0,0,0,0,0,0
603,6000045,MM018,0,0,0,0,0,0,0
604,6000046,MM019,26,10,16,11,201,36,11.76923076923077
605,6000047,MM020,18,9,9,16,330,73,-0.6111111111111112
606,6000048,MM021,27,15,12,11,100,23,-6.037037037037037
607,6000049,MM1086,4,4,0,11,340,161,-15.25
608,6000050,QU001,0,0,0,0,0,0,0
609,6000051,QU002,19,6,13,11,94,22,4.315789473684211
610,6000052,QU003,3,3,0,104,226,148,-20.333333333333332
611,6000053,QU004,2,1,1,31,31,31,3
612,6000054,QU005,5,4,1,115,341,185,-6.8
613,6000055,QU006,0,0,0,0,0,0,0
614,6000056,QU007,31,15,16,11,42,21,0.1935483870967742
615,6000057,QU008,3,2,1,34,40,37,0
616,6000058,QU009,49,22,27,11,239,37,3.061224489795918
617,6000059,QU010,5,1,4,24,1000,394,7.6
618,6000060,QU011,58,31,27,11,2388,214,-5.120689655172414
619,6000061,QU012,67,32,35,11,560,66,1.955223880597015
620,6000062,QU013,27,13,14,11,300,60,-10.11111111111111
621,6000063,QU014,66,31,35,13,935,139,11.803030303030303
622,6000064,QU015,45,15,30,11,2792,191,16.955555555555556
623,6000065,QU016,17,9,8,15,129,41,0.7058823529411765
624,6000066,QU017,2,1,1,21,34,27,14
625,6000067,QU018,6,3,3,12,204,51,-1.1666666666666667
626,6000068,QU019,96,41,55,11,601,65,9.208333333333334
627,6000069,QU020,3,1,2,12,14,13,3.3333333333333335
628,6000070,QU021,25,11,14,11,55,27,1.84
629,6000071,QU022,0,0,0,0,0,0,0
630,6000072,UR001,43,20,23,13,1208,272,-2.9767441860465116
631,6000073,UR004,198,93,105,11,2230,79,3.474747474747475
632,6000074,UR017,37,23,14,11,211,35,-4.72972972972973
633,6000075,UR039,57,35,22,11,224,34,-6.7368421052631575
634,6000077,UR050,2,1,1,21,21,21,-22
635,6000078,UR052,28,15,13,11,33,22,-1.3214285714285714
636,6000079,UR054,16,8,8,13,25,20,0.4375
637,6000080,UR055,30,13,17,21,46,37,12.133333333333333
638,6000081,UR110,11,5,6,11,25,15,2.090909090909091
639,6000082,UR112,11,5,6,11,21,14,-0.18181818181818182
640,6000083,UR144,19,9,10,11,114,34,-0.8947368421052632
641,6000084,UR155,10,5,5,12,120,35,0.9
642,6000085,UR165,0,0,0,0,0,0,0
643,6000086,UR167,2,0,2,20,35,27,10
644,6000087,UR190,131,67,64,11,47,26,-0.8854961832061069
645,6000088,UR193,45,18,27,20,120,55,7.555555555555555
646,6000089,UR221,0,0,0,0,0,0,0
647,6000090,UR253,26,14,12,11,106,32,1.3076923076923077
648,6000091,UR280,2,0,2,87,150,118,18
649,6000092,UR292A,1,0,1,20,20,20,5
